Hour,STREET1,STREET2,ROAD_CLASS,District,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,PASSENGER,SPEEDING,AG_DRIV,ALCOHOL
14,ST CLAIR AV W,NORTHCLIFFE BV,Major Arterial,Toronto and East York,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,65 to 69, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
14,JANE Stre,HARDING Aven,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
14,JANE Stre,HARDING Aven,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,45 to 49,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No
14,JANE Stre,HARDING Aven,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,50 to 54,East,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
14,VICTORIA PARK AVE,JONESVILLE CRES,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,45 to 49,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
14,VICTORIA PARK AVE,JONESVILLE CRES,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,40 to 44,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,No,No,Yes,No,No,No,No,No,Yes,No
14,LAKE SHORE BLVD W,THIRTY SEVENTH ST,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,Yes,No,No,No,No,No
14,LAKE SHORE BLVD W,THIRTY SEVENTH ST,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Truck Driver,50 to 54,East,Truck - Open,Going Ahead,Driving Properly,Normal,No,No,Yes,No,Yes,No,No,No,No,No
14,LAKE SHORE BLVD W,THIRTY SEVENTH ST,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,25 to 29,East,"Automobile, Station Wagon",Making U Turn,Improper Turn,Normal,No,No,Yes,No,Yes,No,No,No,No,No
14,3 RAINIER SQ, ,Local,Scarborough,Intersection,Private Driveway,Stop Sign,Clear,Daylight,Dry,0,SMV Other,Driver,20 to 24,South,"Automobile, Station Wagon",Turning Left,Lost control,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,3 RAINIER SQ, ,Local,Scarborough,Intersection,Private Driveway,Stop Sign,Clear,Daylight,Dry,0,SMV Other,Passenger,15 to 19, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,3 RAINIER SQ, ,Local,Scarborough,Intersection,Private Driveway,Stop Sign,Clear,Daylight,Dry,0,SMV Other,Passenger,15 to 19, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,3 RAINIER SQ, ,Local,Scarborough,Intersection,Private Driveway,Stop Sign,Clear,Daylight,Dry,0,SMV Other,Passenger,15 to 19, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,AVENUE RD,YORKVILLE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,70 to 74, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
14,AVENUE RD,YORKVILLE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
14,AVENUE RD,YORKVILLE AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,35 to 39,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No
14,DUNDAS ST W,CORDOVA AVE,Major Arterial,Etobicoke York,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,0,Approaching,Driver,40 to 44,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,DUNDAS ST W,CORDOVA AVE,Major Arterial,Etobicoke York,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,0,Approaching,Driver,85 to 89,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,DUNDAS ST W,CORDOVA AVE,Major Arterial,Etobicoke York,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,0,Approaching,Driver,55 to 59,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,DUNDAS ST W,CORDOVA AVE,Major Arterial,Etobicoke York,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,0,Approaching,Driver,20 to 24,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,DUNDAS ST W,CORDOVA AVE,Major Arterial,Etobicoke York,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,0,Approaching,Passenger,65 to 69, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
14,DUNDAS ST W,CORDOVA AVE,Major Arterial,Etobicoke York,Mid-Block,Intersection Related,No Control,Clear,Daylight,Dry,0,Approaching,Passenger,75 to 79, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
16,COLLEGE ST,BORDEN ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,45 to 49,West,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
16,COLLEGE ST,BORDEN ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,30 to 34,West,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
16,AVENUE RD,COTTINGHAM ST,Major Arterial,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,45 to 49,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
16,AVENUE RD,COTTINGHAM ST,Major Arterial,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,North,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,KENNETH AVE,PEMBERTON AVE,Local,North York,Intersection, ,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,65 to 69,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No
16,KENNETH AVE,PEMBERTON AVE,Local,North York,Intersection, ,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,0 to 4,East,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
16,THE EAST MALL,EAST MALL CRES,Minor Arterial,Etobicoke York,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No
16,BAY MILLS Blvd,BIRCHMOUNT Rd,Collector,Scarborough,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Turning Movement,Driver,35 to 39,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,No,No,Yes,Yes,No,No,No,No,Yes,No
15,REXDALE BLVD,BERGAMOT AVE,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Driver,35 to 39,West,Motorcycle,Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,No,No
16,HIGHWAY 27  S,DIXON RD,Major Arterial,Etobicoke York,Mid-Block, ,No Control,Clear,Daylight,Wet,1,Approaching,Truck Driver,35 to 39,South,Truck - Open,Going Ahead,Driving Properly,Normal,No,No,Yes,No,Yes,No,No,No,No,No
16,THE EAST MALL,EAST MALL CRES,Minor Arterial,Etobicoke York,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,35 to 39,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,THE EAST MALL,EAST MALL CRES,Minor Arterial,Etobicoke York,Intersection, ,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,25 to 29,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,MCRAE DR,MILLWOOD RD,Collector,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,Pedestrian Collisions,Pedestrian,5 to 9,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
16,MCRAE DR,MILLWOOD RD,Collector,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,Pedestrian Collisions,Driver,50 to 54,South,Passenger Van,Turning Right,Failed to Yield Right of Way,Had Been Drinking,Yes,No,Yes,No,No,No,No,No,Yes,No
16,ISLINGTON AVE,AYLESBURY RD,Major Arterial,Etobicoke York,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,0,Rear End,Driver,15 to 19,North,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,No,No,Yes,No,No,No,Yes,No,No,No
16,ISLINGTON AVE,AYLESBURY RD,Major Arterial,Etobicoke York,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,0,Rear End,Driver,35 to 39,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,No,No,No
16,ISLINGTON AVE,AYLESBURY RD,Major Arterial,Etobicoke York,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,0,Rear End,Passenger,45 to 49, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,No,No
16,DAVENPORT RD,DOVERCOURT ROAD,Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,40 to 44,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,No,Yes,Yes,No,No,No,No,No,No,No
16,DAVENPORT RD,DOVERCOURT ROAD,Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,45 to 49,East,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
16,BATHURST Stre,DREWRY Aven,Major Arterial,North York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Turning Movement,Driver,20 to 24,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,BATHURST Stre,DREWRY Aven,Major Arterial,North York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Turning Movement,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No
16,DUNDAS ST E,BROADVIEW AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,40 to 44,East,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,Yes,No
16,BATHURST Stre,DREWRY Aven,Major Arterial,North York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Turning Movement,Driver,20 to 24,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,BELLAMY RD N,ROCHMAN BLVD,Minor Arterial,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Angle,Driver,30 to 34,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,No,No,Yes,No,No,No,No,No,Yes,No
16,BELLAMY RD N,ROCHMAN BLVD,Minor Arterial,Scarborough,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Angle,Driver,45 to 49,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,JANE ST,GRANDRAVINE DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,40 to 44,West,Pick Up Truck,Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No
16,JANE ST,GRANDRAVINE DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,55 to 59,East, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
16,WYCHCREST AVE,SHAW ST,Collector,Toronto and East York,Intersection,At Intersection,Stop Sign,Rain,Daylight,Wet,0,SMV Other,Driver,75 to 79,West,"Automobile, Station Wagon",Going Ahead,Other,Normal,No,No,Yes,No,No,No,No,No,No,No
16,KINGSTON RD,RYLANDER BLVD,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Driver,15 to 19,West,Motorcycle,Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,Yes,No
16,KINGSTON RD,RYLANDER BLVD,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,55 to 59,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,No,No,Yes,Yes,No,No,No,No,Yes,No
16,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Passenger,45 to 49, , , ,Unknown,Unknown,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
16,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,25 to 29,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
16,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,55 to 59,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
16,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,45 to 49,East,Municipal Transit Bus (TTC),Stopped,Driving Properly,Normal,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
16,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Passenger,25 to 29, , , ,Unknown,Unknown,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
16,O CONNOR Driv,DOHME Aven,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,35 to 39,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
16,O CONNOR Driv,DOHME Aven,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,West,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,ALBION RD,HIGHWAY 27  N,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,35 to 39,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,No,No,Yes,No,No,No,Yes,No,No,No
16,ALBION RD,HIGHWAY 27  N,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,40 to 44,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,No,No,No
16,ALBION RD,HIGHWAY 27  N,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Passenger,35 to 39, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,No,No
16,GERRARD Stre E,MARJORY Aven,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,GERRARD Stre E,MARJORY Aven,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Driver,40 to 44,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
16,GERRARD Stre E,MARJORY Aven,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Pedestrian,40 to 44,South,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,5800 YONGE ST, ,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,Pedestrian Collisions,Pedestrian,40 to 44,South, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
16,5800 YONGE ST, ,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,Pedestrian Collisions,Driver,25 to 29,South, ,Going Ahead,Disobeyed Traffic Control,Normal,Yes,No,Yes,No,No,No,Yes,No,Yes,No
16,5800 YONGE ST, ,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,Pedestrian Collisions,Passenger,20 to 24, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
16,5800 YONGE ST, ,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,Pedestrian Collisions,Driver,20 to 24,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,Yes,No,Yes,No,No,No,Yes,No,Yes,No
16,5800 YONGE ST, ,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,1,Pedestrian Collisions,Passenger,20 to 24, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
16,1071 QUEEN ST W, ,Major Arterial,Toronto and East York,Intersection,Laneway,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,35 to 39,West,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,Yes,No,Yes,No,No,No,No,No,No,No
16,1071 QUEEN ST W, ,Major Arterial,Toronto and East York,Intersection,Laneway,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,Unknown, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,1071 QUEEN ST W, ,Major Arterial,Toronto and East York,Intersection,Laneway,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,1071 QUEEN ST W, ,Major Arterial,Toronto and East York,Intersection,Laneway,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,1071 QUEEN ST W, ,Major Arterial,Toronto and East York,Intersection,Laneway,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,MCNICOLL AVE,MARKHAM RD,Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,55 to 59,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
16,MCNICOLL AVE,MARKHAM RD,Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,30 to 34,North, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,FRONT ST W,BLUE JAYS WAY,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Turning Movement,Driver,30 to 34,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,FRONT ST W,BLUE JAYS WAY,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Turning Movement,Driver,35 to 39,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,RUNNYMEDE Rd,ST JOHNS Rd,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,55 to 59,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,RUNNYMEDE Rd,ST JOHNS Rd,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,30 to 34,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,BEVERLEY St,COLLEGE St,Minor Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,55 to 59,South,"Automobile, Station Wagon",Making U Turn,Failed to Yield Right of Way,Inattentive,No,Yes,Yes,No,No,No,No,No,Yes,No
16,BEVERLEY St,COLLEGE St,Minor Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,30 to 34,South,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,Yes,No
16,DUPONT ST,WALMER RD,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,SMV Other,Driver,20 to 24,East,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,No,No,Yes,No,No,No,No,No,No,No
16,DUPONT ST,WALMER RD,Major Arterial,Toronto and East York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,SMV Other,Other Property Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No
16,25 THE WEST MALL, ,Minor Arterial,Etobicoke York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,70 to 74,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
16,25 THE WEST MALL, ,Minor Arterial,Etobicoke York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,35 to 39,South,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,LAKE SHORE BLVD W,PARKSIDE DR,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,45 to 49,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
16,LAKE SHORE BLVD W,PARKSIDE DR,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,50 to 54,North,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
16,JANE ST,HOMEVIEW AVE,Major Arterial,Etobicoke York,Intersection, ,No Control,Rain,Daylight,Wet,0,Pedestrian Collisions,Driver,25 to 29,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No
16,JANE ST,HOMEVIEW AVE,Major Arterial,Etobicoke York,Intersection, ,No Control,Rain,Daylight,Wet,0,Pedestrian Collisions,Pedestrian,50 to 54,Unknown,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
16,FINCH AVE E,PAGE AVE,Major Arterial,North York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Angle,Driver,60 to 64,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,No,No,No
16,FINCH AVE E,PAGE AVE,Major Arterial,North York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Angle,Passenger,60 to 64, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,No,No
16,FINCH AVE E,PAGE AVE,Major Arterial,North York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Angle,Driver,75 to 79,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,No,No,Yes,No,No,No,Yes,No,No,No
16,FINCH AVE E,PAGE AVE,Major Arterial,North York,Mid-Block, ,No Control,Clear,Daylight,Dry,0,Angle,Other Property Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,No,No
16,CHURCH ST,GLOUCESTER ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,35 to 39,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
16,CHURCH ST,GLOUCESTER ST,Minor Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,75 to 79,East,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
16,EGLINTON AVE E,KENNEDY RD,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,0,Turning Movement,Driver,50 to 54,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
16,EGLINTON AVE E,KENNEDY RD,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,0,Turning Movement,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No
16,EGLINTON AVE E,KENNEDY RD,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Other,0,Turning Movement,Driver,20 to 24,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,No,No,Yes,No,No,No,No,No,Yes,No
