,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
7425,4493,0xc78902abef58212e076e09dee7f120c2e1759d1f,0,7.7,83351.43,333436.53,4,4,0,2,1,0.11,5.909252,1.72328,0.106476,5.908425,1.719267,0.0,0.0,0.0,8,6.87706922,6.89312,0.0,0.01605078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7426,4494,0xc78c7cee4f45e80cfd3d7c3f235b0bed5c1ae527,0,0.0,0.0,424.67,1,1,0,1,1,0.8672639999999999,0.8672639999999999,0.8672639999999999,0.8666440000000001,0.8666440000000001,0.8666440000000001,0.0,0.0,0.0,2,0.86664367,0.86726367,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7427,4495,0xc7a7d7fe02c29cff7621c409e924397ecff318ab,0,384.71,1489.7,175989.9,47,106,0,5,2,0.021952,10.35003,0.453428,0.0,10.590144,1.021754,0.0,0.0,0.0,153,48.02244073,48.06340369,0.0,0.040962962,3.0,68.65195876,1.36e-06,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1e-06,68.651957,34.325979,1e-06,1e-06,1e-06,0.0,0.0,0.0,1.0,2.0,Bytom,Bytom
7428,4496,0xc7b072c29c87a9054b0a03bc47c36f3dba70022d,0,0.0,17734.03,141872.25,0,8,1,5,0,0.0,25.558812,5.696269,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,45.57015453,0.0,45.57015453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7429,4497,0xc7b23110bae58234eb38600680fd152b88b136df,0,1112.15,1644.37,717228.55,259,261,0,3,2,0.105162,31.953425,0.32802600000000004,0.000546,32.163582,0.3301,0.0,0.0,0.0,520,85.4958657,85.61467291,0.0,0.118807207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7430,4498,0xc7cbac6e467cc9c65ff94d343f5550a384230a07,0,0.0,0.0,75.2,1,1,0,1,1,28.5,28.5,28.5,28.499496,28.499496,28.499496,0.0,0.0,0.0,2,28.499496,28.5,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7431,4499,0xc7ccc6882d3c486f4e1aa730bd842a97a7aee0bf,0,0.0,3.68,76099.2,1,2,0,2,1,0.4255850000000001,1.089483,0.757534,1.514649,1.514649,1.514649,0.0,0.0,0.0,3,1.5146486819999998,1.515068702,0.0,0.00042002,1.0,0.114124516,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.114125,0.114125,0.114125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
7432,4500,0xc7d54fb29ba84f0720185d468f1159cef9b42c32,0,20.65,0.0,61.95,3,1,0,1,3,101.0,101.0,101.0,1.05,77.543424,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7433,4501,0xc7d91a6c4c56dd9ffae00d9b3bf813983d60ea69,0,0.0,2984.89,411915.3,0,138,1,9,0,0.0,1.001023,0.241027,0.0,0.0,0.0,0.0,0.0,0.0,139,0.0,33.26167886,0.0,33.26167886,4.0,2.690059737,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.060285,0.672515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,OmiseGO
7434,4502,0xc7f6af723dc0c3f7084af51391d74b2df97b83b2,0,162.87,0.82,327.37,2,2,0,2,2,4.1666089999999985,96.833391,50.5,1.7931259999999998,99.205848,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7435,4503,0xc7ff10451cee9ebbaf449e755994bb88a60ad790,0,0.0,1941.17,250411.18,0,129,1,2,0,0.0,0.797284,0.330406,0.0,0.0,0.0,0.0,0.0,0.0,130,0.0,42.6223537,0.0,42.6223537,2.0,0.95041156,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.305539,0.6448729999999999,0.475206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
7436,4504,0xc8022233e9be9397dae18a15bc955fce8db8d7db,0,19.34,3750.19,1521940.02,355,404,0,4,3,0.199035,4.495522,0.913549,0.5565760000000001,4.494856,1.038944,0.0,0.0,0.0,759,368.8249807,369.0738973,0.0,0.248916645,3.0,367.1007944,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,365.0,122.366931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,Bulleon Promo Token
7437,4505,0xc8088af560f1afa178e0fbaff8015cd13e7f5451,0,458.26,14480.93,77903.73,12,5,0,3,7,0.024925,17.95,6.570193,0.0,17.91,2.802187,0.0,0.0,0.0,17,33.62624383,32.85096737,0.0,-0.775276458,12.0,52020.0,54520.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,35820.0,8670.0,0.0,52010.0,9086.666667,0.0,0.0,0.0,4.0,3.0,PILLAR,minereum
7438,4506,0xc80efdc6cb63f41e97462f164fcbb3ae5b521eca,0,21.56,0.0,64.68,3,1,0,1,3,101.0,101.0,101.0,2.608,77.152305,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7439,4507,0xc811f8e93c2d8f925d9d1c725cb57d5f264ba422,0,2865.2,5363.26,85149.88,11,10,0,5,8,0.048223,18.409679,7.394164,0.01,18.409259,6.721514,0.0,0.0,0.0,21,73.93665022,73.94164048,0.0,0.00499026,1.0,0.069341433,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.069341,0.069341,0.069341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
7440,4508,0xc81b52b57719a2cba8717a60f913bf1c14b5e253,0,3.59,6475.49,51832.63,8,8,0,1,1,0.1,4.0,2.2825,0.097297,3.998987,2.281002,0.0,0.0,0.0,16,18.24801461,18.26,0.0,0.01198539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7441,4509,0xc8414d92530a25ef48b2652ae1b32391e067f36b,0,0.0,0.0,3125.8,0,1,1,1,0,2.505,2.505,2.505,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,2.505,0.0,2.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7442,4510,0xc84a76aa31e6c3fb4204e9253cc413b70697c9de,0,0.0,1489.94,201142.53,0,135,1,3,0,0.0,3.121157,0.764165,0.0,0.0,0.0,0.0,0.0,0.0,136,0.0,103.1623354,0.0,103.1623354,2.0,1.806419742,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.254128,1.552292,0.90321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
7443,4511,0xc8629ce5571cac344a451fa4b282975de3f6a99c,0,0.0,864.43,31202.45,1,3,0,3,1,0.316017,1.432967,0.704429,2.112867,2.112867,2.112867,0.0,0.0,0.0,4,2.11286691,2.11328693,0.0,0.00042002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7444,4512,0xc86517cd561f42b408b86bfccff1694262e73500,0,6.56,3594.39,57569.33,9,16,0,11,1,0.181192,2.0,0.8838450000000001,0.816919,1.999392,1.57057,0.0,0.0,0.0,25,14.1351285,14.1415179,0.0,0.0063894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7445,4513,0xc86692068fb21542be757a36e0459a8282853d9f,0,0.0,2189.64,13137.85,0,6,1,2,0,0.0,2.93,1.531667,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,9.19,0.0,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7446,4514,0xc86ed0814e5dc8638ce8ea6a626177e35b7b959b,0,0.0,4611.09,161388.02,0,35,1,6,0,0.0,2.579585,0.73805,0.0,0.0,0.0,0.0,0.0,0.0,36,0.0,25.83175271,0.0,25.83175271,1.0,0.32488378100000004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.324884,0.324884,0.324884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
7447,4515,0xc86f5471bb0d9f58c696f8f6e79bcb401efbb6c1,0,2450.77,139085.76,1010361.92,15,7,0,6,9,0.03634,19.2788,3.716771,0.000319,57.137033,5.562434,0.0,0.0,0.0,22,83.43650975,26.0174,0.0,-57.41910975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7448,4516,0xc8703040a5af627b8ea84a0bdfca73db0ec69a1c,0,5122.64,6304.38,984697.3,95,79,0,38,58,0.040243,228.170931,19.741078,0.0,233.96,16.525474,0.0,0.0,0.0,174,1569.92,1559.545182,0.0,-10.3748181,100.0,18707559.66,17977665.21,0.0,17.0,53.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,15200000.0,259827.2175,0.0,15200000.0,642059.4717,0.0,0.0,0.0,16.0,55.0,CoinBoin,ViteToken
7449,4517,0xc8780e07ee3c0f058315a20d2fd7de6d2505f7a3,0,7.13,9757.95,48825.42,5,5,0,5,5,1.386306,2.637726,1.841273,1.385865,2.637306,1.84076,0.0,0.0,0.0,10,9.203799862999999,9.20636516,0.0,0.002565297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7450,4518,0xc8792756ca878afaf88b9d0e8bb4d789e7cbe83d,0,14803.55,5499.13,647991.87,33,29,0,14,22,0.9,127.3,33.374834,0.01,150.0,29.004863,0.0,0.0,0.0,62,957.1604792000003,967.8701937,0.0,10.70971451,16.0,6984.392766,0.0,0.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4400.271651,436.524548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,None,Promodl
7451,4519,0xc879acd7998aa249dac1af34da580701a1de0adb,0,23.85,0.25,72.05,3,2,0,2,3,5.787453,95.212547,50.5,2.0,71.44716899999997,33.666152000000004,0.0,0.0,0.0,5,100.9984557,101.0,0.0,0.001544256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7452,4520,0xc88812384ae31e3c31608a041bf85d1b4c4deffa,0,105.58,3.21,323.17,3,2,0,2,3,32.772126,68.227874,50.5,15.2,42.932902,33.666165,0.0,0.0,0.0,5,100.9984936,101.0,0.0,0.001506437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7453,4521,0xc8901fab336fc45f296c8bce11a8aa91909d2284,0,10.51,44617.85,178513.43,4,4,0,4,1,0.808832,3.093971,1.975701,0.806876,3.093354,1.974549,0.0,0.0,0.0,8,7.89819482,7.90280297,0.0,0.00460815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7454,4522,0xc89c20d73ca84e3bbe59c83f3a3ff33d1ab74f83,0,5590.13,185070.13,577570.9,4,3,0,3,4,0.035201,1.76023,0.61617,0.034326,1.689704,0.459297,0.0,0.0,0.0,7,1.83718894,1.84851057,0.0,0.01132163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7455,4523,0xc8b1b239f6b9e92e6b9e57b89815d393250c1d86,0,12.56,5605.32,39325.13,7,7,0,4,1,0.19672,0.602629,0.343808,0.196014,0.601978,0.343111,0.0,0.0,0.0,14,2.401775891,2.40665392,0.0,0.004878029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7456,4524,0xc8b25f8890816e7f491d8ee02ba8b4548c73d3a4,0,85.59,6223.45,1296984.1,102,207,0,5,2,0.104809,1998.0,21.684511,0.568704,1997.998816,44.005844,0.0,0.0,0.0,309,4488.596086,4488.69386,0.0,0.097773747,5.0,304.0562212,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,300.0,60.811244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,BigBang Game Coin Token
7457,4525,0xc8bec09a7c18fd284cd19e5fb09ad604e6a97a7d,0,1.78,44235.77,132712.65,3,3,0,3,1,0.49,0.99,0.659874,0.489508,0.989321,0.6592979999999999,0.0,0.0,0.0,6,1.977893303,1.979622,0.0,0.0017286970000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7458,4526,0xc8bfa179cb75c638cc323ffb6cffb12e4924b070,0,0.0,2929.51,319316.93,0,109,1,3,0,0.0,0.416184,0.22405300000000006,0.0,0.0,0.0,0.0,0.0,0.0,110,0.0,24.4217523,0.0,24.4217523,4.0,3.470658919,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.195722,0.8676649999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,OmiseGO
7459,4527,0xc8c1bc2996f1fb4153feb1f2bff31eb4d63bb4db,0,165.62,0.0,331.23,2,2,0,2,2,21.291221,79.708779,50.5,0.756214,100.24276,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7460,4528,0xc8c28ed428060e778a8340508b95c382bb2c68af,0,0.0,17648.84,52946.52,0,3,1,3,0,0.0,11.059495,7.252967,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,21.75889982,0.0,21.75889982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7461,4529,0xc8d5f21163e877077fd13dfebbc20893be75428c,0,94.82,9866.05,258982.8,26,26,0,1,6,0.381781,1.004622,0.977194,0.381151,1.003362,0.976289,0.0,0.0,0.0,52,25.38352168,25.40704168,0.0,0.02352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7462,4530,0xc8d8dbfab2abe03ddb85bf25b2aec1205c031f82,0,28292.42,1095.71,204621.23,7,6,0,1,1,1.795,4.995,3.946679,0.004912,5.001535,3.38236,0.0,0.0,0.0,13,23.67652195,23.68007533,0.0,0.003553381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7463,4531,0xc8decbfa133f71c2fe94aa8fcd87167d81dc4aef,0,162.62,0.0,325.25,2,1,0,1,2,101.0,101.0,101.0,3.096325,97.902691,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7464,4532,0xc8e13f55627dc1f91b9cec9662733590c0311960,0,23.13,0.0,69.38,3,1,0,1,3,101.0,101.0,101.0,0.023735,55.870304,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7465,4533,0xc8ed5ef752f199bc9fa3b51ab431df401e87d6ff,0,21.86,3.3,72.17,3,2,0,2,3,0.556308,100.443692,50.5,0.027995,55.758439,33.666149,0.0,0.0,0.0,5,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7466,4534,0xc8ff8d05ae0f80978135e7e882705ec93995ccaf,0,4.25,22.68,107.68,4,4,0,1,3,0.55,2.0,1.3875,0.999559,2.549559,1.387059,0.0,0.0,0.0,8,5.548236,5.55,0.0,0.0017640000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7467,4535,0xc900396ea90f99e02334d64efa4d5a0d97f928a9,0,3.58,0.0,10.73,3,2,0,2,3,426.879074,1574.120926,1000.5,0.119968,1489.220486,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7468,4536,0xc9062f064efe0dd2e64aaa8dbc80d05224b90990,0,0.0,0.0,0.0,0,1,0,1,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,0.0,2.0,6.0,361.7629134,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,319.285598,60.29381899999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,None,Livepeer Token
7469,4537,0xc907a7e4f3d98e550d7ac22d38b9efc1e0503202,0,2.86,0.42,9.42,3,2,0,2,3,561.594301,1439.405699,1000.5,6.970335,1863.49734,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7470,4538,0xc909934a2602461096b89b44e2ece01b0540f42d,0,0.0,2792.55,228989.35,0,82,1,5,0,0.0,1.001352,0.34757,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0,28.500748600000005,0.0,28.500748600000005,2.0,0.72016703,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.343352,0.376815,0.360084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
7471,4539,0xc92a000128bb14f1cfaa01e5f3a3bac953277083,0,160.2,0.33,321.05,2,2,0,2,2,5.9764300000000015,95.02357,50.5,4.4290980000000015,96.569918,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7472,4540,0xc92f595ccae2635eb23465faffc8e5d2f6244746,0,158.21,0.0,316.42,2,1,0,1,2,101.0,101.0,101.0,1.0,99.998982,50.499491,0.0,0.0,0.0,3,100.9989816,101.0,0.0,0.00101837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7473,4541,0xc93163f6042ea468f5ad251b04788c22662f04ad,0,16.55,0.0,66.18,4,1,0,1,3,101.0,101.0,101.0,0.0431,82.102177,25.249475,0.0,0.0,0.0,5,100.9979,101.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7474,4542,0xc9328b3f29c348ed6ea22bf137d97de5de1a04c7,0,160.92,0.21,322.25,2,2,0,2,2,46.60752,54.392480000000006,50.5,4.39139,96.607625,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7475,4543,0xc93327cdedc705a377e1cffc743554e59b05ee81,0,0.0,0.0,2234.43,1,1,0,1,1,11.703693,11.703693,11.703693,11.703073,11.703073,11.703073,0.0,0.0,0.0,2,11.70307311,11.70369311,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7476,4544,0xc93d97f94323cc826c952cfb33419af74e506ceb,0,0.0,9402.27,291470.43,0,31,1,4,0,0.0,1.073503,0.715128,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,22.16897146,0.0,22.16897146,4.0,4.050415673,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.56771,1.012604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,OmiseGO
7477,4545,0xc95289ffc94e97f60fe85a1a31ca850679f9eca0,0,14828.94,27625.8,602494.67,22,10,0,6,13,0.31098600000000004,29.84,6.815986,0.0,22.0,3.856727,0.0,0.0,0.0,32,84.848,68.15985707,0.0,-16.68814293,23.0,89613397.15,89615238.08,0.0,6.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,43418782.0,5600837.322000002,2500.0,73417213.1,12802176.87,0.0,0.0,0.0,4.0,13.0,StatusNetwork,Kin
7478,4546,0xc9554d986e5233af3aa664b4f6eea4745e859607,0,30.08,1878.95,192692.02,97,101,0,2,2,0.013199,0.7012189999999999,0.11506,0.012779,0.700799,0.119385,0.0,0.0,0.0,198,11.58032648,11.62108748,0.0,0.040761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7479,4547,0xc95b4edb987161eb764a01ef94e524998e063b37,0,3.15,0.61,320.1,101,3,0,3,101,2059.981856,5739.623189,3333.666667,1.02895,101.0,99.019293,0.0,0.0,0.0,104,10000.94855,10001.0,0.0,0.05145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7480,4548,0xc96b41a85c3a3084ee8c0fe527e563c9532fb4cb,0,0.0,0.0,87.93,1,1,0,1,1,1.0,1.0,1.0,0.996956,0.996956,0.996956,0.0,0.0,0.0,2,0.99695578,1.0,0.0,0.00304422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7481,4549,0xc96f380698c35d9f8788b2dbbefcc57c9347c344,0,219.3,7561.24,15561.08,2,2,0,1,2,0.99,1.0,0.995,0.98,1.009,0.9945,0.0,0.0,0.0,4,1.989,1.99,0.0,0.001,1.0,1.99e-07,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,Patientory
7482,4550,0xc976978baa40ae1cccb15105c9e3c025a91b92c1,0,4434.64,6013.03,955324.02,130,63,0,36,72,0.009559,10.1839,3.289908,0.0,10.0,1.686491,0.0,0.0,0.0,193,219.243835,207.2642304,0.0,-11.97960456,123.0,1553269911.0,231237.9145,0.0,25.0,65.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1553031969.0,19913716.8,0.0,41035.5,5138.620322,0.0,0.0,0.0,22.0,40.0,WaykiCoin,Enumivo
7483,4551,0xc97a21fb219b8a8413cd3f367e2f5dfdb7471c65,0,1.47,0.51,6.9,4,2,0,2,4,555.508382,1445.491618,1000.5,0.001078,1495.692813,500.249528,0.0,0.0,0.0,6,2000.998113,2001.0,0.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
