MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
50810B_5,0.58123338,0.805369128,0.295302013,2.322274281,4.149930353,0.173610232,0.141319488,2.052804863,0.189692288,1.577307838,0.804482715,0.278206914,0.267696594,0.210079777,0.888945169,0.661137141,1.684310498,1.357984045,0.324173737,0.70571103,0.41522097,0.331391668,0.133595036,1.356717741,3.00696467,1.292516145,0.206027605,0.219450424,0.682157781,0.116626567,0.446878561,2.081929847,0.286817779,0.427250855,0.309864506,0.689375712,0.578447512,0.329238952,0.517918197,0.392047613,0.261744966,0.417120425,0.145118399,0.227193918,1.231528408,0.165577487,0.803947719,0.294278474,0.587956788,1.929381168,0.081755135,0.15977594,0.181381702,0.116497733,0.15317418,0.14643905,0.235996266,0.123366231,0.245665511,0.136636436,0.528007469,0.279407842,1.763470259,2.159642571,0.164710589,1.018004801,0.851160309,0.198386236,0.129034409,0.108695652,0.116497733,0.124233129,0.401507069,0.096425714,0.146305682,0.13010136,1.476126967,Ts65Dn,Saline,C/S,t-CS-s
50810B_6,0.576347305,0.800773453,0.292914172,2.264595808,4.184381238,0.178143713,0.141217565,2.004366267,0.173153693,1.703218563,0.796656687,0.256861277,0.26497006,0.219560878,0.888847305,0.65755988,1.653443114,1.370384232,0.328842315,0.709830339,0.41991018,0.331462076,0.129615768,1.340194611,3.03006487,1.282185629,0.203842315,0.220309381,0.659181637,0.114271457,0.440743513,2.097055888,0.287300399,0.409056886,0.302145709,0.677769461,0.595558882,0.34256487,0.510479042,0.405813373,0.280439122,0.420284431,0.139845309,0.226802775,1.200104698,0.159795838,0.786480827,0.296950661,0.581206648,1.933974611,0.076102604,0.159141474,0.172817694,0.11241984,0.159992148,0.148606203,0.254089779,0.121253763,0.245713912,0.140361209,0.514461458,0.275487502,1.783732496,2.229223924,0.156131396,1.115691663,0.869585133,0.203441958,0.112027222,0.108101034,0.11241984,0.114971862,0.389870436,0.100117786,0.159664965,0.145138071,1.416633948,Ts65Dn,Saline,C/S,t-CS-s
50810B_7,0.554536521,0.746642647,0.278250901,2.174582378,3.601703243,0.200131019,0.144448084,1.885031117,0.171798231,1.518997707,0.76744186,0.244677367,0.26252866,0.195709139,0.830822142,0.577301015,1.522928267,1.278087127,0.324926302,0.646904684,0.410088438,0.310186702,0.142482804,1.097936456,2.577628562,1.227481166,0.201113659,0.211758926,0.612676056,0.12561415,0.434490665,1.88224697,0.282672781,0.436128398,0.313953488,0.686865378,0.575171962,0.320995742,0.504258107,0.376514903,0.259253194,0.400425811,0.153619391,0.201893026,1.137690865,0.14653094,0.753728011,0.273149388,0.561925172,1.579426735,0.079382088,0.159924993,0.158317707,0.103759264,0.139208858,0.142959193,0.215465667,0.121439414,0.229127601,0.11626038,0.518439146,0.267256005,1.581123315,2.09179391,0.130011608,1.003303866,0.801946602,0.186445218,0.124564693,0.109741941,0.103759264,0.113135101,0.366639879,0.105366551,0.153853023,0.15813912,1.427538173,Ts65Dn,Saline,C/S,t-CS-s
50810B_8,0.554878049,0.748555841,0.271983312,2.144255456,3.671534018,0.183087291,0.145378691,1.851251605,0.166720154,1.582156611,0.748555841,0.269897304,0.257381258,0.204910141,0.812740693,0.5813543,1.498716303,1.2771181,0.331675225,0.63928113,0.439345315,0.309050064,0.135590501,1.098844673,2.523908858,1.197849807,0.20105905,0.227695764,0.577984596,0.122272144,0.419608472,1.869544288,0.28690629,0.435173299,0.335044929,0.676668806,0.576700899,0.324293967,0.495186136,0.371790757,0.262997433,0.407894737,0.167682927,0.204827768,1.078319091,0.1601621,0.766716589,0.278565765,0.549907497,1.620209673,0.078054797,0.155933398,0.167209937,0.113998767,0.143071095,0.138225707,0.205973042,0.126068188,0.226764162,0.113117787,0.525680557,0.275570434,1.597216104,2.104043697,0.142982997,1.031098582,0.837459255,0.195577482,0.125891992,0.105100872,0.113998767,0.133644613,0.359263501,0.109065281,0.171614836,0.167474231,1.456611752,Ts65Dn,Saline,C/S,t-CS-s
50810B_9,0.721025139,0.767548155,0.290728044,2.149200131,3.760855371,0.213026445,0.158341495,1.913973229,0.166829905,1.780933725,0.76330395,0.254978779,0.267548155,0.207313092,0.833006856,0.595168136,1.525954946,1.378387202,0.343617369,0.665850473,0.369572315,0.352758733,0.134508652,1.125693764,2.608880183,1.231472413,0.206496898,0.236532811,0.61165524,0.119817173,0.43813255,1.903362716,0.292850147,0.437642834,0.325497878,0.691642181,0.621612798,0.336924584,0.510120797,0.386712373,0.273261508,0.42360431,0.154587006,0.199496484,1.056515323,0.156176751,0.766733223,0.280145846,0.551176317,1.602569668,0.07300981,0.159562462,0.162774546,0.113551524,0.157478948,0.140724021,0.222154701,0.124924039,0.218248112,0.122666898,0.520444483,0.290823856,1.602482854,2.107474607,0.151315218,1.09801198,0.863269381,0.192204184,0.123708655,0.113638337,0.113551524,0.119454814,0.354371039,0.103828457,0.157305322,0.16624707,1.384408369,Ts65Dn,Saline,C/S,t-CS-s
50810B_10,0.483454851,0.652271453,0.255748738,1.936623668,3.149373715,0.190876799,0.141708731,1.610955319,0.149560666,1.355580482,0.663675453,0.254627033,0.239484016,0.180594504,0.749111984,0.496167508,1.340811367,1.123948402,0.344550383,0.553374463,0.318751168,0.318564218,0.138343616,0.904842027,2.221723687,1.105066368,0.193681062,0.214619555,0.549822397,0.120209385,0.391288091,1.64273696,0.27182651,0.424191438,0.323424939,0.654140961,0.560104692,0.301551692,0.484015704,0.380257992,0.277435035,0.392409796,0.156851748,0.189229193,0.839576455,0.116247296,0.702721166,0.263691222,0.448593875,0.849368097,0.053854036,0.145052943,0.112034612,0.083798247,0.110326768,0.107024935,0.143572811,0.106911078,0.159398839,0.089035637,0.386314471,0.215530001,1.131048617,1.511784128,0.116702721,0.830809518,0.614027098,0.155869293,0.12045998,0.101445975,0.083798247,0.107821929,0.306728908,0.113514744,0.151428897,0.134805875,0.980872139,Ts65Dn,Saline,C/S,t-CS-s
50810B_11,0.471245718,0.631332252,0.247881738,1.87236344,3.117901568,0.173427078,0.138092663,1.555074815,0.163511808,1.411393546,0.627185866,0.235082026,0.23327925,0.190553452,0.726518839,0.492518478,1.318911123,1.087434649,0.325581395,0.570578691,0.371912746,0.29637642,0.126194339,0.904452857,2.132323779,1.063457725,0.185685956,0.182801514,0.522985398,0.112853795,0.394447449,1.6003245,0.274382549,0.42401298,0.340904994,0.645393907,0.553812872,0.314404182,0.47413016,0.367405805,0.260140617,0.39588967,0.16188931,0.19613603,0.890407864,0.145633262,0.712687832,0.262117275,0.414077505,0.966218506,0.060671111,0.155123715,0.117048921,0.092192973,0.117839792,0.1141114,0.140888035,0.111738787,0.146085188,0.085978985,0.403457236,0.227770873,1.191390803,1.512936391,0.130154785,0.897525703,0.634956502,0.173765676,0.13264038,0.113320529,0.092192973,0.136820698,0.284261665,0.101231499,0.172183934,0.139532256,0.974579144,Ts65Dn,Saline,C/S,t-CS-s
50810B_12,0.489420423,0.64949402,0.258141674,1.946642134,3.232014719,0.201839926,0.143146274,1.587672493,0.165041398,1.59300828,0.640478381,0.23275069,0.244894204,0.192272309,0.748850046,0.51149954,1.358049678,1.19374425,0.33799448,0.577920883,0.384728611,0.312235511,0.129898804,0.943146274,2.21324747,1.063845446,0.19374425,0.188592456,0.564305428,0.118307268,0.390616375,1.678564857,0.279484821,0.427782889,0.35124195,0.659981601,0.584912603,0.321987121,0.478012879,0.386936523,0.301379945,0.415087397,0.169273229,0.187143656,0.814533259,0.150922303,0.71000559,0.27333706,0.436892119,1.066182225,0.064728899,0.166685299,0.116489659,0.09077697,0.130128563,0.115036333,0.138177753,0.137730576,0.147792063,0.090329793,0.411291224,0.243376188,1.272666294,1.539519285,0.143991056,0.976634992,0.660816098,0.184572387,0.115930688,0.112241476,0.09077697,0.146562325,0.288764673,0.100279486,0.1529346,0.137730576,0.944997205,Ts65Dn,Saline,C/S,t-CS-s
50810B_13,0.454020221,0.633124699,0.245064998,1.843283582,2.783100626,0.202696196,0.145402022,1.432354357,0.158401541,1.433076553,0.635050554,0.224602792,0.239046702,0.193548387,0.732546943,0.479778527,1.217862301,1.059220029,0.328839673,0.601829562,0.354116514,0.315117959,0.145642754,0.856283101,1.895281656,1.017573423,0.199085219,0.176456428,0.465816081,0.127106403,0.381559942,1.44848339,0.290081849,0.439817044,0.369282619,0.698122292,0.649975927,0.31271064,0.508184882,0.384930188,0.308618199,0.422965816,0.191141069,0.17810219,0.905242203,0.146250829,0.680026543,0.252023889,0.56284008,1.255607167,0.061048441,0.149568679,0.135235567,0.105640345,0.143596549,0.135500995,0.189781022,0.112408759,0.197213006,0.111214333,0.509489051,0.274452555,1.376509622,1.929130723,0.144658261,1.060252157,0.78407432,0.195089582,0.135235567,0.119309887,0.105640345,0.133775713,0.365096218,0.110948905,0.169608494,0.160982084,1.267418713,Ts65Dn,Saline,C/S,t-CS-s
50810B_14,0.451401869,0.631308411,0.245794393,1.810981308,2.760747664,0.198598131,0.145327103,1.402336449,0.173130841,1.478971963,0.622196262,0.221962617,0.234813084,0.203504673,0.728271028,0.469859813,1.225934579,1.067757009,0.339485981,0.571495327,0.369626168,0.310514019,0.143224299,0.847663551,1.855607477,0.995560748,0.195560748,0.194859813,0.461448598,0.123364486,0.390420561,1.420560748,0.278504673,0.450700935,0.36728972,0.689719626,0.649299065,0.334813084,0.506542056,0.382009346,0.317990654,0.429439252,0.189953271,0.180838634,0.934960405,0.152927431,0.684798131,0.25717253,0.532130339,1.226924575,0.066857069,0.15617292,0.145268077,0.104894197,0.159807867,0.143580423,0.186291055,0.120862002,0.201350123,0.116448137,0.515643256,0.304037388,1.388549916,1.944437232,0.1560431,1.058938076,0.787874854,0.22835259,0.153706348,0.120862002,0.104894197,0.133454498,0.348046216,0.11839543,0.188757627,0.178631702,1.227963131,Ts65Dn,Saline,C/S,t-CS-s
50810B_15,0.474926254,0.601089176,0.242114817,1.791014295,2.749262537,0.202859088,0.14545042,1.343998185,0.14545042,1.576582709,0.598139324,0.218969821,0.232584525,0.197186295,0.702064897,0.473791695,1.196278648,1.0773769,0.320853188,0.588382119,0.333787157,0.302473338,0.154299977,0.820058997,1.820058997,0.961198094,0.191059678,0.183571591,0.455184933,0.125709099,0.377808033,1.388245972,0.292489222,0.439981847,0.378261856,0.687996369,0.651236669,0.336056274,0.472884048,0.388019061,0.313818924,0.428863172,0.194690265,0.175084175,0.898083398,0.163558664,0.697358197,0.258352758,0.541310541,1.290727791,0.066692567,0.168997669,0.150997151,0.105542606,0.152551153,0.139342139,0.186091686,0.140766641,0.192437192,0.107485107,0.512432012,0.324138824,1.412328412,1.953768454,0.162134162,1.103600104,0.796037296,0.204480704,0.137399637,0.121989122,0.105542606,0.146464646,0.356772857,0.142838643,0.180523181,0.162393162,1.173659674,Ts65Dn,Saline,C/S,t-CS-s
50810C_1,0.583922694,0.962747707,0.442335971,2.883551572,4.420138646,0.196414817,0.180659618,2.005811918,0.262796723,1.661578321,0.838176598,0.355927456,0.376374203,0.274700651,0.980883692,0.865065472,1.959386598,2.291296128,0.378614943,0.87808977,0.412296058,0.362299559,0.181429872,2.383446537,4.271759681,1.470905399,0.256844759,0.353616694,0.956725719,0.177438555,0.551572019,2.579301169,0.390868987,0.470415237,0.322946572,0.758560325,0.622085288,0.466143827,0.578530915,0.397451159,0.295427491,0.486380506,0.196414817,0.28056842,1.323041602,0.196928314,2.183707398,0.38502949,0.627162253,2.196928314,0.123975775,0.15299054,0.200490836,0.123975775,0.176305269,0.170605233,0.266239164,0.124015358,0.191188695,0.148675929,0.507619839,0.341527135,1.799113328,2.354550133,0.178324031,1.229307683,0.985749911,0.22673475,0.122669517,0.106004829,0.123975775,0.11142778,0.595693306,0.097652694,0.133911254,0.124846614,1.879705498,Ts65Dn,Saline,C/S,t-CS-s
50810C_2,0.600599743,1.047693845,0.441596459,2.923104384,4.507068399,0.199771526,0.184206769,2.040696844,0.263601314,2.02606026,0.861059546,0.362130515,0.389761531,0.287519634,1.019063259,0.894116807,2.008067971,2.36477224,0.395973154,0.872340426,0.417678138,0.360702556,0.187276881,2.522347565,4.447950878,1.500285592,0.261387977,0.355918892,0.979508782,0.181422248,0.57289733,2.761173783,0.408753391,0.467585321,0.329287448,0.801228045,0.64472369,0.462801656,0.588961873,0.41303727,0.306368699,0.508282165,0.197558189,0.268731575,1.290784486,0.184348559,2.044909836,0.371645163,0.590336537,2.230483556,0.121980168,0.145028523,0.188024044,0.126880815,0.16765573,0.166813431,0.26536238,0.121176155,0.201807114,0.14039588,0.518051993,0.322983269,1.660400475,2.295072553,0.172020368,1.154868104,0.93399441,0.20889008,0.122669321,0.102339293,0.126880815,0.109498832,0.590030246,0.094758605,0.123626479,0.121865309,1.806883878,Ts65Dn,Saline,C/S,t-CS-s
50810C_3,0.577069887,0.980428899,0.464848359,2.995766535,4.380387258,0.201540704,0.186203068,1.973905198,0.249774447,1.664098827,0.806856826,0.355541675,0.37532098,0.276424457,0.982927337,0.907696579,2.019154695,2.350544798,0.388645985,0.84093275,0.413560969,0.358178916,0.180165175,2.433062669,4.316746478,1.42334652,0.259629398,0.344853911,0.959816781,0.18509265,0.555069748,2.661183982,0.402109792,0.462558123,0.357484905,0.780484419,0.617877715,0.44999653,0.569366368,0.399264349,0.293635922,0.500381706,0.198556458,0.260688413,1.245561353,0.177395743,2.015239668,0.371457528,0.56011411,2.208212905,0.116624751,0.136631508,0.186216734,0.11673736,0.160804775,0.171990541,0.244585413,0.11343418,0.200968432,0.13389137,0.48661837,0.327840547,1.65609399,2.193198454,0.156187831,1.06486243,0.871814121,0.201118577,0.119102136,0.095942345,0.11673736,0.107691153,0.603543411,0.094816261,0.13021283,0.118989527,1.726962201,Ts65Dn,Saline,C/S,t-CS-s
50810C_4,0.52425161,0.893899204,0.373247442,2.557313376,4.331849185,0.209738537,0.165782493,2.417298219,0.228021978,1.595869648,0.664929898,0.344732853,0.35193255,0.267430845,0.817639257,0.731242895,1.748484274,2.3157446,0.432455476,0.755778704,0.396551724,0.342175066,0.163603638,1.741663509,3.803050398,1.426487306,0.243179235,0.313660477,0.877794619,0.161424782,0.519041304,2.54215612,0.351837817,0.426108374,0.313849943,0.719685487,0.600227359,0.393330807,0.528798787,0.384331186,0.276619932,0.442307692,0.200833649,0.263608087,1.192534992,0.177449456,2.234059098,0.375894246,0.524261275,1.884499741,0.110782789,0.145152929,0.190150337,0.117988595,0.171435977,0.158579575,0.232918611,0.114930016,0.202125454,0.130637636,0.491861068,0.317833074,1.665785381,2.32809746,0.155209953,1.27029549,0.949507517,0.202436496,0.125764645,0.094401244,0.117988595,0.109175739,0.555158113,0.093623639,0.139865215,0.125868326,1.899170555,Ts65Dn,Saline,C/S,t-CS-s
50810C_5,0.509837631,0.900191022,0.381948424,2.662082139,4.28061127,0.213467049,0.169531996,2.395797517,0.221680993,2.320439351,0.669054441,0.34660936,0.353963706,0.26991404,0.878892073,0.739732569,1.805635148,2.338490926,0.424928367,0.767526266,0.400859599,0.346704871,0.165902579,1.708978032,3.763896848,1.461891117,0.244603629,0.317000955,0.87765043,0.175549188,0.506303725,2.486914995,0.364374403,0.434670487,0.300191022,0.739446036,0.596179561,0.385768863,0.535816619,0.382043935,0.278892073,0.445272206,0.208022923,0.250581689,1.110015175,0.170864947,2.131562974,0.360040465,0.5251391,1.905361659,0.106474456,0.144107233,0.188416793,0.116186141,0.165098634,0.157612544,0.234243804,0.114820435,0.193626707,0.12245827,0.50419828,0.300556399,1.605715731,2.297774406,0.144410723,1.193576125,0.900455235,0.197976732,0.123419322,0.095649975,0.116186141,0.106221548,0.560343955,0.090996459,0.129185635,0.140212443,1.803945372,Ts65Dn,Saline,C/S,t-CS-s
50810C_6,0.507273405,0.880082059,0.374207385,2.533196568,1.991141365,0.209716524,0.164304364,2.330380455,0.217456173,1.415703096,0.642577396,0.340171578,0.339332339,0.269955241,0.874393883,0.741048116,1.797836628,2.282637076,0.424654979,0.744311824,0.382786274,0.340358075,0.158895934,1.670925028,3.77769489,1.388194703,0.245710556,0.316299888,0.859101082,0.159455427,0.511003357,2.488343902,0.35154793,0.427638941,0.293174189,0.711208504,0.571708318,0.384091757,0.516505035,0.384464752,0.277415144,0.441160015,0.201883626,0.23659244,1.103819496,0.167772698,2.080027528,0.353733471,0.49304429,1.982745908,0.103622868,0.133510298,0.178636386,0.109374232,0.160841567,0.147126776,0.228088286,0.106768913,0.184191122,0.121122745,0.493388389,0.295580789,1.585361058,2.17259008,0.125989284,1.137000442,0.84712186,0.188320307,0.120926117,0.093938947,0.109374232,0.103966967,0.545445608,0.089957233,0.122892395,0.125055302,1.814629111,Ts65Dn,Saline,C/S,t-CS-s
50810C_7,0.452180028,0.793248945,0.33790436,2.45241444,4.013478669,0.211204876,0.163033286,2.244842944,0.206868261,1.405766526,0.574425692,0.325949367,0.328059072,0.283989686,0.793483357,0.640646976,1.626582278,2.196788561,0.429207689,0.695733708,0.353375527,0.339545241,0.163853727,1.384317862,3.405532114,1.360525082,0.249882794,0.308720113,0.81633849,0.160454759,0.490857947,2.295593061,0.35302391,0.399437412,0.289498359,0.6895218,0.582395687,0.351851852,0.494139709,0.380215659,0.262423816,0.399320206,0.228199719,0.23280856,1.082259933,0.175628706,2.198800518,0.35350644,0.481087712,1.687998364,0.10243304,0.141484359,0.194915832,0.108566755,0.163293123,0.14693655,0.217065358,0.113201118,0.200708785,0.121652014,0.460505691,0.293191576,1.486267294,2.286376337,0.146050569,1.298098548,0.947318204,0.198664213,0.1269679,0.092891706,0.108566755,0.11183807,0.507053772,0.09473182,0.124923329,0.131602263,1.887071492,Ts65Dn,Saline,C/S,t-CS-s
50810C_8,0.470532093,0.819374851,0.341565259,2.437842997,3.868289191,0.20949654,0.165115724,2.31567645,0.205559532,1.386423288,0.58577905,0.333333333,0.331543784,0.257217848,0.783703173,0.669887855,1.677284658,2.164757814,0.438081603,0.708780721,0.359580052,0.335719399,0.156406586,1.40181341,3.476735863,1.436411358,0.24123121,0.296826533,0.825220711,0.161178716,0.488188976,2.419470293,0.358267717,0.416129802,0.32808399,0.684204247,0.576712002,0.356716774,0.492125984,0.364829396,0.266881413,0.403602959,0.244333095,0.228023084,1.04234331,0.168702188,2.156958797,0.363239834,0.479600054,1.748959871,0.10501946,0.140518051,0.1860153,0.109649711,0.157361428,0.141793048,0.204133673,0.119044424,0.193463965,0.118776003,0.497047376,0.282109784,1.506710509,2.264595356,0.154274594,1.259294054,0.912159442,0.202456046,0.136625956,0.100254999,0.109649711,0.113474701,0.554556435,0.103073413,0.128841766,0.151993021,1.898000268,Ts65Dn,Saline,C/S,t-CS-s
50810C_9,0.466737816,0.822957429,0.342226965,2.498280564,4.132811574,0.212735681,0.166014467,2.295505751,0.198861615,1.298826041,0.574172892,0.333451915,0.336535041,0.26313293,0.78465552,0.68303095,1.689671529,2.194711253,0.440649828,0.704494249,0.374599787,0.334993478,0.155697854,1.386457963,3.413731768,1.443258627,0.241906795,0.290525317,0.82438041,0.161034033,0.495078857,2.381003202,0.343294201,0.410292897,0.306415273,0.677220443,0.5572157,0.36072572,0.497687656,0.369145025,0.26716471,0.416814894,0.220799241,0.219037532,1.037068908,0.154497915,2.123717482,0.357053022,0.469120275,1.768716489,0.097504468,0.142847687,0.181836235,0.105911167,0.155027471,0.141987158,0.205533858,0.110015225,0.189051433,0.111140531,0.459455881,0.275700007,1.508108824,2.18812471,0.125769511,1.15959489,0.877010657,0.183424902,0.129542596,0.097570663,0.105911167,0.106970279,0.544449593,0.093268021,0.127424373,0.150195274,1.846892169,Ts65Dn,Saline,C/S,t-CS-s
50810C_10,0.428082724,0.749028145,0.312548593,2.28487016,3.634737988,0.217384544,0.162805162,2.066552636,0.200124397,1.239776085,0.531488104,0.323122376,0.316125019,0.255481263,0.759912922,0.575493702,1.568651843,2.201523869,0.448919297,0.625719173,0.367905458,0.344580936,0.15658529,1.152386876,3.008863318,1.39807184,0.244129995,0.275229358,0.790856787,0.166692583,0.444254393,2.115067641,0.319545949,0.395428394,0.284714663,0.656196548,0.571295288,0.325454828,0.477997201,0.349090344,0.286114135,0.403203234,0.271652931,0.212015137,0.993377483,0.161210974,2.022421949,0.344181646,0.489403974,1.52526017,0.100756859,0.14295175,0.191296121,0.1,0.162346263,0.134437086,0.187322611,0.126773888,0.201986755,0.103500473,0.449290445,0.292809839,1.428571429,2.308609272,0.142194891,1.404541154,0.961684011,0.207473983,0.147587512,0.100473037,0.1,0.112298959,0.524124882,0.103784295,0.140586566,0.15525071,1.919583728,Ts65Dn,Saline,C/S,t-CS-s
50810C_11,0.441585424,0.761387246,0.301582228,2.342336583,3.844334346,0.225986895,0.171328113,2.140163017,0.203771776,1.260508231,0.547227106,0.334984817,0.326514304,0.260188589,0.785360396,0.597091258,1.566405626,2.180757552,0.460444302,0.647434873,0.377976666,0.352724948,0.181876299,1.164136167,3.176602206,1.478983538,0.245644878,0.29391082,0.799584465,0.169729903,0.459964839,2.203452134,0.322838421,0.399232859,0.298545629,0.643439348,0.567844015,0.351126738,0.485536199,0.354482979,0.266901071,0.413456928,0.262266262,0.213866915,0.938483015,0.169194974,2.053606329,0.348255002,0.477431363,1.517170777,0.099953467,0.151140065,0.191903211,0.107119591,0.155793392,0.132340624,0.191530945,0.123685435,0.189948813,0.107584923,0.458445789,0.295951605,1.48720335,2.30255933,0.166775244,1.27780363,0.946579805,0.216565845,0.135318753,0.108329456,0.107119591,0.109539321,0.529641694,0.115588646,0.13727315,0.158585389,1.905909725,Ts65Dn,Saline,C/S,t-CS-s
50810C_12,0.413541825,0.734173372,0.30803097,2.244724457,3.817822985,0.216031577,0.165325641,2.045240625,0.19250038,1.186124184,0.508425687,0.344466373,0.309700926,0.244269015,0.754364658,0.600121451,1.49582511,2.014422347,0.446181873,0.637923182,0.359799605,0.335205708,0.153787764,1.127220282,2.939729771,1.387885228,0.241839988,0.265826628,0.769242447,0.166691969,0.453772582,2.104448155,0.325793229,0.382268104,0.273569151,0.615454683,0.543191134,0.327463185,0.472445726,0.344466373,0.25064521,0.399726734,0.250797024,0.201793722,0.893183857,0.154170404,1.926367713,0.34735426,0.442152466,1.540269058,0.094618834,0.141793722,0.176860987,0.105829596,0.147982063,0.126367713,0.179730942,0.112197309,0.18690583,0.102331839,0.451928251,0.266098655,1.455964126,2.207892377,0.125112108,1.242959641,0.898295964,0.192107623,0.136950673,0.107533632,0.105829596,0.107713004,0.51838565,0.11058296,0.140986547,0.148699552,1.762780269,Ts65Dn,Saline,C/S,t-CS-s
50810C_13,0.408263901,0.694099643,0.294337698,2.139091991,3.393300459,0.222411155,0.161197075,1.778949158,0.205407244,1.317122938,0.535283115,0.301649379,0.310491413,0.237204557,0.70991328,0.5495664,1.418636286,2.379017174,0.407243666,0.625233804,0.349090291,0.330896106,0.162047271,1.072266621,2.745961571,1.32052372,0.228532562,0.257779289,0.718075157,0.176160517,0.41982656,1.890494814,0.316102704,0.371875531,0.280734569,0.637306581,0.573031797,0.3091311,0.458765516,0.343649039,0.248937256,0.370345179,0.218840333,0.197183099,0.896478873,0.173591549,2.014671362,0.321478873,0.475586854,1.373239437,0.094014085,0.148826291,0.18157277,0.095892019,0.153873239,0.121478873,0.179577465,0.11314554,0.186150235,0.100938967,0.430868545,0.274413146,1.345539906,2.211384977,0.159624413,1.245657277,0.983215962,0.206220657,0.141197183,0.125352113,0.095892019,0.119953052,0.48685446,0.107511737,0.151173709,0.183215962,1.805516432,Ts65Dn,Saline,C/S,t-CS-s
50810C_14,0.423482621,0.734912675,0.285146118,2.180356216,3.261801833,0.20888812,0.166868407,1.855438354,0.190731454,1.321978212,0.538128999,0.310219609,0.32145945,0.264914404,0.72799585,0.584125886,1.447518589,2.369877226,0.424174304,0.671104963,0.371433512,0.342209926,0.158395297,1.083693585,2.834169116,1.338751513,0.236036659,0.271312468,0.735777278,0.161162027,0.417257479,1.962130382,0.303994467,0.386996369,0.27736469,0.632716583,0.573577728,0.328030434,0.451149922,0.333736815,0.248486944,0.381289988,0.249351548,0.191509106,0.910219232,0.172949774,2.017631365,0.331632061,0.465723234,1.368750725,0.096508526,0.146618722,0.176777636,0.102308317,0.152534509,0.12028767,0.17666164,0.117851757,0.181997448,0.105440204,0.451455748,0.279665932,1.342651665,2.172021807,0.162162162,1.251014963,0.951629741,0.196032943,0.151606542,0.119359703,0.102308317,0.110196033,0.478714766,0.121331632,0.150794571,0.181649461,1.783783784,Ts65Dn,Saline,C/S,t-CS-s
50810C_15,0.456493863,0.769188496,0.309030958,2.316541491,3.5574281,0.245466203,0.175490016,1.927825609,0.216523173,1.410331563,0.588752519,0.337424437,0.332478476,0.266165964,0.786957318,0.625206082,1.535629236,2.534163766,0.447884228,0.724674849,0.388532698,0.378274409,0.162117604,1.16339989,3.035354461,1.485253709,0.258838615,0.297490383,0.797032424,0.177321854,0.460707089,2.091042315,0.325883862,0.402637846,0.328631618,0.670452464,0.625022898,0.336874886,0.498626122,0.348965012,0.268364169,0.40776699,0.241252977,0.188425609,0.847459558,0.157439052,1.966621098,0.331396674,0.459899749,1.421280474,0.083845979,0.13966735,0.174185464,0.104807473,0.143426749,0.118478013,0.164957849,0.107769424,0.183299157,0.102415129,0.419571656,0.263955343,1.364092048,2.10936432,0.126566416,1.228639781,0.895420369,0.183982684,0.146844384,0.11916154,0.104807473,0.105832764,0.493506494,0.103326498,0.146844384,0.166894509,1.778195489,Ts65Dn,Saline,C/S,t-CS-s
50810E_1,0.573991828,0.93311423,0.376709895,2.629863208,4.490939776,0.203855036,0.161662818,2.952034109,0.24054006,1.630484988,0.715047078,0.311156511,0.335672411,0.271629064,0.864718422,0.725528513,1.806448748,2.081097886,0.409664239,0.749422633,0.419257417,0.314620714,0.159086872,1.815420146,3.604992006,1.460561379,0.246224907,0.318706697,0.853082253,0.151714336,0.546278202,2.598330076,0.346953278,0.417925031,0.314176586,0.737964114,0.562977438,0.370136792,0.528424232,0.362497779,0.264523006,0.437644342,0.214336472,0.262144769,1.230423145,0.196366536,2.369041517,0.368699812,0.686998121,1.998519278,0.351728458,0.158152514,0.219887237,0.118685574,0.179793838,0.155646677,0.276667236,0.127399055,0.231106555,0.133208041,0.503901133,0.340224386,1.644626687,2.462554815,0.156216185,1.376217324,0.991571274,0.23543482,0.143516146,0.112022325,0.118685574,0.119425935,0.601742696,0.192038271,0.145053819,0.177117148,1.788826243,Ts65Dn,Saline,C/S,t-CS-s
