FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2019,11,DEPT OF EDUCATION,Office of the Secretary,UPS*000021X956,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
2019,11,DEPT OF EDUCATION,Office of the Secretary,SQ *CHEF SANDWICH,Eating Places Restaurants,5/3/2019,7.64
2019,11,DEPT OF EDUCATION,Office of the Secretary,WASHINGTON PLAZA HOTEL,Lodging,5/2/2019,70.8
2019,11,DEPT OF EDUCATION,Office of the Secretary,THE MARINER,Eating Places Restaurants,5/16/2019,50.97
2019,11,DEPT OF EDUCATION,Office of the Secretary,THE MARINER,Eating Places Restaurants,5/16/2019,32.02
2019,11,DEPT OF EDUCATION,Office of the Secretary,HYATT REG NEW ORLNS F And B,Eating Places Restaurants,5/1/2019,18.98
2019,11,DEPT OF EDUCATION,Office of the Secretary,UBER TRIP,Travel,4/30/2019,2
2019,11,DEPT OF EDUCATION,Office of the Secretary,MCDONALD'S F31413,Fast Food Restaurants,4/30/2019,8.05
2019,11,DEPT OF EDUCATION,Office of the Secretary,PANERA BREAD #601662 P,Fast Food Restaurants,5/17/2019,10.08
2019,11,DEPT OF EDUCATION,Office of the Secretary,AMERICAN AIR0010289913808,Airline,5/11/2019,30
2019,11,DEPT OF EDUCATION,Office of the Secretary,TGI FRIDAYS #1887,Eating Places Restaurants,5/14/2019,690.84
2019,11,DEPT OF EDUCATION,Academic Support,ORGANIZATIONAL SERVICE,Business Services-Not Elsewhere Classified,5/15/2019,625
2019,11,DEPT OF EDUCATION,Academic Support,HILTON HOTEL CRYSTAL CIT,Lodging,5/1/2019,257.08
2019,11,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0017323166885,Airline,5/23/2019,203.3
2019,11,DEPT OF EDUCATION,Academic Support,DOVER TENTS AND EVENTS,Recreation Services Not Elsewhere Classified,5/9/2019,297.32
2019,11,DEPT OF EDUCATION,Academic Support,HILTON HOTEL CRYSTAL CIT,Lodging,5/1/2019,13
2019,11,DEPT OF EDUCATION,Academic Support,UNITED 0167323160029,Airline,5/23/2019,203.3
2019,11,DEPT OF EDUCATION,Academic Support,SOUTHWES 5262476142418,Airline,5/15/2019,235.96
2019,11,DEPT OF EDUCATION,Academic Support,NCCEP,Business Services-Not Elsewhere Classified,5/20/2019,1100
2019,11,DEPT OF EDUCATION,Academic Support,EXPEDIA 7437138298027,Travel,5/23/2019,3.52
2019,11,DEPT OF EDUCATION,Academic Support,AMERICAN AIR0012355984782,Airline,5/22/2019,654.6
2019,11,DEPT OF EDUCATION,Student Support,SOUTHWES 5262476774892,Airline,5/17/2019,405.96
2019,11,DEPT OF EDUCATION,Student Support,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,5/17/2019,873
2019,11,DEPT OF EDUCATION,Student Support,ADACDR WEBSITE,Organizations Membership-Not Elsewhere Classified,5/24/2019,264
2019,11,DEPT OF EDUCATION,Student Support,ALS SPORTING GOODS,Sporting Goods Stores,5/23/2019,60
2019,11,DEPT OF EDUCATION,Student Support,SPNSH SLTNS,Professional Services-Not Elsewhere Classified,5/23/2019,15.13
2019,11,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,5/7/2019,48.25
2019,11,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,5/23/2019,27.4
2019,11,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,5/14/2019,6.85
2019,11,DEPT OF EDUCATION,Educator Support,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,5/9/2019,263.66
2019,11,DEPT OF EDUCATION,Educator Support,STAPLS0174493435000001,Stationery-Office Supplies-Printing Writing Pap,5/15/2019,45.23
2019,11,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,5/21/2019,6.85
2019,11,DEPT OF EDUCATION,Educator Support,STAPLS0174493259000001,Stationery-Office Supplies-Printing Writing Pap,5/2/2019,64.39
2019,11,DEPT OF EDUCATION,Operations Support,STAPLS0174509650000001,Stationery-Office Supplies-Printing Writing Pap,5/2/2019,125.35
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/25/2019,7395.8
2019,11,DEPT OF EDUCATION,Operations Support,JETBRAINS AMERICAS INC,Applications - Excludes Games,5/15/2019,895
2019,11,DEPT OF EDUCATION,Operations Support,UNITED 0167357803866,Airline,5/6/2019,313.6
2019,11,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,5/1/2019,144.72
2019,11,DEPT OF EDUCATION,Operations Support,SWA*EARLYBRD5269839183796,Airline,5/15/2019,20
2019,11,DEPT OF EDUCATION,Operations Support,SWA*EARLYBRD5269839183797,Airline,5/15/2019,20
2019,11,DEPT OF EDUCATION,Operations Support,TRID1054013,Computer Software Stores,5/26/2019,12
2019,11,DEPT OF EDUCATION,Operations Support,UNITED 0167398297090,Airline,4/29/2019,585.99
2019,11,DEPT OF EDUCATION,Operations Support,USPS PO 0944000963,Postal Services-Government Only,5/3/2019,15.2
2019,11,DEPT OF EDUCATION,Operations Support,USPS PO 0944000963,Postal Services-Government Only,5/14/2019,15.2
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/15/2019,15.67
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/15/2019,7765.59
2019,11,DEPT OF EDUCATION,Operations Support,STAPLS0174714308000001,Stationery-Office Supplies-Printing Writing Pap,5/10/2019,522.14
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/16/2019,199.47
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/15/2019,2218.74
2019,11,DEPT OF EDUCATION,Operations Support,ARCANA DEVELOPMENT LLC,Consulting Management And Public Relations Svcs,5/22/2019,137
2019,11,DEPT OF EDUCATION,Operations Support,INTERNATIONAL TRANSACTION,Internal Transaction,5/20/2019,0.45
2019,11,DEPT OF EDUCATION,Operations Support,STAPLS0174982090000002,Stationery-Office Supplies-Printing Writing Pap,5/22/2019,24.72
2019,11,DEPT OF EDUCATION,Operations Support,FRAUD CREDIT,Book Stores,5/25/2019,-90.98
2019,11,DEPT OF EDUCATION,Operations Support,EASTERN SHORE COFFEE And WA,Business Services-Not Elsewhere Classified,5/7/2019,384
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/15/2019,890.63
2019,11,DEPT OF EDUCATION,Operations Support,STAPLS0174982090000001,Stationery-Office Supplies-Printing Writing Pap,5/22/2019,1172.87
2019,11,DEPT OF EDUCATION,Operations Support,HCGI,Computers Computer Peripheral Equipment Software,5/21/2019,1104
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/15/2019,4421.81
2019,11,DEPT OF EDUCATION,Operations Support,NASDTEC,Organizations Membership-Not Elsewhere Classified,5/20/2019,485
2019,11,DEPT OF EDUCATION,Operations Support,WP ENGINE,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,5/22/2019,8280
2019,11,DEPT OF EDUCATION,Operations Support,SCREENCLOUD,Comp Programing Data Prcsng Intgrtd Sys Dsgn Srvs,5/20/2019,30
2019,11,DEPT OF EDUCATION,Operations Support,HCGI,Computers Computer Peripheral Equipment Software,5/20/2019,118
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/21/2019,244.17
2019,11,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,5/23/2019,289.44
2019,11,DEPT OF EDUCATION,Operations Support,STK*SHUTTERSTOCK,Commercial Art Graphics Photography,5/9/2019,35
2019,11,DEPT OF EDUCATION,Operations Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,5/15/2019,5026.01
2019,11,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,5/7/2019,144.72
2019,11,DEPT OF EDUCATION,Operations Support,WB MASON,Stationery-Office Supplies-Printing Writing Pap,5/21/2019,192.96
2019,11,DEPT OF EDUCATION,Operations Support,DIRECTORY WIZARDS INC,Computer Software Stores,5/9/2019,2146.75
2019,11,DEPT OF EDUCATION,Office of Early Learning,SQ *BOUBACAR WANE T,Other Services Not Elsewhere Classified,4/30/2019,29.9
2019,11,DEPT OF EDUCATION,Office of Early Learning,THE RK CULINARY GROUP LLC,Eating Places Restaurants,5/1/2019,10
2019,11,DEPT OF EDUCATION,Office of Early Learning,LUCIANO RIVERCENTER,Fast Food Restaurants,5/1/2019,9.73
2019,11,DEPT OF EDUCATION,Office of Early Learning,SQ *DIPLOMAT-CAB214SAT,Travel,5/2/2019,26
2019,11,DEPT OF EDUCATION,Office of Early Learning,CHARLEYS PHILLY STEAKS 20,Eating Places Restaurants,5/1/2019,5.43
2019,11,DEPT OF EDUCATION,Office of Early Learning,EMBASSY SUITE OHARE,Lodging,5/3/2019,5.97
2019,11,DEPT OF EDUCATION,Office of Early Learning,DELTA AIR 0067356806704,Airline,5/2/2019,315.2
2019,11,DEPT OF EDUCATION,Office of Early Learning,AMERICAN AIR0017356806702,Airline,5/2/2019,394.99
2019,11,DEPT OF EDUCATION,Office of Early Learning,THE REPUBLIC OF TEXAS RES,Eating Places Restaurants,5/2/2019,11.92
2019,11,DEPT OF EDUCATION,Office of Early Learning,LA QUINTA INNS 0501,Lodging,5/2/2019,434.24
2019,11,DEPT OF EDUCATION,Office of Early Learning,TOWER AMERICAS REST,Eating Places Restaurants,5/1/2019,24.9
2019,11,DEPT OF EDUCATION,Office of Early Learning,LA QUINTA FBINN90501,Lodging,4/30/2019,21.11
2019,11,DEPT OF EDUCATION,Office of Early Learning,RUTH'S CHRIS STEAK HOUSE,Eating Places Restaurants,5/1/2019,41.04
2019,11,DEPT OF EDUCATION,Office of Early Learning,CHICKIE S And PETE S TERM C,Eating Places Restaurants,4/30/2019,8.64
2019,11,DEPT OF EDUCATION,Office of Early Learning,CHICKIE S And PETE S TERM C,Eating Places Restaurants,4/30/2019,20.48
2019,11,DEPT OF EDUCATION,Office of Early Learning,MCDONALD'S F26777,Fast Food Restaurants,5/3/2019,11.8
2019,11,DEPT OF EDUCATION,Office of Early Learning,PPA PHL AIRPORT,Automobile Parking Lots And Garages,5/3/2019,44
2019,11,DEPT OF EDUCATION,Office of Early Learning,THE REPUBLIC OF TEXAS RES,Eating Places Restaurants,5/2/2019,13.94
2019,11,DEPT OF EDUCATION,Office of Early Learning,LA QUINTA INNS 0501,Lodging,5/2/2019,434.24
2019,11,DEPT OF EDUCATION,Office of Early Learning,THE REPUBLIC OF TEXAS RES,Eating Places Restaurants,5/2/2019,15.56
2019,11,DEPT OF EDUCATION,Office of Early Learning,N A E Y C CONFERENCE,Organizations Charitable And Social Services,5/2/2019,560
2019,11,DEPT OF EDUCATION,Office of Early Learning,SQ *MARTIN SANCHEZ,Travel,4/30/2019,25.84
2019,11,DEPT OF EDUCATION,Office of Early Learning,TST* BOZZELLI S ITALIAN D,Eating Places Restaurants,5/7/2019,12.1
2019,11,DEPT OF EDUCATION,Office of Early Learning,TRAVELOCITY*7431559959,Travel,5/2/2019,6.14
2019,11,DEPT OF EDUCATION,Office of Early Learning,SAN ANTONIO ARLINGTON,Eating Places Restaurants,5/9/2019,14.49
2019,11,DEPT OF EDUCATION,Office of Early Learning,1053 M And S CRYSTAL CITY,Eating Places Restaurants,5/7/2019,16.88
2019,11,DEPT OF EDUCATION,Office of Early Learning,LEBANESE TAVERNA,Eating Places Restaurants,5/8/2019,29
2019,11,DEPT OF EDUCATION,Office of Early Learning,LEGAL SEA FOODS #204,Eating Places Restaurants,5/7/2019,32.85
2019,11,DEPT OF EDUCATION,Office of Early Learning,RESIDENCE INNS ARLINGT,Lodging,5/10/2019,852.78
2019,11,DEPT OF EDUCATION,Office of Early Learning,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,5/17/2019,40.01
2019,11,DEPT OF EDUCATION,Office of Early Learning,LA QUINTA INNS 0501,Lodging,5/2/2019,434.24
2019,11,DEPT OF EDUCATION,Office of Early Learning,LOW COUNTRY - 65,Fast Food Restaurants,5/1/2019,15
2019,11,DEPT OF EDUCATION,Office of Early Learning,RESIDENCE INNS ARLINGT,Lodging,5/10/2019,111
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,154.45
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,36.34
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,12.72
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,12.72
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,12.72
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,23.26
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,35.89
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,4.36
2019,11,DEPT OF EDUCATION,Other Items,CHINA VISA SERVICE CENTER,Other Services Not Elsewhere Classified,5/13/2019,129.58
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X956NT90453576,Courier Svc-Air Ground Freight Forwarders,5/17/2019,6.28
2019,11,DEPT OF EDUCATION,Other Items,INTAC INC,Direct Marketing-Other Direct Marketers-Not Elsew,5/8/2019,606.48
2019,11,DEPT OF EDUCATION,Other Items,FRONTERA GRILL B11 ORD,Eating Places Restaurants,5/11/2019,13.94
2019,11,DEPT OF EDUCATION,Other Items,SHERATON SD MARINA DINE,Eating Places Restaurants,5/9/2019,10.35
2019,11,DEPT OF EDUCATION,Other Items,TAXI SVC SAN DIEGO,Travel,5/11/2019,7.8
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,0.82
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560490221655,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
2019,11,DEPT OF EDUCATION,Other Items,JADE GARDEN RESTAURANT,Fast Food Restaurants,5/4/2019,340
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154556,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382051,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560493973614,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560490493675,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
2019,11,DEPT OF EDUCATION,Other Items,WORLDWIDE INSURANCE SERVI,Other Services Not Elsewhere Classified,5/23/2019,1635.6
2019,11,DEPT OF EDUCATION,Other Items,AMAZON.COM*MN91S9KK1,Book Stores,5/23/2019,83.37
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9566693321587,Courier Svc-Air Ground Freight Forwarders,5/26/2019,32.53
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560492873626,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560492553669,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560492097644,Courier Svc-Air Ground Freight Forwarders,5/26/2019,28.06
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560491781638,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560490597590,Courier Svc-Air Ground Freight Forwarders,5/26/2019,70.96
2019,11,DEPT OF EDUCATION,Other Items,UPS*ADJ00159559992191,Courier Svc-Air Ground Freight Forwarders,5/26/2019,18.2
2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X956NT96206671,Courier Svc-Air Ground Freight Forwarders,5/22/2019,6.28
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,1244.75
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174286,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,INTAC INC,Direct Marketing-Other Direct Marketers-Not Elsew,5/8/2019,30.32
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174341,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062371044383,Airline,5/13/2019,2585.83
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382047,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382045,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174290,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174292,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174296,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174294,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174284,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154564,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154568,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154566,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154562,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154558,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154560,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134601,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,SHERATON SAN DIEGO MARINA,Lodging,5/12/2019,709.98
2019,11,DEPT OF EDUCATION,Other Items,PAPANANIS DELI,Fast Food Restaurants,5/10/2019,25.75
2019,11,DEPT OF EDUCATION,Other Items,SAN CAMDEN T2W,Eating Places Restaurants,5/11/2019,23.12
2019,11,DEPT OF EDUCATION,Other Items,GOOD 2 GO III D,Eating Places Restaurants,5/8/2019,22.54
2019,11,DEPT OF EDUCATION,Other Items,SHERATON SD MARINA DINE,Eating Places Restaurants,5/8/2019,22
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134595,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134591,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134589,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134599,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134597,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,EXCHNG VISITOR PROG,Government Services-Not Elsewhere Classified,5/3/2019,3982
2019,11,DEPT OF EDUCATION,Other Items,CHINA VISA SERVICE CENTER,Other Services Not Elsewhere Classified,5/13/2019,454.94
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382049,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174343,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174353,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174349,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174351,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174347,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174288,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382043,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382037,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382041,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382035,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382039,Airline,4/30/2019,1538.03
2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174345,Airline,4/30/2019,1708.03
2019,11,DEPT OF EDUCATION,Other Items,CHINA VISA SERVICE CENTER,Other Services Not Elsewhere Classified,5/7/2019,8045.06
2019,11,DEPT OF EDUCATION,Other Items,BARGAINTEESCOM,Mens And Womens Clothing Stores,5/3/2019,681.6
2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174923702000001,Stationery-Office Supplies-Printing Writing Pap,5/18/2019,790.02
2019,11,DEPT OF EDUCATION,Education Block Grants,ASCA,Organizations Membership-Not Elsewhere Classified,5/21/2019,129
2019,11,DEPT OF EDUCATION,Education Block Grants,OFFICEMAX/OFFICEDEPT#6871,Direct Marketing-Combination Catalog-Retail Merch,5/9/2019,-6.84
2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174991115000001,Stationery-Office Supplies-Printing Writing Pap,5/22/2019,88.19
2019,11,DEPT OF EDUCATION,Education Block Grants,LAKESHORE LEARNING MATER,Schools Educational Svc-Not Elsewhere Classified,5/21/2019,48.73
2019,11,DEPT OF EDUCATION,Education Block Grants,WPY*KIND TO KIDS FOUNDATI,Business Services-Not Elsewhere Classified,5/21/2019,40
2019,11,DEPT OF EDUCATION,Education Block Grants,SKETCH FOR SCHOOLS,Stationery-Office Supplies-Printing Writing Pap,5/24/2019,347.18
2019,11,DEPT OF EDUCATION,Education Block Grants,AMZN MKTP US*MN7PS1M42,Book Stores,5/20/2019,36.97
2019,11,DEPT OF EDUCATION,Education Block Grants,UPS*000021X956,Courier Svc-Air Ground Freight Forwarders,5/26/2019,5.17
2019,11,DEPT OF EDUCATION,Education Block Grants,AMZN MKTP US*MN9N43KT1,Book Stores,5/23/2019,1105.5
2019,11,DEPT OF EDUCATION,Education Block Grants,SQ *DELAWARE LITERA,Professional Services-Not Elsewhere Classified,5/22/2019,45
2019,11,DEPT OF EDUCATION,Education Block Grants,BARNES And NOBLE 2366,Book Stores,5/7/2019,1496
2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174541081000001,Stationery-Office Supplies-Printing Writing Pap,5/3/2019,276.23
2019,11,DEPT OF EDUCATION,Education Block Grants,ASSOC SUPERV AND CURR,Direct Marketing-Catalog Merchants,5/23/2019,1345.14
2019,11,DEPT OF EDUCATION,Education Block Grants,OFFICE DEPOT #1099,Stationery-Office Supplies-Printing Writing Pap,5/3/2019,9.06
2019,11,DEPT OF EDUCATION,Education Block Grants,ASCA 2019 ASCA ANNUAL C,Organizations Membership-Not Elsewhere Classified,5/14/2019,289
2019,11,DEPT OF EDUCATION,Education Block Grants,AMAZON.COM*MN9VZ0VQ1,Book Stores,5/15/2019,5.99
2019,11,DEPT OF EDUCATION,Education Block Grants,FASTENAL COMPANY01,Hardware Stores,5/13/2019,114.65
2019,11,DEPT OF EDUCATION,Education Block Grants,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,5/6/2019,31.82
2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174923702000003,Stationery-Office Supplies-Printing Writing Pap,5/18/2019,80.14
2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174923702000002,Stationery-Office Supplies-Printing Writing Pap,5/18/2019,19.6
2019,11,DEPT OF EDUCATION,Education Block Grants,AMAZON.COM*MN0837SY2,Book Stores,5/26/2019,509.4
2019,11,DEPT OF EDUCATION,Education Block Grants,AMAZON.COM*MN9VZ0VQ1,Book Stores,5/15/2019,16.98
2019,11,DEPT OF EDUCATION,Education Block Grants,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,5/17/2019,493.22
2019,11,DEPT OF EDUCATION,Education Block Grants,SKETCH FOR SCHOOLS,Stationery-Office Supplies-Printing Writing Pap,5/24/2019,158.32
2019,11,DEPT OF EDUCATION,Education Block Grants,HILTON CAPITAL,Lodging,5/6/2019,-92.3
2019,11,DEPT OF EDUCATION,Special Needs Programs,FOUR SEASONS JUICE BAR,Misc Food Store-Convenience Mrkt Splty Vendng Macs,4/29/2019,6.75
2019,11,DEPT OF EDUCATION,Special Needs Programs,KAMAL MIDDLE EASTERN SPEC,Eating Places Restaurants,4/29/2019,6.25
2019,11,DEPT OF EDUCATION,Special Needs Programs,WEATHERVANE,Eating Places Restaurants,5/7/2019,33.54
2019,11,DEPT OF EDUCATION,Special Needs Programs,DELTA AIR 0067356712676,Airline,5/2/2019,315.2
2019,11,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0017322791995,Airline,5/21/2019,193.3
2019,11,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,5/22/2019,1200
2019,11,DEPT OF EDUCATION,Special Needs Programs,SMARTPARK,Automobile Parking Lots And Garages,5/9/2019,33.06
2019,11,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,5/5/2019,13.35
2019,11,DEPT OF EDUCATION,Special Needs Programs,METROPOLITAN READING,Fast Food Restaurants,4/29/2019,6.8
2019,11,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,4/28/2019,6.41
2019,11,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,5/10/2019,51.52
2019,11,DEPT OF EDUCATION,Special Needs Programs,SQ *LUHV VEGAN DELI,Eating Places Restaurants,4/29/2019,16.13
2019,11,DEPT OF EDUCATION,Special Needs Programs,SWEET AS FUDGE CANDY SHO,Candy Nut Confectionery Stores,4/29/2019,12.67
2019,11,DEPT OF EDUCATION,Special Needs Programs,COURTYARD CHAPEL HILL,Lodging,5/7/2019,14.62
2019,11,DEPT OF EDUCATION,Special Needs Programs,DELTA AIR 0067322792989,Airline,5/21/2019,58.3
2019,11,DEPT OF EDUCATION,Special Needs Programs,EXPEDIA 7436565004030,Travel,5/21/2019,2.07
2019,11,DEPT OF EDUCATION,Special Needs Programs,STAPLS0174751999000001,Stationery-Office Supplies-Printing Writing Pap,5/11/2019,90.78
2019,11,DEPT OF EDUCATION,Special Needs Programs,SAMS CLUB #6330,Wholesale Clubs,5/13/2019,86.18
2019,11,DEPT OF EDUCATION,Special Needs Programs,N A E Y C CONFERENCE,Organizations Charitable And Social Services,5/2/2019,430
2019,11,DEPT OF EDUCATION,Special Needs Programs,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,5/1/2019,4
2019,11,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #13,Grocery Stores Supermarkets,5/13/2019,42.97
