label	message	length	punct
ham	C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.	84	2
ham	How are you enjoying this semester? Take care brother.	54	2
spam	IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!	157	9
ham	Get the door, I'm here	22	2
ham	Lets use it next week, princess :)	34	3
ham	Or i go home first lar ü wait 4 me lor.. I put down my stuff first..	68	4
ham	I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!	74	5
ham	No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)	102	9
ham	Oi when you gonna ring	22	0
spam	Missed call alert. These numbers called but left no message. 07008009200	72	2
ham	I attended but nothing is there.	32	1
ham	Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.	76	2
ham	No dear i was sleeping :-P	26	2
ham	Er mw im filled tuth is aight	29	0
ham	Will be office around 4 pm. Now i am going hospital.	52	2
ham	Actually i'm waiting for 2 weeks when they start putting ad.	60	2
ham	Anything lor if they all go then i go lor...	44	3
ham	U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?	77	2
ham	Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.	263	23
ham	Yo you around? A friend of mine's lookin to pick up later tonight	65	2
ham	Stupid auto correct on my phone	31	0
ham	Double eviction this week - Spiral and Michael and good riddance to them!	73	2
ham	The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....	127	10
ham	Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.	131	5
ham	Buy one egg for me da..please:)	31	4
ham	Have you started in skye	24	0
ham	Have you bookedthe hut? And also your time off? How are you by the way?	71	3
ham	And several to you sir.	23	1
ham	U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.	79	2
ham	I'm at home. Please call	24	2
ham	My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...	97	8
ham	Now only i reached home. . . I am very tired now. . I will come tomorro	71	5
spam	FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP	157	3
spam	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription	159	5
ham	Life style garments account no please.	38	1
ham	Lol wtf random. Btw is that your lunch break	44	1
ham	Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx	88	3
ham	The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe	155	6
ham	Detroit. The home of snow. Enjoy it.	36	3
spam	Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!	135	7
ham	Okie...	7	3
ham	Aight, I'm chillin in a friend's room so text me when you're on the way	71	4
ham	Is toshiba portege m100 gd?	27	1
ham	Well welp is sort of a semiobscure internet thing	49	0
spam	Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones	105	2
spam	accordingly. I repeat, just text the word ok on your mobile phone and send	74	2
ham	Loosu go to hospital. De dont let it careless.	46	2
ham	How much for an eighth?	23	1
ham	Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/	183	8
ham	Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.	118	5
ham	Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...	92	10
ham	How about clothes, jewelry, and trips?	38	3
spam	Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge	156	2
ham	Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!	87	4
spam	important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!	152	9
ham	I am late. I will be there at	29	1
ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.	154	8
ham	Are you plans with your family set in stone ?	45	1
ham	Pls dont forget to study	24	0
ham	You'll never believe this but i have actually got off at taunton. Wow	69	2
ham	Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... 	141	13
ham	She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy	114	3
ham	 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla	132	7
ham	The greatest test of courage on earth is to bear defeat without losing heart....gn tc	85	4
ham	SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630	75	0
ham	Hey so whats the plan this sat? 	32	1
ham	Beauty sleep can help ur pimples too.	37	1
ham	Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today	122	1
spam	Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468	136	12
ham	Where to get those?	19	1
ham	Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.	106	4
ham	Ball is moving a lot.will spin in last :)so very difficult to bat:)	67	5
ham	Haiyoh... Maybe your hamster was jealous of million	51	3
ham	Can you please send me my aunty's number	40	1
ham	I'm glad. You are following your dreams.	40	3
ham	I've reached home finally...	28	4
spam	URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !	163	10
spam	WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.	157	6
ham	Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)	152	6
ham	U can call now...	17	3
ham	Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.	138	6
ham	Yes. I come to nyc for audiitions and am trying to relocate.	60	2
ham	I pocked you up there before	28	0
ham	Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing	142	4
ham	I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)	139	16
ham	Hey mr whats the name of that bill brison book the one about language and words 	80	0
ham	Okay, good, no problem, and thanx!	34	4
ham	For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.	290	9
ham	Call me when u're done...	25	4
ham	G.W.R	5	2
ham	You best watch what you say cause I get drunk as a motherfucker	63	0
spam	Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA	74	3
spam	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	155	7
spam	Please CALL 08712402578 immediately as there is an urgent message waiting for you	81	0
spam	thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???	138	8
spam	WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	160	12
ham	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL	153	11
ham	Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.	104	6
ham	Are there TA jobs available? Let me know please cos i really need to start working	82	1
ham	Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.	74	2
ham	Yup i'm free...	15	4
ham	Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?	77	5
ham	Yo come over carlos will be here soon	37	0
ham	Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.	129	5
ham	I guess it is useless calling u 4 something important.	54	1
ham	Ha ha - had popped down to the loo when you hello-ed me. Hello!	63	4
ham	He dint tell anything. He is angry on me that why you told to abi.	66	2
spam	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU	134	3
ham	It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.	329	9
ham	I keep ten rs in my shelf:) buy two egg.	40	3
ham	I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?	86	6
ham	Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.	82	3
ham	Captain is in our room:)	24	2
ham	I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.	111	6
ham	HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 	156	3
ham	S...i will take mokka players only:)	36	5
ham	Are you still playing with gautham?	35	1
ham	Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 	112	1
ham	K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;	72	8
ham	Sorry . I will be able to get to you. See you in the morning.	61	3
ham	Aight well keep me informed	27	0
ham	I am not having her number sir	30	0
ham	Am only searching for good dual sim mobile pa.	46	1
ham	That seems unnecessarily hostile	32	0
ham	Dude got a haircut. Now its breezy up there	43	1
spam	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	161	10
ham	1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)	154	18
ham	i thought we were doing a king of the hill thing there.	55	1
ham	Nope i'll come online now..	27	3
ham	ALSO TELL HIM I SAID HAPPY BIRTHDAY	35	0
ham	Y bishan lei... I tot ü say lavender? 	38	4
ham	Boo what time u get out? U were supposed to take me shopping today. :(	70	4
ham	Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?	115	4
ham	Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min	68	7
ham	on a Tuesday night r u 4 real	29	0
ham	Yes when is the appt again?	27	1
ham	Just got outta class gonna go gym.	34	1
ham	I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts	66	7
ham	Ü all write or wat..	20	2
ham	Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!	139	10
ham	Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?	150	9
ham	Hi:)did you asked to waheeda fathima about leave?	49	3
ham	Enjoy urself tmr...	19	3
ham	You still around? I could use a half-8th	40	2
spam	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	145	3
ham	You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days	113	7
ham	Ü bot notes oredi... Cos i juz rem i got...	43	6
ham	Yes. Rent is very expensive so its the way we save.	51	2
ham	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng	156	3
ham	Hows the pain dear?y r u smiling?	33	2
ham	Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits	157	2
spam	important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!	163	9
ham	Sorry, I can't help you on this.	32	3
ham	Great. So should i send you my account number.	46	2
ham	HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ	142	4
spam	Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p	126	3
ham	Ü only send me the contents page...	35	3
ham	Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! 	117	5
ham	"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"	90	5
ham	I can't right this second, gotta hit people up first	52	2
ham	Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)	180	15
ham	So what about you. What do you remember	39	1
ham	Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.	87	3
ham	Mm yes dear look how i am hugging you both. :-P	47	3
ham	I like dis sweater fr mango but no more my size already so irritating.	70	1
ham	1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible	121	3
ham	Anytime lor...	14	3
spam	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM	135	4
ham	Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng	142	3
spam	Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!	132	13
ham	Me fine..absolutly fine	23	2
ham	K and you're sure I don't have to have consent forms to do it :V	64	3
spam	Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*	145	8
spam	If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy	144	9
ham	How much is torch in 9ja.	25	1
ham	Doing nothing, then u not having dinner w us?	45	2
ham	How are you. Just checking up on you	36	1
ham	Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.	99	2
ham	Mathews or tait or edwards or anderson	38	0
ham	yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke	142	3
ham	No need lar i go engin? Cos my sis at arts today...	51	4
ham	Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!	163	3
spam	Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705	156	3
ham	, im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, 	146	8
ham	S.i'm watching it in live..	27	4
ham	see you then, we're all christmassy here!	41	3
ham	K I'm ready,  &lt;#&gt; ?	25	8
ham	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!	151	9
ham	The greatest test of courage on earth is to bear defeat without losing heart....gn tc	85	4
ham	what are your new years plans?	30	1
spam	RECPT 1/3. You have ordered a Ringtone. Your order is being processed...	72	6
ham	Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!	60	5
ham	Only just got this message, not ignoring you. Yes, i was. Shopping that is	74	4
ham	Dear :-/ why you mood off. I cant drive so i brother to drive	61	4
ham	When did dad get back.	22	1
ham	Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.	408	6
ham	Yes just finished watching days of our lives. I love it.	56	2
ham	Juz go google n search 4 qet...	31	3
ham	Many times we lose our best ones bcoz we are 	45	0
ham	Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8	138	7
ham	Just getting back home	22	0
ham	Sorry, I'll call later  &lt;#&gt; mins	38	7
ham	Dun need to use dial up juz open da browser n surf...	53	3
spam	As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP	132	3
ham	Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit	93	8
ham	Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.	283	8
spam	"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""	81	2
ham	You also didnt get na hi hi hi hi hi	36	0
ham	Ya but it cant display internal subs so i gotta extract them	60	0
ham	If i said anything wrong sorry de:-)	36	3
ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.	154	8
ham	How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.	103	2
ham	Yeah I should be able to, I'll text you when I'm ready to meet up	65	3
ham	V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night	149	4
ham	 says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !	200	9
ham	When you get free, call me	26	1
ham	How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …	122	4
ham	Ok i msg u b4 i leave my house.	31	1
ham	Still at west coast... Haiz... Ü'll take forever to come back...	64	10
ham	MMM ... Fuck .... Merry Christmas to me	39	7
ham	alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...	83	7
ham	Update your face book status frequently :)	42	2
ham	Just now saw your message.it k da:)	35	3
ham	Was it something u ate?	23	1
ham	So what did the bank say about the money?	41	1
ham	Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...	72	6
ham	Hey they r not watching movie tonight so i'll prob b home early...	66	4
ham	Yar lor... How u noe? U used dat route too?	43	5
ham	2mro i am not coming to gym machan. Goodnight.	46	2
ham	Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks	116	7
ham	Can u look 4 me in da lib i got stuff havent finish yet.	56	1
ham	Sounds great! Im going to sleep now. Have a good night!	55	3
spam	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324	137	10
ham	House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?	166	14
ham	How come u got nothing to do?	29	1
ham	Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love	96	2
ham	i want to grasp your pretty booty :)	36	2
ham	I've got it down to a tea. not sure which flavour	49	2
ham	I'm going 2 orchard now laready me reaching soon. U reaching?	61	3
ham	Dear i am not denying your words please	39	0
ham	You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm	141	2
ham	COME BACK TO TAMPA FFFFUUUUUUU	30	0
ham	2 celebrate my bday, y else?	29	2
ham	Merry christmas to u too annie!	31	1
ham	Please tell me you have some of that special stock you were talking about	73	0
ham	I sent them. Do you like?	25	2
spam	Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ	159	10
ham	Awesome, be there in a minute	29	1
ham	"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."	379	15
ham	I've told you everything will stop. Just dont let her get dehydrated.	69	3
ham	Or I guess  &lt;#&gt;  min	26	5
ham	I'm home. Ard wat time will u reach?	36	3
ham	"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"	324	38
ham	"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"	116	4
ham	Aight should I just plan to come up later tonight?	50	1
ham	Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...	89	10
spam	"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"	149	6
ham	This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.	237	6
ham	Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.	236	6
ham	Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?	95	4
ham	He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.	85	3
ham	Ranjith cal drpd Deeraj and deepak 5min hold	44	0
ham	CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X	95	1
ham	Hey u still at the gym?	23	1
ham	She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,	145	16
ham	Much better now thanks lol	26	0
ham	Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.	160	4
ham	Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester	97	2
ham	Wa... U so efficient... Gee... Thanx...	39	12
spam	3. You have received your mobile content. Enjoy	47	2
ham	S but not able to sleep.	24	1
spam	Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min	65	3
ham	We will meet soon princess! Ttyl!	33	2
ham	I'll pick you up at about 5.15pm to go to taunton if you still want to come.	76	3
ham	Oh :-)only 4 outside players allowed to play know	49	3
ham	I anything lor.	15	1
ham	Erutupalam thandiyachu	22	0
ham	Y cant u try new invention to fly..i'm not joking.,	51	5
ham	No..its ful of song lyrics..	28	4
ham	What do u reckon as need 2 arrange transport if u can't do it, thanks	69	2
ham	True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.	159	3
ham	Shopping? Eh ger i toking abt syd leh...Haha	44	4
ham	What not under standing.	24	1
ham	have * good weekend.	20	2
ham	Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.	126	3
ham	Call me when you get the chance plz &lt;3	41	2
ham	The new deus ex game comin early next yr	40	0
ham	My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7	162	7
ham	My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!	171	9
ham	Probably a couple hours tops	28	0
ham	LOL .. *grins* .. I'm not babe, but thanks for thinking of me!	62	9
ham	Man this bus is so so so slow. I think you're gonna get there before me	71	2
ham	Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.	109	3
ham	In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade	135	2
ham	Ok	2	0
spam	Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+	123	8
spam	SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE	158	10
ham	Nvm take ur time.	17	1
ham	So wat's da decision?	21	2
ham	Wot is u up 2 then bitch?	25	1
ham	Stupid.its not possible	23	1
ham	She told to hr that he want posting in chennai:)because i'm working here:)	74	5
spam	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a	73	2
ham	When are you guys leaving?	26	1
ham	He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?	148	10
ham	Not able to do anything.	24	1
ham	Ü takin linear algebra today?	29	1
ham	This weekend is fine (an excuse not to do too much decorating)	62	2
ham	Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*	132	9
ham	Now project pa. After that only i can come.	43	2
spam	Money i have won wining number 946 wot do i do next	51	0
ham	Sure, whenever you show the fuck up &gt;:(	42	5
ham	That was random saw my old roomate on campus. He graduated	58	1
spam	Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	161	10
ham	Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....	125	10
ham	That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?	94	4
ham	Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho	104	4
ham	What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not	94	2
ham	Hi good mornin.. Thanku wish u d same..	39	4
ham	DO U WANT 2 MEET UP 2MORRO	26	0
ham	Actually I decided I was too hungry so I haven't left yet :V	60	2
ham	I've sent ü my part..	21	3
ham	Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.	158	2
spam	I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )	162	11
ham	Understand. his loss is my gain :) so do you work? School?	58	5
ham	HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx	120	4
ham	Hiya, probably coming home * weekend after next	47	2
ham	Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.	110	7
ham	I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.	205	4
ham	Ok both our days. So what are you making for dinner tonite? Am I invited?	73	3
spam	Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070	160	3
ham	I have no money 4 steve mate! !	31	2
ham	IM LATE TELLMISS IM ON MY WAY	29	0
ham	Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:	152	7
ham	Normally i use to drink more water daily:)	42	2
ham	Dare i ask... Any luck with sorting out the car?	48	4
ham	Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more	137	5
ham	Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).	105	7
ham	Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?	155	8
spam	FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv	143	4
ham	I've been trying to reach him without success	45	1
ham	when you and derek done with class?	35	1
