Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
730,CH,275,1,1.96,2.13,0,0.74,0,1,0.68,1.39,1.96,-0.57,No,0.347418,0,0.17,1
731,MM,274,4,1.99,2.09,0,0.4,0,0,0.5,1.69,1.99,-0.3,No,0.191388,0,0.1,4
732,MM,275,4,2.09,2.09,0,0.4,0,0,0.4,1.69,2.09,-0.4,No,0.191388,0,0,4
733,MM,276,4,2.09,2.09,0.2,0.4,0,0,0.32,1.69,1.89,-0.2,No,0.191388,0.095694,0,4
734,MM,230,1,1.69,1.69,0,0.2,0,0,0.3072,1.49,1.69,-0.2,No,0.118343,0,0,1
735,MM,242,1,1.86,1.99,0,0.3,0,1,0.24576,1.69,1.86,-0.17,No,0.150754,0,0.13,1
736,CH,250,7,1.86,2.09,0,0,0,0,0.196608,2.09,1.86,0.23,Yes,0,0,0.23,0
737,MM,229,3,1.79,1.79,0,0,0,0,0.48,1.79,1.79,0,No,0,0,0,3
738,MM,246,3,1.99,2.23,0,0,0,0,0.384,2.23,1.99,0.24,No,0,0,0.24,3
739,MM,252,3,1.99,2.23,0,0,0,0,0.3072,2.23,1.99,0.24,No,0,0,0.24,3
740,CH,253,3,1.99,2.23,0,0,0,0,0.24576,2.23,1.99,0.24,No,0,0,0.24,3
741,CH,256,3,1.99,2.29,0,0,0,0,0.396608,2.29,1.99,0.3,No,0,0,0.3,3
742,CH,259,3,1.99,2.29,0,0,0,0,0.517286,2.29,1.99,0.3,No,0,0,0.3,3
743,CH,259,3,1.99,2.29,0,0,0,0,0.613829,2.29,1.99,0.3,No,0,0,0.3,3
744,CH,271,3,1.99,2.09,0.1,0.4,1,0,0.691063,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
745,MM,275,3,2.09,2.09,0,0.4,0,0,0.752851,1.69,2.09,-0.4,No,0.191388,0,0,3
746,CH,233,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
747,MM,262,1,1.76,1.99,0,0.4,0,1,0.6,1.59,1.76,-0.17,No,0.201005,0,0.23,1
748,MM,234,3,1.79,2.09,0,0,0,0,0.256,2.09,1.79,0.3,No,0,0,0.3,3
749,MM,238,7,1.75,1.99,0,0.4,0,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
750,CH,228,2,1.69,1.69,0,0,0,0,0.6,1.69,1.69,0,No,0,0,0,2
751,CH,229,7,1.69,1.69,0,0.2,0,1,0.68,1.49,1.69,-0.2,Yes,0.118343,0,0,0
752,CH,232,4,1.79,2.09,0,0,0,0,0.4,2.09,1.79,0.3,No,0,0,0.3,4
753,MM,232,1,1.69,1.99,0,0,1,0,0.52,1.99,1.69,0.3,No,0,0,0.3,1
754,CH,266,1,1.86,1.99,0,0.1,0,0,0.416,1.89,1.86,0.03,No,0.050251,0,0.13,1
755,MM,241,1,1.86,1.99,0,0.3,0,1,0.3648,1.69,1.86,-0.17,No,0.150754,0,0.13,1
756,CH,248,2,1.89,2.09,0,0,0,0,0.29184,2.09,1.89,0.2,No,0,0,0.2,2
757,CH,273,1,1.86,2.18,0,0,0,0,0.433472,2.18,1.86,0.32,No,0,0,0.32,1
758,MM,256,2,1.89,2.18,0.13,0,0,0,0.5,2.18,1.76,0.42,No,0,0.068783,0.29,2
759,MM,259,2,1.86,2.18,0,0.4,0,1,0.4,1.78,1.86,-0.08,No,0.183486,0,0.32,2
760,MM,237,2,1.75,1.99,0,0,0,0,0.5648,1.99,1.75,0.24,No,0,0,0.24,2
761,CH,242,3,1.99,2.23,0,0,0,0,0.45184,2.23,1.99,0.24,No,0,0,0.24,3
762,CH,278,3,2.09,2.09,0.2,0,0,0,0.561472,2.09,1.89,0.2,No,0,0.095694,0,3
763,CH,250,2,1.89,2.09,0,0,0,0,0.6,2.09,1.89,0.2,No,0,0,0.2,2
764,CH,253,2,1.89,2.09,0.13,0,0,0,0.68,2.09,1.76,0.33,No,0,0.068783,0.2,2
765,CH,256,2,1.89,2.18,0.13,0,0,0,0.744,2.18,1.76,0.42,No,0,0.068783,0.29,2
766,CH,260,2,1.86,2.18,0,0.7,0,0,0.7952,1.48,1.86,-0.38,No,0.321101,0,0.32,2
767,CH,261,2,1.86,2.18,0,0,0,0,0.83616,2.18,1.86,0.32,No,0,0,0.32,2
768,CH,263,7,1.86,2.13,0.27,0,0,0,0.868928,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
769,MM,278,7,2.06,2.13,0,0,0,0,0.6,2.13,2.06,0.07,Yes,0,0,0.07,0
770,MM,228,2,1.69,1.69,0,0,0,0,0.5,1.69,1.69,0,No,0,0,0,2
771,MM,229,2,1.69,1.69,0,0,0,0,0.4,1.69,1.69,0,No,0,0,0,2
772,MM,235,2,1.69,1.99,0,0,0,0,0.32,1.99,1.69,0.3,No,0,0,0.3,2
773,MM,244,2,1.86,2.09,0,0,0,0,0.256,2.09,1.86,0.23,No,0,0,0.23,2
774,MM,245,2,1.89,2.09,0,0,0,0,0.2048,2.09,1.89,0.2,No,0,0,0.2,2
775,MM,248,2,1.89,2.09,0,0,0,0,0.16384,2.09,1.89,0.2,No,0,0,0.2,2
776,CH,232,7,1.69,1.99,0,0.4,1,1,0.6,1.59,1.69,-0.1,Yes,0.201005,0,0.3,0
777,MM,267,2,1.86,2.18,0,0.4,0,1,0.68,1.78,1.86,-0.08,No,0.183486,0,0.32,2
778,MM,260,1,1.76,1.99,0,0.2,0,0,0.6,1.79,1.76,0.03,No,0.100503,0,0.23,1
779,CH,276,2,1.99,2.18,0,0,0,1,0.5,2.18,1.99,0.19,No,0,0,0.19,2
780,CH,278,2,1.99,2.18,0,0,0,0,0.6,2.18,1.99,0.19,No,0,0,0.19,2
781,CH,232,1,1.69,1.99,0,0,1,0,0.586313,1.99,1.69,0.3,No,0,0,0.3,1
782,CH,247,1,1.86,2.09,0,0,0,0,0.66905,2.09,1.86,0.23,No,0,0,0.23,1
783,CH,250,1,1.86,2.09,0,0,0,0,0.73524,2.09,1.86,0.23,No,0,0,0.23,1
784,MM,230,3,1.79,1.79,0,0,0,0,0.131072,1.79,1.79,0,No,0,0,0,3
785,MM,232,3,1.79,2.09,0,0,0,0,0.104858,2.09,1.79,0.3,No,0,0,0.3,3
786,MM,233,3,1.79,2.09,0,0,0,0,0.083886,2.09,1.79,0.3,No,0,0,0.3,3
787,MM,234,3,1.79,2.09,0,0,0,0,0.067109,2.09,1.79,0.3,No,0,0,0.3,3
788,CH,273,3,1.99,2.09,0,0.4,0,0,0.053687,1.69,1.99,-0.3,No,0.191388,0,0.1,3
789,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.5,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
790,MM,275,2,1.96,2.18,0,0.8,0,1,0.6,1.38,1.96,-0.58,No,0.366972,0,0.22,2
791,MM,241,3,1.79,2.23,0,0,0,0,0.5,2.23,1.79,0.44,No,0,0,0.44,3
792,CH,259,2,1.86,2.18,0,0.4,0,1,0.4,1.78,1.86,-0.08,No,0.183486,0,0.32,2
793,MM,237,1,1.75,1.99,0,0,0,0,0.104858,1.99,1.75,0.24,No,0,0,0.24,1
794,MM,257,1,1.76,2.18,0,0,0,0,0.083886,2.18,1.76,0.42,No,0,0,0.42,1
795,MM,259,1,1.76,1.99,0,0.2,0,1,0.067109,1.79,1.76,0.03,No,0.100503,0,0.23,1
796,MM,262,1,1.76,1.99,0,0.4,0,1,0.053687,1.59,1.76,-0.17,No,0.201005,0,0.23,1
797,MM,263,1,1.76,1.99,0,0.4,0,1,0.04295,1.59,1.76,-0.17,No,0.201005,0,0.23,1
798,MM,274,1,1.96,2.13,0,0.74,0,1,0.03436,1.39,1.96,-0.57,No,0.347418,0,0.17,1
799,MM,244,7,1.86,2.09,0,0.2,0,0,0.52,1.89,1.86,0.03,Yes,0.095694,0,0.23,0
800,MM,276,7,1.99,2.13,0,0.54,0,1,0.416,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
801,MM,277,7,1.99,2.13,0.5,0,0,1,0.3328,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
802,CH,237,3,1.79,2.09,0,0,0,0,0.5,2.09,1.79,0.3,No,0,0,0.3,3
803,CH,241,3,1.79,2.23,0,0,0,0,0.6,2.23,1.79,0.44,No,0,0,0.44,3
804,CH,256,7,1.86,2.18,0,0,0,0,0.5,2.18,1.86,0.32,Yes,0,0,0.32,0
805,CH,258,1,1.76,2.18,0,0,0,0,0.6,2.18,1.76,0.42,No,0,0,0.42,1
806,CH,259,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,Yes,0,0,0.32,0
807,CH,259,7,1.86,2.18,0,0,0,0,0.744,2.18,1.86,0.32,Yes,0,0,0.32,0
808,CH,262,7,1.86,2.13,0,0,0,0,0.7952,2.13,1.86,0.27,Yes,0,0,0.27,0
809,CH,264,7,1.86,2.13,0.37,0,1,0,0.83616,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
810,CH,265,7,1.86,2.13,0.37,0,1,0,0.868928,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
811,CH,265,7,1.86,2.13,0.37,0,1,0,0.895142,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
812,CH,266,7,1.86,2.13,0.37,0,1,0,0.916114,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
813,CH,267,7,1.86,2.13,0,0,1,0,0.932891,2.13,1.86,0.27,Yes,0,0,0.27,0
814,CH,268,7,1.86,2.13,0,0,0,0,0.946313,2.13,1.86,0.27,Yes,0,0,0.27,0
815,CH,269,7,1.86,2.13,0.27,0,1,0,0.95705,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
816,CH,269,1,1.86,2.18,0,0,0,0,0.96564,2.18,1.86,0.32,No,0,0,0.32,1
817,CH,270,7,1.86,2.13,0.27,0,1,0,0.972512,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
818,CH,271,7,1.86,2.13,0,0,0,0,0.97801,2.13,1.86,0.27,Yes,0,0,0.27,0
819,CH,273,7,1.86,2.13,0,0.54,0,0,0.982408,1.59,1.86,-0.27,Yes,0.253521,0,0.27,0
820,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.985926,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
821,CH,277,7,1.99,2.13,0.5,0,0,1,0.988741,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
822,CH,228,4,1.79,1.79,0,0,0,0,0.740314,1.79,1.79,0,No,0,0,0,4
823,CH,229,4,1.79,1.79,0,0,0,0,0.792251,1.79,1.79,0,No,0,0,0,4
824,CH,231,4,1.79,1.79,0,0,0,0,0.833801,1.79,1.79,0,No,0,0,0,4
825,CH,232,4,1.79,2.09,0,0,0,0,0.867041,2.09,1.79,0.3,No,0,0,0.3,4
826,CH,240,4,1.79,2.23,0,0,0,0,0.893632,2.23,1.79,0.44,No,0,0,0.44,4
827,CH,244,4,1.99,2.23,0,0,0,0,0.914906,2.23,1.99,0.24,No,0,0,0.24,4
828,CH,248,1,1.86,2.09,0,0,0,0,0.931925,2.09,1.86,0.23,No,0,0,0.23,1
829,CH,251,4,1.99,2.23,0,0,0,0,0.94554,2.23,1.99,0.24,No,0,0,0.24,4
830,CH,270,4,1.99,2.09,0.1,0,0,0,0.956432,2.09,1.89,0.2,No,0,0.050251,0.1,4
831,CH,274,4,1.99,2.09,0,0.4,0,0,0.965145,1.69,1.99,-0.3,No,0.191388,0,0.1,4
832,MM,228,2,1.69,1.69,0,0,0,0,0.32,1.69,1.69,0,No,0,0,0,2
833,MM,237,3,1.79,2.09,0,0,0,0,0.256,2.09,1.79,0.3,No,0,0,0.3,3
834,MM,241,3,1.79,2.23,0,0,0,0,0.2048,2.23,1.79,0.44,No,0,0,0.44,3
835,MM,252,3,1.99,2.23,0,0,0,0,0.16384,2.23,1.99,0.24,No,0,0,0.24,3
836,MM,231,4,1.79,1.79,0,0,0,0,0.6,1.79,1.79,0,No,0,0,0,4
837,CH,251,4,1.99,2.23,0,0,0,0,0.48,2.23,1.99,0.24,No,0,0,0.24,4
838,MM,243,1,1.86,1.99,0,0.8,0,1,0.32,1.19,1.86,-0.67,No,0.40201,0,0.13,1
839,MM,262,2,1.86,2.18,0,0.6,0,1,0.256,1.58,1.86,-0.28,No,0.275229,0,0.32,2
840,MM,268,1,1.86,1.99,0,0.2,0,1,0.2048,1.79,1.86,-0.07,No,0.100503,0,0.13,1
841,CH,268,2,1.86,2.18,0,0,0,1,0.16384,2.18,1.86,0.32,No,0,0,0.32,2
842,MM,270,2,1.86,2.18,0,0,0,0,0.331072,2.18,1.86,0.32,No,0,0,0.32,2
843,CH,273,2,1.86,2.18,0,0.06,0,0,0.264858,2.12,1.86,0.26,No,0.027523,0,0.32,2
844,MM,274,7,1.86,2.13,0.47,0.54,1,0,0.411886,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
845,MM,274,2,1.96,2.18,0,0.8,0,1,0.329509,1.38,1.96,-0.58,No,0.366972,0,0.22,2
846,MM,274,2,1.96,2.18,0,0.8,0,1,0.263607,1.38,1.96,-0.58,No,0.366972,0,0.22,2
847,MM,275,2,1.96,2.18,0,0.8,0,1,0.210886,1.38,1.96,-0.58,No,0.366972,0,0.22,2
848,MM,275,2,1.96,2.18,0,0.8,0,1,0.168709,1.38,1.96,-0.58,No,0.366972,0,0.22,2
849,MM,234,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
850,CH,269,7,1.86,2.13,0.27,0,1,0,0.4,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
851,CH,232,1,1.69,1.99,0,0,1,0,0.7952,1.99,1.69,0.3,No,0,0,0.3,1
852,CH,232,1,1.69,1.99,0,0,1,0,0.83616,1.99,1.69,0.3,No,0,0,0.3,1
853,CH,234,1,1.69,1.99,0,0,0,0,0.868928,1.99,1.69,0.3,No,0,0,0.3,1
854,CH,237,1,1.75,1.99,0,0,0,0,0.895142,1.99,1.75,0.24,No,0,0,0.24,1
855,CH,240,7,1.86,2.09,0,0,0,0,0.916114,2.09,1.86,0.23,Yes,0,0,0.23,0
856,CH,242,1,1.86,1.99,0,0.3,0,1,0.932891,1.69,1.86,-0.17,No,0.150754,0,0.13,1
857,CH,246,1,1.86,2.09,0,0,0,0,0.946313,2.09,1.86,0.23,No,0,0,0.23,1
858,CH,251,7,1.86,2.09,0.1,0,0,0,0.95705,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
859,CH,253,7,1.86,2.09,0.1,0,0,0,0.96564,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
860,CH,259,1,1.76,1.99,0,0.2,0,1,0.972512,1.79,1.76,0.03,No,0.100503,0,0.23,1
861,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.97801,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
862,MM,234,7,1.75,1.99,0,0.4,1,0,0.5,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
863,CH,256,7,1.86,2.18,0,0,0,0,0.4,2.18,1.86,0.32,Yes,0,0,0.32,0
864,CH,228,7,1.69,1.69,0,0,0,0,0.351365,1.69,1.69,0,Yes,0,0,0,0
865,MM,231,7,1.69,1.99,0,0,0,0,0.481092,1.99,1.69,0.3,Yes,0,0,0.3,0
866,CH,233,7,1.75,1.99,0,0.4,1,0,0.384874,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
867,CH,236,7,1.75,1.99,0,0.4,0,0,0.507899,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
868,MM,260,4,1.99,2.09,0,0,0,0,0.606319,2.09,1.99,0.1,No,0,0,0.1,4
869,CH,268,7,1.86,2.13,0,0,0,0,0.485055,2.13,1.86,0.27,Yes,0,0,0.27,0
870,CH,269,7,1.86,2.13,0.27,0,1,0,0.588044,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
871,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.670435,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
872,MM,275,7,1.99,2.13,0,0.54,1,0,0.736348,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
873,MM,276,7,1.99,2.13,0,0.54,0,1,0.589079,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
874,CH,248,4,1.99,2.23,0,0,0,0,0.5,2.23,1.99,0.24,No,0,0,0.24,4
875,CH,251,4,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,No,0,0,0.24,4
876,CH,254,4,1.99,2.29,0,0,1,0,0.68,2.29,1.99,0.3,No,0,0,0.3,4
877,CH,256,4,1.99,2.29,0,0,0,0,0.744,2.29,1.99,0.3,No,0,0,0.3,4
878,MM,258,4,1.99,2.29,0,0,0,0,0.7952,2.29,1.99,0.3,No,0,0,0.3,4
879,CH,260,4,1.99,2.09,0,0,0,0,0.63616,2.09,1.99,0.1,No,0,0,0.1,4
880,CH,262,4,1.99,2.09,0,0,0,0,0.708928,2.09,1.99,0.1,No,0,0,0.1,4
881,CH,264,4,1.99,2.09,0.1,0,0,0,0.767142,2.09,1.89,0.2,No,0,0.050251,0.1,4
882,CH,267,4,1.99,2.09,0.1,0,0,0,0.813714,2.09,1.89,0.2,No,0,0.050251,0.1,4
883,CH,277,4,2.09,2.09,0.2,0.4,0,0,0.850971,1.69,1.89,-0.2,No,0.191388,0.095694,0,4
884,MM,236,7,1.75,1.99,0,0.4,0,0,0.4,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
885,CH,233,7,1.75,1.99,0,0.4,1,0,0.6,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
886,MM,262,1,1.76,1.99,0,0.4,0,1,0.68,1.59,1.76,-0.17,No,0.201005,0,0.23,1
887,CH,265,7,1.86,2.13,0.37,0,1,0,0.544,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
888,CH,269,7,1.86,2.13,0.27,0,1,0,0.6352,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
889,CH,273,1,1.86,2.18,0,0,0,0,0.70816,2.18,1.86,0.32,No,0,0,0.32,1
890,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.766528,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
891,CH,252,7,1.86,2.09,0.1,0,0,0,0.5,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
892,CH,253,7,1.86,2.09,0.1,0,0,0,0.6,2.09,1.76,0.33,Yes,0,0.053763,0.23,0
893,CH,254,7,1.86,2.18,0,0,0,0,0.68,2.18,1.86,0.32,Yes,0,0,0.32,0
894,CH,256,7,1.86,2.18,0,0,0,0,0.744,2.18,1.86,0.32,Yes,0,0,0.32,0
895,CH,257,7,1.86,2.18,0,0,0,0,0.7952,2.18,1.86,0.32,Yes,0,0,0.32,0
896,CH,258,7,1.86,2.18,0,0,0,0,0.83616,2.18,1.86,0.32,Yes,0,0,0.32,0
897,CH,259,7,1.86,2.18,0,0,0,0,0.868928,2.18,1.86,0.32,Yes,0,0,0.32,0
898,CH,260,7,1.86,2.13,0,0.24,0,0,0.895142,1.89,1.86,0.03,Yes,0.112676,0,0.27,0
899,CH,262,7,1.86,2.13,0,0,0,0,0.916114,2.13,1.86,0.27,Yes,0,0,0.27,0
900,CH,265,7,1.86,2.13,0.37,0,1,0,0.932891,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
901,CH,266,7,1.86,2.13,0.37,0,1,0,0.946313,2.13,1.49,0.64,Yes,0,0.198925,0.27,0
902,CH,269,7,1.86,2.13,0.27,0,1,0,0.95705,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
903,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.96564,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
904,MM,275,7,1.99,2.13,0,0.54,1,0,0.972512,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
905,CH,277,7,1.99,2.13,0.5,0,0,1,0.77801,2.13,1.49,0.64,Yes,0,0.251256,0.14,0
906,MM,231,7,1.69,1.99,0,0,0,0,0.256,1.99,1.69,0.3,Yes,0,0,0.3,0
907,MM,233,7,1.75,1.99,0,0.4,1,0,0.2048,1.59,1.75,-0.16,Yes,0.201005,0,0.24,0
908,CH,238,1,1.75,1.99,0,0,0,0,0.16384,1.99,1.75,0.24,No,0,0,0.24,1
909,CH,247,1,1.86,2.09,0,0,0,0,0.331072,2.09,1.86,0.23,No,0,0,0.23,1
910,CH,273,1,1.86,2.18,0,0,0,0,0.464858,2.18,1.86,0.32,No,0,0,0.32,1
911,MM,275,1,1.96,2.13,0,0.74,0,1,0.571886,1.39,1.96,-0.57,No,0.347418,0,0.17,1
912,MM,276,2,1.99,2.18,0,0,0,1,0.32,2.18,1.99,0.19,No,0,0,0.19,2
913,CH,236,2,1.75,1.99,0,0,0,0,0.5,1.99,1.75,0.24,No,0,0,0.24,2
914,MM,273,2,1.86,2.18,0,0.06,0,0,0.6,2.12,1.86,0.26,No,0.027523,0,0.32,2
915,MM,247,2,1.89,2.09,0,0,0,0,0.68,2.09,1.89,0.2,No,0,0,0.2,2
916,MM,246,2,1.89,2.09,0,0,0,0,0.5,2.09,1.89,0.2,No,0,0,0.2,2
917,CH,246,2,1.89,2.09,0,0,0,0,0.4,2.09,1.89,0.2,No,0,0,0.2,2
918,MM,266,3,1.99,2.09,0.1,0,0,0,0.52,2.09,1.89,0.2,No,0,0.050251,0.1,3
919,MM,277,1,1.99,2.13,0.24,0,0,0,0.416,2.13,1.75,0.38,No,0,0.120603,0.14,1
920,CH,268,2,1.86,2.18,0,0,0,1,0.4,2.18,1.86,0.32,No,0,0,0.32,2
921,CH,269,7,1.86,2.13,0.27,0,1,0,0.52,2.13,1.59,0.54,Yes,0,0.145161,0.27,0
922,CH,269,2,1.86,2.18,0,0,0,0,0.616,2.18,1.86,0.32,No,0,0,0.32,2
923,MM,272,2,1.86,2.18,0,0.06,0,0,0.6928,2.12,1.86,0.26,No,0.027523,0,0.32,2
924,MM,275,7,1.99,2.13,0,0.54,1,0,0.55424,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
925,MM,276,7,1.99,2.13,0,0.54,0,1,0.443392,1.59,1.99,-0.4,Yes,0.253521,0,0.14,0
926,MM,231,3,1.79,1.79,0,0,0,0,0.4,1.79,1.79,0,No,0,0,0,3
927,MM,231,3,1.79,1.79,0,0,0,0,0.32,1.79,1.79,0,No,0,0,0,3
928,MM,231,3,1.79,1.79,0,0,0,0,0.256,1.79,1.79,0,No,0,0,0,3
929,MM,234,3,1.79,2.09,0,0,0,0,0.2048,2.09,1.79,0.3,No,0,0,0.3,3
930,MM,236,3,1.79,2.09,0,0,0,0,0.16384,2.09,1.79,0.3,No,0,0,0.3,3
931,CH,242,3,1.99,2.23,0,0,0,0,0.131072,2.23,1.99,0.24,No,0,0,0.24,3
932,CH,227,4,1.79,1.79,0,0,0,1,0.5,1.79,1.79,0,No,0,0,0,4
933,CH,251,4,1.99,2.23,0,0,0,0,0.6,2.23,1.99,0.24,No,0,0,0.24,4
934,CH,272,3,1.99,2.09,0,0.4,0,0,0.6,1.69,1.99,-0.3,No,0.191388,0,0.1,3
935,MM,227,2,1.69,1.69,0,0,0,0,0.211886,1.69,1.69,0,No,0,0,0,2
936,MM,229,2,1.69,1.69,0,0,0,0,0.169509,1.69,1.69,0,No,0,0,0,2
937,MM,231,2,1.69,1.69,0.3,0,1,0,0.135607,1.69,1.39,0.3,No,0,0.177515,0,2
938,MM,233,2,1.69,1.69,0,0,0,0,0.108486,1.69,1.69,0,No,0,0,0,2
939,MM,237,2,1.75,1.99,0,0,0,0,0.086789,1.99,1.75,0.24,No,0,0,0.24,2
940,MM,249,2,1.89,2.09,0,0,0,0,0.069431,2.09,1.89,0.2,No,0,0,0.2,2
941,MM,250,2,1.89,2.09,0,0,0,0,0.055545,2.09,1.89,0.2,No,0,0,0.2,2
942,MM,251,2,1.89,2.09,0.13,0,0,0,0.044436,2.09,1.76,0.33,No,0,0.068783,0.2,2
943,MM,255,2,1.89,2.18,0.13,0,0,0,0.035549,2.18,1.76,0.42,No,0,0.068783,0.29,2
944,MM,256,3,1.99,2.29,0,0,0,0,0.028439,2.29,1.99,0.3,No,0,0,0.3,3
945,MM,256,2,1.89,2.18,0.13,0,0,0,0.022751,2.18,1.76,0.42,No,0,0.068783,0.29,2
946,MM,258,2,1.86,2.18,0,0,0,0,0.018201,2.18,1.86,0.32,No,0,0,0.32,2
947,MM,259,7,1.86,2.18,0,0,0,0,0.014561,2.18,1.86,0.32,Yes,0,0,0.32,0
948,MM,260,3,1.99,2.09,0,0,0,0,0.011649,2.09,1.99,0.1,No,0,0,0.1,3
949,MM,262,2,1.86,2.18,0,0.6,0,1,0.009319,1.58,1.86,-0.28,No,0.275229,0,0.32,2
950,MM,263,2,1.86,2.18,0,0,0,1,0.007455,2.18,1.86,0.32,No,0,0,0.32,2
951,MM,265,2,1.86,2.18,0,0,0,0,0.005964,2.18,1.86,0.32,No,0,0,0.32,2
952,MM,266,2,1.86,2.18,0,0,0,0,0.004771,2.18,1.86,0.32,No,0,0,0.32,2
953,MM,267,2,1.86,2.18,0,0.4,0,1,0.003817,1.78,1.86,-0.08,No,0.183486,0,0.32,2
954,MM,268,3,1.99,2.09,0.1,0,0,0,0.003054,2.09,1.89,0.2,No,0,0.050251,0.1,3
955,CH,269,2,1.86,2.18,0,0,0,0,0.002443,2.18,1.86,0.32,No,0,0,0.32,2
956,CH,270,2,1.86,2.18,0,0,0,0,0.201954,2.18,1.86,0.32,No,0,0,0.32,2
957,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.361563,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
958,MM,273,3,1.99,2.09,0,0.4,0,0,0.289251,1.69,1.99,-0.3,No,0.191388,0,0.1,3
959,MM,275,2,1.96,2.18,0,0.8,0,1,0.231401,1.38,1.96,-0.58,No,0.366972,0,0.22,2
960,MM,276,2,1.99,2.18,0,0,0,1,0.18512,2.18,1.99,0.19,No,0,0,0.19,2
961,MM,277,2,1.99,2.18,0,0,0,0,0.148096,2.18,1.99,0.19,No,0,0,0.19,2
962,MM,232,1,1.69,1.99,0,0,1,0,0.48,1.99,1.69,0.3,No,0,0,0.3,1
963,CH,227,1,1.69,1.69,0,0,0,0,0.6,1.69,1.69,0,No,0,0,0,1
964,MM,229,1,1.69,1.69,0,0,0,0,0.68,1.69,1.69,0,No,0,0,0,1
965,MM,230,1,1.69,1.69,0,0.2,0,0,0.544,1.49,1.69,-0.2,No,0.118343,0,0,1
966,CH,233,1,1.69,1.99,0,0,0,0,0.4352,1.99,1.69,0.3,No,0,0,0.3,1
967,MM,236,1,1.75,1.99,0,0,0,0,0.54816,1.99,1.75,0.24,No,0,0,0.24,1
968,MM,237,1,1.75,1.99,0,0,0,0,0.438528,1.99,1.75,0.24,No,0,0,0.24,1
969,MM,238,1,1.75,1.99,0,0,0,0,0.350822,1.99,1.75,0.24,No,0,0,0.24,1
970,MM,239,1,1.75,1.99,0,0.3,0,1,0.280658,1.69,1.75,-0.06,No,0.150754,0,0.24,1
971,MM,240,1,1.75,1.99,0,0.3,0,1,0.224526,1.69,1.75,-0.06,No,0.150754,0,0.24,1
972,MM,241,1,1.86,1.99,0,0.3,0,1,0.179621,1.69,1.86,-0.17,No,0.150754,0,0.13,1
973,CH,242,1,1.86,1.99,0,0.3,0,1,0.143697,1.69,1.86,-0.17,No,0.150754,0,0.13,1
974,MM,243,1,1.86,1.99,0,0.8,0,1,0.314957,1.19,1.86,-0.67,No,0.40201,0,0.13,1
