Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
0.99,Very Good,G,SI1,VG,G,GIA,4495
1.11,Ideal,G,SI1,VG,EX,GIA,5591
2.01,Very Good,F,IF,EX,EX,GIA,45456
2.01,Very Good,D,VS2,EX,EX,GIA,29860
1.7,Very Good,G,VS1,VG,G,GIA,16076
1.09,Ideal,F,VVS2,EX,EX,GIA,10246
2.29,Ideal,G,VVS2,VG,EX,GIA,31230
0.86,Fair,G,VS1,VG,VG,AGSL,3756
2.35,Signature-Ideal,H,SI1,ID,ID,AGSL,24988
1.32,Ideal,G,VS1,ID,ID,AGSL,10298
0.9,Fair,D,SI1,VG,G,GIA,4252
1.57,Very Good,H,SI1,EX,VG,GIA,12392
1.54,Very Good,E,VS2,VG,G,GIA,13893
1.5,Very Good,D,IF,VG,G,GIA,28381
1.06,Ideal,G,VS2,EX,EX,GIA,6660
1.54,Ideal,F,VS2,EX,EX,GIA,17029
2.02,Ideal,I,SI1,ID,ID,AGSL,15974
2.29,Ideal,D,VS1,VG,VG,GIA,40644
2,Very Good,H,VS1,EX,EX,GIA,21829
1.51,Very Good,H,VS2,EX,VG,GIA,10950
2.02,Ideal,F,VS1,VG,VG,GIA,32232
1.55,Ideal,F,VVS2,EX,EX,GIA,16088
1.53,Very Good,G,VVS2,EX,EX,GIA,15466
0.9,Ideal,H,VS2,VG,VG,GIA,4178
1.59,Ideal,H,VVS2,ID,ID,AGSL,12971
2.79,Ideal,D,VVS2,EX,EX,GIA,77033
1.3,Ideal,G,VVS2,VG,VG,GIA,11853
1.01,Good,I,SI1,VG,G,GIA,4069
1.07,Ideal,D,VS2,EX,EX,GIA,8202
1.61,Signature-Ideal,H,VS2,ID,ID,AGSL,13873
1.76,Ideal,G,SI1,EX,EX,GIA,10896
2.05,Ideal,H,VS1,VG,VG,GIA,21630
1.13,Signature-Ideal,G,VS2,EX,EX,GIA,8257
2.11,Ideal,H,VS2,VG,VG,GIA,20911
1.02,Ideal,H,SI1,VG,VG,GIA,4746
2.23,Very Good,D,VVS2,VG,VG,GIA,51127
1.01,Very Good,I,SI1,VG,VG,GIA,4207
0.91,Very Good,I,VS2,G,VG,GIA,4008
1.01,Good,I,SI1,EX,EX,AGSL,4331
1.01,Fair,H,VS2,VG,VG,GIA,4030
1.01,Very Good,H,SI1,EX,EX,GIA,5433
0.92,Ideal,G,VS2,VG,VG,GIA,5070
0.79,Ideal,G,VS1,ID,ID,AGSL,3561
1.09,Very Good,F,SI1,VG,G,GIA,5570
1.26,Very Good,F,VS1,VG,G,GIA,10284
2.54,Ideal,H,VS1,EX,EX,GIA,31706
1.05,Ideal,H,VS2,VG,VG,GIA,6224
1.01,Very Good,I,SI1,G,G,GIA,4065
1.15,Ideal,G,VVS1,EX,EX,GIA,10265
1.58,Ideal,I,VVS1,ID,ID,AGSL,11526
1.63,Ideal,D,SI1,EX,EX,GIA,13625
1.04,Signature-Ideal,F,VVS2,EX,EX,GIA,10804
1.24,Good,H,VS2,G,G,GIA,7210
1.12,Signature-Ideal,E,VVS1,ID,ID,AGSL,14696
0.91,Very Good,F,VS2,G,G,GIA,4849
2.02,Ideal,G,VS2,EX,EX,GIA,27068
0.91,Fair,E,SI1,G,VG,GIA,4132
2.45,Very Good,F,VS1,VG,G,GIA,40939
1.63,Ideal,I,VS2,EX,EX,GIA,10401
1.12,Ideal,F,VS2,VG,VG,GIA,7715
1.2,Ideal,H,VS2,VG,VG,GIA,7229
1.16,Ideal,G,SI1,EX,VG,GIA,6408
0.79,Very Good,G,SI1,EX,VG,GIA,2793
1,Good,I,VS1,VG,VG,GIA,4624
1.34,Very Good,I,VS2,EX,EX,AGSL,6884
2.27,Very Good,G,VS1,VG,EX,GIA,29883
0.81,Ideal,G,VS2,VG,VG,GIA,3650
1.57,Very Good,I,VS2,VG,EX,GIA,9688
1.32,Ideal,I,VS2,EX,VG,GIA,7059
2.02,Ideal,G,VS1,VG,EX,GIA,26970
2.06,Ideal,I,VS1,EX,EX,GIA,19530
1.14,Signature-Ideal,H,SI1,ID,ID,AGSL,7079
1.05,Ideal,E,VVS2,EX,EX,GIA,10162
1.25,Very Good,F,VS2,VG,VG,GIA,9377
1.05,Very Good,I,VS2,EX,EX,GIA,4895
1.54,Very Good,G,IF,VG,VG,GIA,15444
1,Good,E,VS1,EX,EX,GIA,7556
1.19,Signature-Ideal,I,VVS2,ID,ID,AGSL,7678
2.03,Ideal,G,SI1,VG,EX,GIA,20192
1.57,Very Good,F,SI1,VG,EX,GIA,11998
2.57,Ideal,G,VVS2,EX,EX,GIA,43103
1.21,Very Good,H,SI1,EX,EX,GIA,6892
2.18,Very Good,G,SI1,G,VG,GIA,19659
2.61,Very Good,F,VS2,VG,VG,GIA,39909
1.01,Very Good,D,VS2,EX,VG,GIA,7422
2.06,Signature-Ideal,I,IF,ID,ID,AGSL,25354
1.11,Very Good,F,VS1,EX,EX,GIA,8528
1.05,Ideal,G,VS1,EX,EX,GIA,7572
1.06,Ideal,G,VS2,VG,VG,GIA,6597
1,Good,F,SI1,EX,EX,GIA,4759
0.9,Good,E,SI1,VG,G,GIA,3575
0.82,Ideal,F,SI1,EX,EX,GIA,3518
1.27,Very Good,I,SI1,VG,G,GIA,6559
1.37,Signature-Ideal,D,VS1,ID,ID,AGSL,15821
2.01,Good,G,SI1,EX,EX,GIA,21398
1.01,Very Good,D,SI1,EX,EX,GIA,5621
2.01,Very Good,G,VS1,EX,EX,GIA,23156
1,Very Good,I,VS1,EX,EX,GIA,5557
1.62,Signature-Ideal,D,FL,EX,EX,GIA,43344
2.01,Very Good,G,IF,VG,VG,GIA,33173
1.2,Ideal,G,VS1,VG,VG,GIA,8391
1.5,Ideal,F,VS2,VG,G,GIA,14426
1.28,Very Good,H,VS1,EX,VG,GIA,8645
1,Good,I,SI1,VG,G,GIA,4149
1.04,Ideal,H,SI1,VG,VG,GIA,5759
1.01,Good,D,VS2,EX,EX,GIA,6998
0.79,Signature-Ideal,H,SI1,ID,ID,AGSL,3167
0.95,Ideal,H,SI1,EX,EX,GIA,4508
0.91,Very Good,E,VS1,EX,EX,GIA,5530
0.91,Very Good,D,SI1,EX,VG,GIA,4561
1.19,Ideal,G,IF,EX,EX,GIA,10733
1.51,Very Good,I,VS2,VG,VG,GIA,9178
1.05,Very Good,G,SI1,ID,ID,AGSL,5480
1.08,Ideal,G,VS2,EX,EX,GIA,7187
1.65,Very Good,F,SI1,VG,VG,GIA,11117
1.27,Ideal,G,VVS2,EX,EX,GIA,10558
1.31,Ideal,F,VS2,EX,EX,GIA,10960
2.45,Very Good,H,VS2,G,VG,GIA,27810
2.31,Very Good,H,SI1,VG,VG,GIA,19512
0.95,Ideal,F,VS2,EX,EX,GIA,7191
1.09,Signature-Ideal,E,VS1,ID,ID,AGSL,10369
0.9,Very Good,G,SI1,VG,VG,GIA,3649
0.9,Good,F,SI1,VG,G,GIA,3896
1,Very Good,F,VVS2,EX,G,GIA,8055
1.1,Ideal,F,VS1,EX,VG,GIA,7056
1.11,Very Good,F,VVS1,VG,G,GIA,10069
1.1,Signature-Ideal,D,VS2,EX,EX,GIA,10350
2.26,Very Good,G,SI1,G,VG,GIA,19691
1.21,Ideal,F,VVS2,VG,EX,GIA,11307
0.76,Ideal,E,VS2,VG,VG,GIA,3497
2.01,Ideal,G,VS2,EX,EX,GIA,26991
1.04,Good,G,VS2,G,VG,GIA,5706
2,Very Good,H,VS1,VG,EX,GIA,24584
1.07,Very Good,G,SI1,VG,VG,GIA,5322
2.4,Ideal,E,VS2,EX,EX,GIA,37354
1,Very Good,G,VVS1,EX,EX,GIA,8115
2,Very Good,F,VS1,VG,VG,GIA,27887
2.51,Very Good,E,VVS2,VG,EX,GIA,52786
2.16,Ideal,F,VS2,EX,EX,GIA,30601
1.03,Good,H,SI1,VG,VG,GIA,4705
1.02,Ideal,G,VS2,EX,EX,GIA,6591
1.05,Good,D,VS2,VG,G,GIA,7289
1.01,Very Good,G,VS2,EX,VG,GIA,6167
1.32,Signature-Ideal,G,VVS2,ID,ID,AGSL,13261
0.9,Good,I,VVS1,VG,VG,GIA,3741
1,Very Good,E,SI1,EX,G,GIA,5113
0.81,Good,H,SI1,G,VG,GIA,2599
2.49,Very Good,F,VS1,EX,VG,GIA,43319
2.01,Ideal,E,VS2,VG,VG,GIA,27377
0.75,Ideal,E,VS2,VG,VG,GIA,3263
1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529
0.9,Very Good,D,SI1,VG,VG,GIA,4466
1.01,Ideal,G,VVS2,EX,EX,GIA,8662
1.5,Very Good,G,VS1,VG,VG,GIA,13379
1.22,Very Good,G,VS1,EX,VG,GIA,8633
1.22,Very Good,E,VS2,EX,EX,GIA,9475
0.9,Very Good,E,SI1,VG,VG,GIA,4054
0.9,Fair,D,VS2,VG,VG,GIA,4277
1.09,Good,D,IF,VG,G,GIA,15795
2.02,Good,F,VS2,EX,VG,GIA,27643
1.01,Very Good,E,VS2,VG,VG,GIA,6265
1.07,Ideal,F,SI1,EX,EX,GIA,5909
2.2,Ideal,I,VVS2,ID,ID,AGSL,21918
1.01,Ideal,F,VS1,ID,ID,AGSL,7539
1.62,Ideal,G,SI1,VG,EX,GIA,12295
2.01,Very Good,H,VS2,VG,VG,GIA,19591
2.06,Very Good,E,VS2,EX,EX,GIA,29297
1.59,Very Good,I,VS2,VG,EX,AGSL,10309
0.9,Good,G,VS1,EX,VG,GIA,4108
2.01,Very Good,D,VVS2,VG,VG,GIA,45492
2.16,Very Good,G,SI1,EX,EX,AGSL,21186
2.16,Ideal,G,VS2,EX,EX,GIA,28969
1.2,Very Good,D,SI1,EX,VG,GIA,7191
2.03,Very Good,F,SI1,EX,EX,GIA,22592
2.01,Good,G,SI1,EX,VG,GIA,18625
1.02,Very Good,F,SI1,EX,EX,GIA,5701
1.04,Signature-Ideal,F,VS2,EX,EX,GIA,8415
1.28,Ideal,G,IF,ID,ID,AGSL,11784
1.05,Very Good,F,VVS2,VG,VG,GIA,9472
2.46,Very Good,I,SI1,VG,VG,GIA,19425
1.19,Very Good,F,VVS2,VG,EX,GIA,10895
1.01,Good,D,VS1,VG,G,GIA,7303
1.21,Very Good,H,VS2,VG,EX,GIA,7113
1.04,Ideal,D,VS2,VG,G,GIA,7074
1.01,Good,D,SI1,VG,VG,GIA,5380
2.02,Very Good,F,IF,VG,G,GIA,43002
1.04,Ideal,F,VS2,VG,VG,GIA,7035
1.04,Very Good,D,SI1,EX,VG,GIA,5557
2.44,Ideal,I,VS2,EX,EX,GIA,23455
1.02,Fair,D,SI1,VG,EX,AGSL,5662
0.78,Ideal,H,VS1,EX,VG,GIA,3052
0.81,Ideal,H,SI1,EX,EX,GIA,2951
1.62,Ideal,E,VVS2,EX,EX,GIA,18328
1.06,Very Good,H,VS2,VG,VG,GIA,5415
1.24,Ideal,G,VS2,VG,EX,GIA,9188
0.9,Very Good,I,SI1,G,G,GIA,3271
1.21,Very Good,H,VS2,VG,VG,GIA,6745
0.91,Very Good,G,VS1,VG,VG,GIA,4623
1.03,Ideal,I,SI1,EX,EX,GIA,4434
1,Very Good,H,SI1,VG,VG,GIA,4830
1.29,Ideal,D,VS2,VG,VG,GIA,11059
1.26,Very Good,I,SI1,G,G,GIA,6318
1.01,Very Good,F,IF,VG,VG,GIA,9287
0.9,Very Good,F,SI1,VG,VG,GIA,4004
0.79,Good,F,SI1,VG,VG,GIA,2756
1.07,Ideal,H,VS2,VG,EX,GIA,5889
1,Ideal,G,VVS1,EX,EX,GIA,8747
1,Good,G,SI1,G,G,GIA,4139
2.4,Very Good,G,VS1,EX,EX,GIA,34982
1.01,Very Good,D,VS2,EX,VG,GIA,6794
1.12,Signature-Ideal,H,SI1,ID,ID,AGSL,6962
1.21,Very Good,H,SI1,G,VG,GIA,6075
2.06,Ideal,F,VS2,VG,VG,GIA,25825
1.5,Good,I,VS2,EX,VG,GIA,8780
1.11,Ideal,G,VS1,ID,ID,AGSL,7905
2.49,Very Good,E,VS2,G,EX,GIA,32239
0.91,Very Good,D,VS2,VG,EX,GIA,4850
0.78,Very Good,F,VS1,EX,ID,AGSL,3744
1.41,Very Good,H,SI1,EX,VG,GIA,8463
1.2,Very Good,I,SI1,G,VG,GIA,5476
2.29,Ideal,F,SI1,VG,EX,GIA,25107
2.01,Ideal,H,VS1,EX,EX,GIA,21966
0.99,Good,D,VS2,G,VG,GIA,5799
1.22,Ideal,G,VS2,EX,EX,GIA,7783
0.91,Good,F,SI1,VG,VG,GIA,4067
0.9,Fair,I,VS1,VG,G,GIA,3340
1.56,Signature-Ideal,F,VS1,EX,EX,GIA,18490
1.52,Very Good,G,VS1,VG,G,GIA,12665
0.9,Very Good,F,SI1,VG,VG,GIA,3950
1,Good,D,VS2,VG,G,GIA,7204
2.01,Very Good,D,VS2,VG,VG,GIA,28425
0.9,Very Good,G,SI1,VG,VG,GIA,3919
0.86,Ideal,G,VS1,EX,VG,GIA,5161
1.51,Very Good,I,SI1,VG,G,GIA,8856
0.81,Signature-Ideal,I,VS2,EX,EX,GIA,3355
2.01,Very Good,F,SI1,VG,VG,GIA,21635
1.58,Ideal,I,VVS1,ID,ID,AGSL,11435
1.01,Very Good,G,VS2,EX,VG,GIA,6105
1.02,Very Good,G,VS2,VG,VG,GIA,6906
1.55,Ideal,D,VS2,EX,EX,GIA,15887
1.55,Ideal,H,VS1,EX,EX,GIA,13665
1.22,Ideal,F,VS2,VG,EX,GIA,9568
1.03,Very Good,H,VS1,G,VG,GIA,5789
1.5,Very Good,G,VS1,EX,G,GIA,11844
2.03,Ideal,H,VS2,EX,EX,GIA,21462
2.13,Very Good,F,SI1,VG,VG,GIA,21457
0.77,Very Good,H,VS1,EX,VG,GIA,3036
1.5,Ideal,I,SI1,EX,EX,GIA,9926
0.9,Good,F,SI1,G,VG,GIA,3733
1.16,Ideal,G,VS2,EX,VG,GIA,8061
1.02,Very Good,G,SI1,G,EX,GIA,4951
1.76,Ideal,G,VS2,EX,VG,GIA,16513
1.06,Good,I,VS1,EX,G,AGSL,5293
0.9,Good,I,SI1,VG,G,GIA,3034
2.13,Very Good,D,VS2,VG,G,GIA,31025
1,Good,I,SI1,VG,VG,GIA,3836
1.54,Very Good,I,SI1,VG,VG,GIA,8811
1.05,Ideal,I,VVS2,ID,ID,AGSL,5352
1.54,Ideal,G,IF,VG,VG,GIA,16861
0.83,Ideal,E,SI1,G,EX,GIA,3235
1.18,Very Good,D,IF,VG,G,GIA,19242
1.05,Very Good,H,SI1,VG,VG,GIA,5095
1.21,Ideal,F,VS1,VG,EX,GIA,9746
0.9,Very Good,D,SI1,EX,EX,GIA,4523
1.02,Very Good,I,VS1,EX,VG,GIA,4872
0.92,Very Good,D,SI1,VG,VG,GIA,4507
0.76,Ideal,D,SI1,EX,EX,GIA,3732
1,Ideal,G,VS1,VG,EX,GIA,7114
1.52,Good,I,SI1,G,G,GIA,8400
0.77,Signature-Ideal,F,SI1,EX,EX,GIA,3108
1.01,Ideal,I,SI1,ID,ID,AGSL,4432
2.58,Ideal,F,VS2,EX,EX,GIA,39821
0.97,Ideal,H,VVS1,EX,EX,GIA,6801
0.78,Very Good,I,VVS2,ID,ID,AGSL,2816
1.58,Ideal,G,VVS2,VG,VG,GIA,17321
2.28,Ideal,G,VVS2,EX,EX,GIA,34522
1.1,Ideal,G,VS1,EX,EX,GIA,8060
1.01,Ideal,F,SI1,VG,G,GIA,5140
1.5,Ideal,H,VS2,ID,ID,AGSL,12661
1.39,Good,H,VS2,VG,VG,GIA,8245
1.5,Very Good,I,VS1,VG,G,GIA,9889
0.9,Very Good,F,VS2,G,G,GIA,4466
2.09,Ideal,E,VS1,EX,EX,GIA,39542
1.13,Very Good,G,VVS2,VG,EX,GIA,9130
1.01,Ideal,I,SI1,EX,EX,GIA,4584
1.5,Very Good,E,VS1,EX,VG,GIA,15957
1.01,Very Good,G,SI1,VG,VG,GIA,4707
1,Ideal,F,VVS1,EX,VG,GIA,9613
1.07,Very Good,F,VVS2,VG,VG,GIA,9310
1,Very Good,F,VS1,EX,VG,GIA,7710
1.31,Very Good,H,VS2,EX,EX,GIA,7792
1.08,Ideal,H,SI1,VG,VG,GIA,5059
1.1,Very Good,G,VS2,G,G,GIA,6800
1.5,Very Good,I,VVS2,VG,VG,GIA,11889
2.5,Ideal,F,SI1,VG,VG,GIA,30583
0.9,Very Good,G,SI1,EX,VG,GIA,3615
0.75,Very Good,G,VS2,EX,VG,GIA,3088
1.07,Very Good,I,SI1,VG,VG,GIA,4451
0.9,Very Good,E,SI1,G,EX,GIA,4201
0.99,Ideal,F,SI1,EX,EX,GIA,6038
2.02,Very Good,I,SI1,VG,VG,GIA,16565
1.14,Very Good,I,SI1,G,VG,GIA,4840
1.04,Very Good,E,SI1,EX,EX,GIA,5559
1.51,Very Good,I,VS2,VG,VG,GIA,9058
1.21,Good,G,VS2,VG,G,GIA,7359
2.12,Ideal,E,VS1,EX,EX,GIA,31248
1.31,Ideal,F,VS2,VG,VG,GIA,10868
1.11,Ideal,G,SI1,G,G,GIA,6065
2.06,Very Good,H,VS1,EX,VG,GIA,21999
1.08,Very Good,E,VS1,G,EX,GIA,8693
1.23,Ideal,F,VS2,EX,EX,GIA,10342
1.01,Signature-Ideal,G,VS2,ID,ID,AGSL,7179
0.9,Very Good,D,SI1,EX,VG,GIA,4291
1.01,Very Good,E,SI1,VG,VG,GIA,5411
0.9,Ideal,E,SI1,VG,VG,GIA,4265
1.5,Very Good,I,VVS2,VG,G,GIA,9618
1.02,Ideal,G,VS2,VG,VG,GIA,6418
0.79,Ideal,E,VS2,VG,VG,GIA,4012
1.02,Very Good,G,VVS2,VG,VG,GIA,7824
1.02,Ideal,D,SI1,VG,VG,GIA,6340
1.13,Signature-Ideal,I,VS1,ID,ID,AGSL,6980
0.92,Very Good,I,VS1,VG,VG,GIA,3824
2.26,Ideal,G,SI1,EX,EX,GIA,24502
1.23,Ideal,G,VS1,VG,VG,GIA,9330
1.03,Ideal,I,SI1,EX,EX,GIA,4782
1,Very Good,D,VS2,EX,EX,GIA,7361
0.91,Very Good,I,SI1,VG,G,GIA,3217
2.14,Ideal,H,SI1,ID,ID,AGSL,18453
1.52,Very Good,I,VS2,EX,EX,AGSL,9372
2.72,Ideal,H,VVS2,ID,ID,AGSL,36709
1.02,Very Good,G,VS2,VG,VG,GIA,6111
1.55,Very Good,G,VVS1,VG,VG,GIA,17749
0.93,Ideal,G,SI1,ID,ID,AGSL,4546
0.91,Very Good,F,VS2,VG,VG,GIA,4084
1.03,Ideal,F,VS2,VG,VG,GIA,6997
1.51,Very Good,G,SI1,VG,VG,GIA,9937
2.01,Ideal,G,VS1,VG,G,GIA,26122
0.78,Ideal,D,SI1,VG,EX,GIA,3389
1.8,Very Good,G,VVS1,VG,EX,GIA,20927
0.76,Signature-Ideal,H,SI1,ID,ID,AGSL,3050
1.02,Ideal,F,VS1,VG,G,GIA,7091
2.32,Very Good,G,VVS2,EX,VG,GIA,38264
0.93,Ideal,I,SI1,EX,EX,GIA,3856
1.28,Ideal,G,VVS2,VG,EX,GIA,10635
1.61,Ideal,I,VS1,EX,EX,GIA,11185
1.53,Ideal,I,SI1,VG,VG,GIA,8981
1.04,Very Good,F,VS1,VG,EX,AGSL,7308
0.94,Very Good,G,VS2,G,VG,GIA,4995
1.01,Ideal,G,VS2,ID,ID,AGSL,6439
1.11,Ideal,D,VVS2,EX,EX,GIA,12390
0.75,Signature-Ideal,H,SI1,EX,EX,GIA,3011
0.77,Ideal,D,VS2,VG,EX,GIA,3837
0.9,Ideal,H,VS1,VG,VG,GIA,4428
1.28,Ideal,H,VVS2,EX,EX,GIA,8606
1.03,Ideal,G,VS1,EX,EX,GIA,7587
1,Ideal,G,VVS2,EX,EX,GIA,8151
1.02,Ideal,E,VS2,VG,G,GIA,6704
1.5,Good,D,SI1,EX,EX,GIA,13603
0.91,Very Good,D,SI1,VG,VG,GIA,4466
1.74,Very Good,F,SI1,G,VG,GIA,13984
2.03,Ideal,G,VS2,VG,VG,GIA,23519
1.6,Very Good,I,VS2,VG,VG,GIA,10497
2,Good,F,VS2,EX,G,GIA,27173
1.04,Very Good,D,SI1,G,G,GIA,5951
1,Ideal,F,VVS2,ID,ID,AGSL,9014
1.34,Ideal,H,SI1,EX,EX,GIA,7659
1.03,Ideal,G,VS2,VG,VG,GIA,6272
1.24,Ideal,G,VS1,ID,ID,AGSL,9463
0.78,Ideal,D,VS2,EX,EX,GIA,3811
2.65,Very Good,G,SI1,G,VG,GIA,27627
1.53,Ideal,G,SI1,ID,ID,AGSL,10842
2.1,Ideal,I,SI1,ID,ID,AGSL,16425
1.27,Ideal,F,VS2,ID,ID,AGSL,10656
1.04,Very Good,D,VVS2,EX,G,GIA,10502
1.08,Very Good,F,VVS1,VG,EX,GIA,10555
0.9,Good,G,SI1,VG,G,GIA,3669
0.9,Very Good,G,IF,EX,VG,GIA,5718
1.06,Signature-Ideal,G,VS1,EX,EX,GIA,8093
1.71,Very Good,H,VS2,EX,VG,GIA,12690
2.04,Ideal,D,VVS2,EX,VG,GIA,45675
1.5,Very Good,G,SI1,VG,G,GIA,9429
1.2,Very Good,I,VS1,VG,VG,GIA,6167
1.28,Ideal,G,IF,EX,EX,GIA,13360
2.08,Very Good,G,VS2,EX,EX,GIA,23226
1.51,Ideal,G,VS2,EX,EX,GIA,13532
1.52,Very Good,H,VS2,VG,VG,GIA,10791
1.1,Ideal,G,VVS1,EX,EX,GIA,9262
1.14,Ideal,E,VVS2,EX,EX,GIA,11206
1.51,Good,D,SI1,VG,EX,GIA,11660
1.01,Very Good,F,SI1,EX,EX,GIA,5078
0.9,Very Good,D,VS1,VG,EX,GIA,5757
1.02,Very Good,H,SI1,EX,VG,GIA,4444
2.19,Very Good,G,VS1,VG,VG,GIA,29065
2.5,Very Good,G,SI1,VG,VG,GIA,27396
1.2,Very Good,I,VS1,VG,G,GIA,6269
0.82,Very Good,H,VS2,EX,EX,GIA,3380
1.02,Ideal,H,SI1,EX,EX,GIA,5257
1,Very Good,E,VS2,VG,G,GIA,6285
1,Good,G,VS2,VG,G,GIA,5713
0.81,Very Good,E,SI1,VG,VG,AGSL,2972
1.07,Very Good,H,IF,VG,VG,GIA,7925
1.29,Ideal,G,VVS1,EX,EX,GIA,11470
1.09,Ideal,D,SI1,ID,ID,AGSL,6532
1.2,Signature-Ideal,E,VS1,EX,EX,GIA,12018
1.12,Ideal,H,SI1,EX,EX,GIA,5521
2.07,Very Good,F,VS2,VG,VG,GIA,26619
2.02,Very Good,H,SI1,VG,VG,GIA,17884
1.52,Very Good,D,VS1,VG,EX,GIA,17558
0.81,Ideal,E,SI1,EX,EX,GIA,3935
0.82,Ideal,G,VS1,EX,EX,GIA,3880
1.54,Very Good,D,VS1,VG,VG,GIA,16750
0.91,Fair,G,VS1,EX,VG,GIA,4036
0.79,Very Good,I,VS1,EX,EX,GIA,2727
0.9,Ideal,H,VS1,G,VG,GIA,4201
1.04,Very Good,H,VVS2,VG,G,GIA,6364
0.79,Very Good,H,VS1,EX,VG,GIA,2756
1.01,Very Good,F,VS2,EX,VG,GIA,6847
1.01,Ideal,F,VS2,EX,EX,GIA,7258
2,Very Good,F,VVS2,EX,EX,GIA,37839
2.02,Ideal,H,SI1,VG,VG,GIA,17844
1.22,Ideal,H,VS1,EX,EX,GIA,8167
0.82,Ideal,D,VS2,EX,EX,GIA,4682
1.01,Good,E,VS2,G,G,GIA,6691
2.07,Ideal,G,SI1,VG,VG,GIA,20951
1.27,Good,E,VS1,VG,VG,GIA,10474
2.18,Very Good,G,SI1,VG,EX,GIA,20773
1.02,Ideal,I,SI1,ID,ID,AGSL,4639
1.12,Good,H,SI1,EX,G,AGSL,5420
1.28,Very Good,F,VVS2,VG,G,GIA,11723
1.03,Very Good,H,VS2,VG,EX,GIA,5528
0.9,Ideal,G,IF,ID,ID,AGSL,6344
0.93,Very Good,I,VS1,EX,EX,GIA,4033
2.02,Good,F,VS2,VG,G,GIA,26216
1.27,Ideal,G,VVS1,EX,VG,GIA,10750
1,Good,E,SI1,G,VG,GIA,5111
0.79,Ideal,D,VS2,EX,VG,GIA,3768
2.01,Good,G,SI1,VG,VG,GIA,18613
2.01,Good,G,SI1,VG,G,GIA,20739
2.03,Ideal,D,IF,EX,VG,GIA,66822
1.01,Very Good,G,VS2,EX,ID,AGSL,6213
1.2,Very Good,G,VS2,VG,VG,GIA,7421
1.08,Ideal,D,SI1,EX,VG,GIA,6532
2.01,Very Good,F,VS1,VG,VG,GIA,30707
1.33,Ideal,G,VVS1,EX,EX,GIA,12501
1.05,Ideal,I,SI1,VG,VG,GIA,4466
1,Very Good,F,VS2,G,G,GIA,6619
0.91,Fair,H,VVS1,VG,VG,GIA,4115
2.03,Ideal,D,VS1,EX,EX,GIA,41532
0.9,Very Good,D,SI1,VG,VG,GIA,4466
1,Good,H,SI1,VG,G,GIA,4447
1.51,Very Good,F,VS2,VG,VG,GIA,13012
1.13,Ideal,H,VS1,EX,EX,GIA,7571
1,Fair,E,SI1,VG,VG,GIA,5247
1.03,Very Good,H,SI1,G,VG,GIA,4836
1.25,Very Good,F,IF,VG,VG,GIA,13953
1.54,Signature-Ideal,F,VS1,EX,EX,GIA,18416
1,Good,F,VS2,VG,VG,GIA,6457
2.03,Very Good,F,SI1,VG,G,GIA,22484
2.04,Ideal,F,SI1,EX,EX,GIA,21516
2.01,Very Good,G,VS2,VG,EX,GIA,23891
1,Very Good,D,VS2,VG,G,GIA,6440
1.23,Ideal,G,VS1,EX,EX,GIA,9863
2.21,Very Good,I,SI1,VG,VG,GIA,17784
0.93,Ideal,E,SI1,EX,EX,GIA,4700
1.58,Very Good,H,VS1,EX,VG,GIA,12483
0.9,Fair,E,VVS2,G,G,GIA,5551
1.51,Very Good,G,SI1,EX,VG,GIA,10971
1.5,Ideal,G,VS2,VG,VG,GIA,12083
0.85,Ideal,H,VS1,EX,EX,GIA,4582
1.01,Ideal,G,VS2,ID,ID,AGSL,6663
1.01,Very Good,G,VS1,EX,EX,GIA,7021
0.93,Ideal,H,SI1,EX,EX,GIA,4413
1.11,Ideal,E,SI1,EX,EX,GIA,6800
2.01,Good,E,VS2,VG,VG,GIA,29826
0.8,Good,E,VS1,EX,VG,GIA,4444
1.01,Signature-Ideal,G,VS2,ID,ID,AGSL,7179
0.75,Very Good,E,VS1,G,G,GIA,3314
1.01,Very Good,F,VS2,EX,EX,GIA,8330
2.46,Ideal,F,VS2,EX,EX,GIA,38641
2.01,Very Good,I,SI1,VG,VG,GIA,14956
0.78,Signature-Ideal,E,VS1,ID,ID,AGSL,4421
0.93,Ideal,G,IF,EX,EX,GIA,7869
2.04,Ideal,G,SI1,VG,EX,GIA,21374
2.21,Very Good,F,SI1,VG,VG,GIA,24447
2,Very Good,G,VS1,VG,G,GIA,24944
1.04,Ideal,F,VS1,VG,VG,GIA,7925
1.04,Very Good,F,VS2,G,VG,GIA,6405
0.78,Very Good,H,SI1,VG,EX,GIA,2600
0.88,Very Good,I,SI1,VG,VG,AGSL,2823
2.11,Ideal,H,IF,EX,EX,GIA,31645
1.02,Very Good,F,SI1,VG,VG,GIA,5287
1.15,Signature-Ideal,E,VS2,ID,ID,AGSL,9967
0.91,Fair,E,SI1,VG,VG,GIA,4074
1.02,Fair,E,VS2,VG,VG,GIA,6019
2.1,Ideal,G,VS2,ID,ID,AGSL,27493
2.24,Very Good,G,VS1,VG,G,GIA,30455
1.28,Very Good,H,VS2,EX,VG,GIA,7609
0.81,Very Good,G,VVS2,EX,EX,GIA,3821
2.24,Ideal,G,VS2,ID,ID,AGSL,26511
1.24,Signature-Ideal,F,VVS2,ID,ID,AGSL,14233
