Id,C_MSSubClass,C_MSZoning,Numeric_LotFrontage,Numeric_LotArea,C_Street,C_Alley,C_LotShape,C_LandContour,C_Utilities,C_LotConfig,C_LandSlope,C_Neighborhood,C_Condition1,C_Condition2,C_BldgType,C_HouseStyle,Int_OverallQual,Int_OverallCond,C_YearBuilt,C_YearRemodAdd,C_RoofStyle,C_RoofMatl,C_Exterior1st,C_Exterior2nd,C_MasVnrType,Numeric_MasVnrArea,C_ExterQual,C_ExterCond,C_Foundation,C_BsmtQual,C_BsmtCond,C_BsmtExposure,C_BsmtFinType1,Numeric_BsmtFinSF1,C_BsmtFinType2,Numeric_BsmtFinSF2,Numeric_BsmtUnfSF,Numeric_TotalBsmtSF,C_Heating,C_HeatingQC,C_CentralAir,C_Electrical,Numeric_1stFlrSF,Numeric_2ndFlrSF,Numeric_LowQualFinSF,Numeric_GrLivArea,Int_BsmtFullBath,Int_BsmtHalfBath,Int_FullBath,Int_HalfBath,Int_BedroomAbvGr,Int_KitchenAbvGr,C_KitchenQual,Int_TotRmsAbvGrd,C_Functional,Int_Fireplaces,C_FireplaceQu,C_GarageType,C_GarageYrBlt,C_GarageFinish,Int_GarageCars,Numeric_GarageArea,C_GarageQual,C_GarageCond,C_PavedDrive,Numeric_WoodDeckSF,Numeric_OpenPorchSF,Numeric_EnclosedPorch,Numeric_3SsnPorch,Numeric_ScreenPorch,Numeric_PoolArea,C_PoolQC,C_Fence,C_MiscFeature,Numeric_MiscVal,C_MoSold,C_YrSold,C_SaleType,C_SaleCondition,SalePrice,Log_LotFrontage,Log_LotArea,Log_MasVnrArea,Log_BsmtFinSF1,Log_BsmtFinSF2,Log_BsmtUnfSF,Log_TotalBsmtSF,Log_1stFlrSF,Log_2ndFlrSF,Log_LowQualFinSF,Log_GrLivArea,Log_GarageArea,Log_WoodDeckSF,Log_OpenPorchSF,Log_EnclosedPorch,Log_3SsnPorch,Log_ScreenPorch,Log_PoolArea,Log_MiscVal,C_Feature_Bldg_Class,Numeric_Feature_SD_LotArea,C_Feature_1_SD_Away_LotArea,C_Feature_MSZoning,C_Feature_LotShape,C_Feature_LotConfig,C_Feature_LandSlope,C_Feature_Neighbourhood_Class,C_Feature_Neighbourhood,C_Feature_Condition1_1,C_Feature_Condition1_2,C_Feature_Condition2,C_Feature_BldgType,C_Feature_HouseStyle_1,C_Feature_HouseStyle_2,Int_Feature_HouseStyle_3,Int_Feature_Overall_Qual,Int_Feature_Overall_Cond,C_Feature_OverallQual,C_Feature_OverallCond,Int_Feature_YearBuilt_Age,C_Feature_YearBuilt_Age_2,C_Feature_YearBuilt_Age_3,Int_Feature_YearBuilt_Age_3,C_Feature_YearBuilt_interaction,Int_Feature_Reomod_Age,C_Feature_Remod_Flag,C_Feature_YearRemod_Age_2,C_Feature_YearRemod_Age_3,C_Feature_YearRemod_interaction,C_Feature_RoofStyle,C_Feature_RoofMatl,C_Feature_Exterior1st,C_Feature_Exterior2nd,C_Feature_Exterior2nd_Flag,C_Feature_MasVnrType,Int_Feature_ExterQual,C_Feature_ExterQual_Flag,Int_Feature_ExterQual_2,Int_Feature_ExterCond,C_Feature_ExterCond_Flag,Int_Feature_ExterCond_2,C_Feature_ExterCond_Depr_Flag,Int_Feature_Years_Depreciated,C_Feature_Foundation,Int_Feature_BsmtQual,Int_Feature_BsmtQual_2,Int_Feature_BsmtCond,C_Feature_BsmtQual_BsmtCond,Int_Feature_BsmtExposure,C_Feature_QCE,C_Feature_BsmtFinTyp1_1,C_Feature_BsmtFintyp1_2,C_Feature_BsmtFinTyp2_1,C_Feature_BsmtFinTyp2_2,C_Feature_Heating,Int_Feature_Heating_QC,C_Feature_Heating_and_QC,C_Feature_Electrical,C_Feature_2ndFlr_Flag,C_Feature_LowQualSF,C_Feature_BsmtFullBath,C_Feature_BsmtHalfBath,C_Feature_FullBath,C_Feature_HalfBath,Int_Feature_Bsmt_TotalBath,Int_Feature_TotalBath,Int_Feature_Tot_HalfBath,Int_Feature_Tot_FullBath,Int_Feature_TotBath,C_Feature_KitchenAbvGrd,Int_Feature_KitchenQual,C_Feature_Kitchen_NQ,C_Feature_TotRmsAbvGrd,C_Feature_Functional,Int_Feature_Firplace_QU,C_Feature_GarageType,C_Feature_Garage_Flag,Int_GarageYearBuilt_Age,C_GarageYear_df_than_built_flag,Int_Feature_GarageQual,Int_Feature_GarageCond,C_Feature_Qual_Cond,C_Feature_Paved,Numeric_Feature_TotalPorch_Area,Numeric_Feature_Log_TotalPorch,C_Feature_WoodDeckSF_Flag,C_Feature_OpenPorchSF_Flag,C_Feature_EnclosedPorch_Flag,C_Feature_3SsnPorch_Flag,C_Feature_ScreenPorch_Flag,C_sumof_Flags,C_sumof_Flags_inverse,C_Feature_Fence_Flag,C_Feature_SaleCondition,C_Feature_SaleType,Numeric_Feature_TotalArea,Numeric_Feature_Log_TotalArea
11,20,RL,70,11200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,906,Unf,0,134,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1965,Unf,1,384,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,2,2008,WD,Normal,129500,1.84509804,4.049218023,0,2.957128198,0,2.127104798,3.017033339,3.017033339,0,0,3.017033339,2.584331224,0,0,0,0,0,0,0,1,0.08,0,0,1,Inside,1,Below Average,Sawyer,1,1,0,1,1Story,1,5,5,5,5,5,43,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,43,0,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Hip,CompShg,HdBoard,HdBoard,0,1,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,1,1,1,0,1,0,1,1,0,2,2,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,43,0,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,WD,2080,3.318063335
12,60,RL,85,11924,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Sdng,Stone,286,Ex,TA,PConc,Ex,TA,No,GLQ,998,Unf,0,177,1175,GasA,Ex,Y,SBrkr,1182,1142,0,2324,1,0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,2005,Fin,3,736,TA,TA,Y,147,21,0,0,0,0,None,None,None,0,7,2006,New,Partial,345000,1.929418926,4.076421967,2.456366033,2.999130541,0,2.247973266,3.070037867,3.072617477,3.057666104,0,3.366236124,2.866877814,2.167317335,1.322219295,0,0,0,0,0,1,0.15,0,0,0,Inside,1,Expensive,NridgHt,1,1,0,1,2Story,1,6,9,5,9,5,1,Less than 20 Years,1,1,Less than 20 Years AND 1,0,1,Less than 20 Years,1,Less than 20 Years AND 1,Hip,CompShg,WdShing,Wd Sdng,1,0,5,1,5,3,0,3,Depreciated,0,PConc,5,120,3,5 AND 3,1,5 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,1,0,3,0,1,3,0,4,4,1 Kitchen,5,1 Kitchen AND 5,10 or more,1,4,BuiltIn,0,1,0,3,3,3 AND 3,1,168,2.225309282,0,0,1,1,1,3,2,1,0,New,3953,3.596926814
13,20,RL,0,12968,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,737,Unf,0,175,912,GasA,TA,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1962,Unf,1,352,TA,TA,Y,140,0,0,0,176,0,None,None,None,0,9,2008,WD,Normal,144000,0,4.112873002,0,2.867467488,0,2.243038049,2.959994838,2.959994838,0,0,2.959994838,2.546542663,2.146128036,0,0,0,2.245512668,0,0,1,0.25,0,0,0,Inside,1,Below Average,Sawyer,1,1,0,1,1Story,1,5,5,6,5,6,46,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,46,0,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Hip,CompShg,HdBoard,Plywood,1,1,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,1,0,1,0,1,1,0,2,2,1 Kitchen,3,1 Kitchen AND 3,Less than 4,1,0,Detchd,0,46,0,3,3,3 AND 3,1,316,2.499687083,0,1,1,1,0,3,2,1,1,WD,2140,3.330413773
14,20,RL,91,10652,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1494,1494,GasA,Ex,Y,SBrkr,1494,0,0,1494,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,840,TA,TA,Y,160,33,0,0,0,0,None,None,None,0,8,2007,New,Partial,279500,1.959041392,4.027431158,2.485721426,0,0,3.174350597,3.174350597,3.174350597,0,0,3.174350597,2.924279286,2.204119983,1.51851394,0,0,0,0,0,1,0.02,0,0,0,Inside,1,Average,CollgCr,1,1,0,1,1Story,1,5,7,5,7,5,1,Less than 20 Years,1,1,Less than 20 Years AND 1,0,1,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,0,PConc,4,99,3,4 AND 3,3,4 AND 3 AND 3,0,1,0,1,GasA,5,GasA AND 5,SBrkr,1,1,0,0,2,0,0,2,0,2,2,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,4,Attchd,0,1,0,3,3,3 AND 3,1,193,2.285557309,0,0,1,1,1,3,2,1,0,New,3487,3.542451947
15,20,RL,0,10920,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212,TA,TA,CBlock,TA,TA,No,BLQ,733,Unf,0,520,1253,GasA,TA,Y,SBrkr,1253,0,0,1253,1,0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960,RFn,1,352,TA,TA,Y,0,213,176,0,0,0,None,GdWo,None,0,5,2008,WD,Normal,157000,0,4.038222638,2.326335861,2.865103975,0,2.716003344,3.097951071,3.097951071,0,0,3.097951071,2.546542663,0,2.328379603,2.245512668,0,0,0,0,1,0.05,0,0,0,Corner,1,Below Average,NAmes,1,1,0,1,1Story,1,5,6,5,6,5,48,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,48,0,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Hip,CompShg,MetalSd,MetalSd,0,0,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,1,0,1,1,1,2,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,2,Attchd,0,48,0,3,3,3 AND 3,1,389,2.589949601,1,0,0,1,1,3,2,0,1,WD,3107,3.492341253
16,45,RM,51,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Ex,Y,FuseA,854,0,0,854,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1991,Unf,2,576,TA,TA,Y,48,112,0,0,0,0,None,GdPrv,None,0,7,2007,WD,Normal,132000,1.707570176,3.786751422,0,0,0,2.920123326,2.920123326,2.931457871,0,0,2.931457871,2.760422483,1.681241237,2.049218023,0,0,0,0,0,0,-0.44,0,0,1,Corner,1,Below Average,BrkSide,1,1,0,1,1.5Unf,0,1,7,8,7,8,78,More than 50 but less than 100 Years,8,8,More than 50 but less than 100 Years AND 8,6,1,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,BrkTil,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,1,0,1,GasA,5,GasA AND 5,Other,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,16,1,3,3,3 AND 3,1,160,2.204119983,0,0,1,1,1,3,2,0,1,WD,1846,3.266231697
17,20,RL,0,11241,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180,TA,TA,CBlock,TA,TA,No,ALQ,578,Unf,0,426,1004,GasA,Ex,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970,Fin,2,480,TA,TA,Y,0,0,0,0,0,0,None,None,Shed,700,3,2010,WD,Normal,149000,0,4.050804948,2.255272505,2.761927838,0,2.629409599,3.001733713,3.001733713,0,0,3.001733713,2.681241237,0,0,0,0,0,0,2.84509804,1,0.08,0,0,0,CulDSac,1,Below Average,NAmes,1,1,0,1,1Story,1,5,6,7,6,7,40,More than 20 but less than 50,4,4,More than 20 but less than 50 AND 4,40,0,More than 20 but less than 50,4,More than 20 but less than 50 AND 4,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,1,1,1,0,1,0,1,1,0,2,2,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,3,Attchd,0,40,0,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,WD,2188,3.340047318
18,90,RL,72,10791,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1296,0,0,1296,0,0,2,0,2,2,TA,6,Typ,0,None,CarPort,1967,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,None,None,Shed,500,10,2006,WD,Normal,90000,1.857332496,4.033061693,0,0,0,0,0,3.112605002,0,0,3.112605002,2.712649702,0,0,0,0,0,0,2.698970004,0,0.03,0,0,1,Inside,1,Below Average,Sawyer,1,1,0,0,1Story,1,5,4,5,4,5,39,More than 20 but less than 50,4,4,More than 20 but less than 50 AND 4,39,0,More than 20 but less than 50,4,More than 20 but less than 50 AND 4,Gable,CompShg,MetalSd,MetalSd,0,1,3,0,3,3,0,3,Constant,0,Other,0,0,0,0 AND 0,0,0 AND 0 AND 0,1,0,0,0,GasA,3,GasA AND 3,SBrkr,1,1,0,0,2,0,0,2,0,2,2,More than 1,3,More than 1 AND 3,Between 5 - 7,1,0,Other,0,39,0,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,WD,1296,3.112605002
19,20,RL,66,13695,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,GLQ,646,Unf,0,468,1114,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,0,1,1,3,1,Gd,6,Typ,0,None,Detchd,2004,Unf,2,576,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,6,2008,WD,Normal,159000,1.819543936,4.136562037,0,2.810232518,0,2.670245853,3.046885191,3.046885191,0,0,3.046885191,2.760422483,0,2.008600172,0,0,0,0,0,1,0.33,0,0,1,Inside,1,Average,SawyerW,0,3,1,1,1Story,1,5,5,5,5,5,4,Less than 20 Years,1,1,Less than 20 Years AND 1,4,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,1,3,0,3,3,0,3,Constant,0,PConc,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,1,1,1,0,1,1,1,2,1,2,3,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,0,Detchd,0,4,0,3,3,3 AND 3,1,102,2.008600172,1,0,1,1,1,4,1,1,1,WD,2330,3.367355921
20,20,RL,70,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,No,LwQ,504,Unf,0,525,1029,GasA,TA,Y,SBrkr,1339,0,0,1339,0,0,1,0,3,1,TA,6,Min1,0,None,Attchd,1958,Unf,1,294,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2009,COD,Abnorml,139000,1.84509804,3.878521796,0,2.702430536,0,2.720159303,3.012415375,3.126780577,0,0,3.126780577,2.46834733,0,0,0,0,0,0,0,1,-0.29,0,0,1,Inside,1,Below Average,NAmes,1,1,0,1,1Story,1,5,5,6,5,6,51,More than 50 but less than 100 Years,6,6,More than 50 but less than 100 Years AND 6,44,1,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Hip,CompShg,BrkFace,Plywood,1,1,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,0,0,Attchd,0,51,0,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,0,0,COD,2368,3.374381698
21,60,RL,101,14215,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005,RFn,3,853,TA,TA,Y,240,154,0,0,0,0,None,None,None,0,11,2006,New,Partial,325300,2.004321374,4.152746864,2.579783597,0,0,3.063708559,3.063708559,3.063708559,3.085647288,0,3.375846436,2.930949031,2.380211242,2.187520721,0,0,0,0,0,1,0.38,0,0,0,Corner,1,Expensive,NridgHt,1,1,0,1,2Story,1,6,8,5,8,5,1,Less than 20 Years,1,1,Less than 20 Years AND 1,0,1,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,0,PConc,5,120,3,5 AND 3,3,5 AND 3 AND 3,0,1,0,1,GasA,5,GasA AND 5,SBrkr,0,1,0,0,3,1,0,4,1,3,4,1 Kitchen,4,1 Kitchen AND 4,9 Rooms,1,4,BuiltIn,0,1,0,3,3,3 AND 3,1,394,2.595496222,0,0,1,1,1,3,2,1,0,New,4308,3.634275695
22,45,RM,57,7449,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,637,637,GasA,Ex,Y,FuseF,1108,0,0,1108,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1930,Unf,1,280,TA,TA,N,0,0,205,0,0,0,None,GdPrv,None,0,6,2007,WD,Normal,139400,1.755874856,3.872097974,0,0,0,2.804139432,2.804139432,3.04453976,0,0,3.04453976,2.447158031,0,0,2.311753861,0,0,0,0,0,-0.31,0,0,1,Inside,1,Below Average,IDOTRR,1,1,0,1,1.5Unf,0,1,7,7,7,7,77,More than 50 but less than 100 Years,8,8,More than 50 but less than 100 Years AND 8,57,1,More than 50 but less than 100 Years,6,More than 50 but less than 100 Years AND 6,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,PConc,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,1,0,1,GasA,5,GasA AND 5,Other,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,4,Attchd,0,77,0,3,3,3 AND 3,0,205,2.311753861,1,1,0,1,1,4,1,0,1,WD,1950,3.290034611
23,20,RL,75,9742,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1777,1777,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,534,TA,TA,Y,171,159,0,0,0,0,None,None,None,0,9,2008,WD,Normal,230000,1.875061263,3.988648125,2.44870632,0,0,3.249687428,3.249687428,3.254064453,0,0,3.254064453,2.727541257,2.23299611,2.201397124,0,0,0,0,0,1,-0.07,0,0,1,Inside,1,Average,CollgCr,1,1,0,1,1Story,1,5,8,5,8,5,6,Less than 20 Years,1,1,Less than 20 Years AND 1,6,0,Less than 20 Years,1,Less than 20 Years AND 1,Hip,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,6,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,1,0,1,GasA,5,GasA AND 5,SBrkr,1,1,0,0,2,0,0,2,0,2,2,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,4,Attchd,0,6,0,3,3,3 AND 3,1,330,2.51851394,0,0,1,1,1,3,2,1,1,WD,4183,3.621487865
24,120,RM,44,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,840,Unf,0,200,1040,GasA,TA,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976,Unf,2,572,TA,TA,Y,100,110,0,0,0,0,None,None,None,0,6,2007,WD,Normal,129900,1.643452676,3.62572391,0,2.924279286,0,2.301029996,3.017033339,3.025305865,0,0,3.025305865,2.757396029,2,2.041392685,0,0,0,0,0,1,-0.63,0,0,1,Inside,1,Below Average,Other Grouped,1,1,0,1,1Story,1,5,5,7,5,7,31,More than 20 but less than 50,4,4,More than 20 but less than 50 AND 4,31,0,More than 20 but less than 50,4,More than 20 but less than 50 AND 4,Gable,CompShg,CemntBd,CemntBd,0,1,3,0,3,3,0,3,Constant,0,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,1,0,1,0,1,1,0,2,2,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,3,Attchd,0,31,0,3,3,3 AND 3,1,210,2.322219295,0,0,1,1,1,3,2,1,1,WD,2310,3.36361198
25,20,RL,0,8246,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,TA,Mn,Rec,188,ALQ,668,204,1060,GasA,Ex,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968,Unf,1,270,TA,TA,Y,406,90,0,0,0,0,None,MnPrv,None,0,5,2010,WD,Normal,154000,0,3.91624333,0,2.274157849,2.824776462,2.309630167,3.025305865,3.025305865,0,0,3.025305865,2.431363764,2.608526034,1.954242509,0,0,0,0,0,1,-0.22,0,0,0,Inside,1,Below Average,Sawyer,1,1,0,1,1Story,1,5,5,8,5,8,42,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,9,1,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,Plywood,Plywood,0,1,3,0,3,4,0,4,Improved,0,CBlock,3,89,3,3 AND 3,2,3 AND 3 AND 2,0,0,1,0,GasA,5,GasA AND 5,SBrkr,1,1,1,0,1,0,1,1,0,2,2,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,3,Attchd,0,42,0,3,3,3 AND 3,1,496,2.695481676,0,0,1,1,1,3,2,0,1,WD,2616,3.41763774
26,20,RL,110,14230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1566,1566,GasA,Ex,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,3,890,TA,TA,Y,0,56,0,0,0,0,None,None,None,0,7,2009,WD,Normal,256300,2.041392685,4.1532049,2.806179974,0,0,3.194791758,3.194791758,3.204119983,0,0,3.204119983,2.949390007,0,1.748188027,0,0,0,0,0,1,0.38,0,0,1,Corner,1,Expensive,NridgHt,1,1,0,1,1Story,1,5,8,5,8,5,2,Less than 20 Years,1,1,Less than 20 Years AND 1,2,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,2,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,1,0,1,GasA,5,GasA AND 5,SBrkr,1,1,0,0,2,0,0,2,0,2,2,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,4,Attchd,0,2,0,3,3,3 AND 3,1,56,1.748188027,1,0,1,1,1,4,1,1,1,WD,3862,3.586812269
27,20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,TA,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,Gd,5,Typ,0,None,Detchd,2005,Unf,2,576,TA,TA,Y,222,32,0,0,0,0,None,None,None,0,5,2010,WD,Normal,134800,1.77815125,3.857332496,0,2.369215857,2.686636269,2.255272505,2.954242509,2.954242509,0,0,2.954242509,2.760422483,2.346352974,1.505149978,0,0,0,0,0,1,-0.33,0,0,1,Corner,1,Below Average,NAmes,1,1,0,1,1Story,1,5,5,7,5,7,59,More than 50 but less than 100 Years,6,6,More than 50 but less than 100 Years AND 6,10,1,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,2,3 AND 3 AND 2,0,0,1,0,GasA,3,GasA AND 3,SBrkr,1,1,0,1,1,0,1,1,1,1,2,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,0,Detchd,0,5,1,3,3,3 AND 3,1,254,2.404833717,0,0,1,1,1,3,2,1,1,WD,2054,3.312600439
