fips,area_name,state_abbreviation,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
40133,Seminole County,OK,25421,25482,-0.2,25482,6.5,25.5,17.0,50.9,68.3,4.6,19.1,0.4,0.1,7.5,4.5,65.6,86.8,1.3,4.9,82.3,14.1,1931,22.1,11661,73.9,8.0,70500,9327,2.66,18321,33819,22.9,469,5783,-5.9,1434,0,0.0,0.0,0.0,0.0,0.0,0.0,124712,85075,192627,8018,17655,5,632.84,40.3
40135,Sequoyah County,OK,41358,42439,-2.5,42391,5.8,24.1,16.9,50.6,66.7,2.0,21.3,0.6,0.1,9.4,3.8,64.2,83.6,1.5,4.1,81.3,13.3,3147,23.8,18844,71.5,8.0,85800,15624,2.65,18131,35742,21.4,572,6972,1.4,2685,3856,0.0,16.6,0.0,0.0,0.0,23.5,272324,0,362440,8845,34857,70,673.27,63.0
40137,Stephens County,OK,44493,45048,-1.2,45048,6.4,23.8,18.0,51.3,86.7,2.1,5.6,0.6,0.1,4.8,7.1,80.9,81.0,2.1,5.7,85.5,17.4,4352,20.0,20689,70.8,7.6,89300,17690,2.51,23038,43885,14.6,1080,13229,-1.1,3065,3992,0.0,4.0,0.0,0.0,0.0,25.6,1084940,0,495092,11474,38788,36,870.24,51.8
40139,Texas County,OK,21853,20640,5.9,20640,8.1,27.6,10.5,46.8,89.2,3.6,1.9,3.2,0.4,1.8,45.9,46.7,80.4,22.4,38.1,71.0,18.8,835,15.5,8174,64.6,8.3,89000,7180,2.87,22064,49901,12.8,488,7660,3.3,1292,1444,0.0,0.0,0.0,0.0,7.5,13.4,0,0,182625,9063,24433,9,2041.26,10.1
40141,Tillman County,OK,7628,7992,-4.6,7992,6.2,24.4,18.2,50.1,82.7,8.7,4.1,0.4,0.2,3.9,25.4,60.8,81.3,4.4,15.1,77.3,16.0,655,21.6,4051,73.5,5.8,52800,3013,2.5,18035,36354,20.2,143,1264,-2.6,448,880,0.0,0.0,0.0,0.0,0.0,0.0,0,56815,35829,4419,2747,1,871.13,9.2
40143,Tulsa County,OK,629598,603442,4.3,603403,7.4,25.6,13.0,51.3,73.7,10.8,6.7,2.8,0.1,5.8,11.8,63.7,81.6,7.9,12.2,88.5,29.7,43454,19.3,277004,60.9,25.3,134100,241915,2.48,27676,48181,15.9,18583,322777,1.5,46906,61112,4.3,5.4,2.7,0.0,2.3,25.9,16400140,10026188,9580670,16366,1226453,3464,570.25,1058.1
40145,Wagoner County,OK,75702,73087,3.6,73085,6.2,25.1,14.9,50.5,76.9,3.9,10.3,1.6,0.1,7.3,5.6,72.4,87.3,3.3,5.5,88.8,21.6,6644,24.6,30773,82.5,5.0,138400,27016,2.73,24874,55723,11.2,919,8705,8.3,5077,5689,1.5,8.6,0.9,0.0,0.0,24.7,561449,107645,276389,4112,30694,330,561.56,130.1
40147,Washington County,OK,51937,50977,1.9,50976,6.4,23.7,18.6,51.4,78.5,2.7,10.6,1.7,0.0,6.4,5.7,74.0,83.4,3.1,5.5,89.4,25.2,4494,17.7,23633,72.9,11.5,111000,21332,2.37,27053,48687,14.8,1192,19631,1.8,3163,4462,0.0,7.1,0.9,0.0,0.0,21.6,353507,0,626397,12552,72525,91,415.45,122.7
40149,Washita County,OK,11547,11629,-0.7,11629,6.7,25.8,16.5,49.8,91.5,1.2,3.9,0.3,0.0,3.0,9.6,83.9,85.7,2.3,6.0,85.0,18.0,942,22.8,5461,70.7,3.8,76500,4630,2.48,23811,46686,16.3,238,1580,1.2,843,979,0.0,0.0,0.0,0.0,0.0,21.3,0,38668,76437,6572,3256,0,1003.17,11.6
40151,Woods County,OK,9288,8878,4.6,8878,5.9,20.3,16.1,46.2,89.7,3.3,2.9,1.2,0.1,2.8,6.4,84.2,79.6,1.1,4.1,88.8,27.1,728,15.0,4448,66.2,10.3,80700,3439,2.27,26022,51619,15.4,284,2796,7.5,792,942,0.0,0.0,0.0,0.0,0.0,19.5,0,69018,99783,11779,10403,1,1286.45,6.9
40153,Woodward County,OK,21529,20081,7.2,20081,7.5,25.8,13.9,47.0,91.2,2.1,3.4,0.9,0.1,2.5,12.1,80.7,86.1,3.8,6.1,85.3,17.8,1339,18.3,8927,71.8,10.7,104300,7382,2.63,24922,51867,15.2,809,8905,2.6,1532,2119,0.0,0.0,0.0,0.0,0.0,20.2,0,140638,337409,17219,34204,23,1242.4,16.2
41000,Oregon,,3970239,3831073,3.6,3831074,5.8,21.6,16.0,50.5,87.9,2.0,1.8,4.3,0.4,3.6,12.5,77.0,82.0,9.8,14.8,89.4,29.7,323205,22.5,1700549,62.0,23.2,238000,1516456,2.49,26809,50229,16.2,108527,1396563,2.4,260438,348154,1.2,1.2,3.6,0.2,3.3,29.8,66880653,51910777,50370919,13494,7555764,16645,95988.01,39.9
41001,Baker County,OR,16059,16138,-0.5,16134,5.2,19.4,24.7,49.5,95.0,0.6,1.3,0.6,0.1,2.4,3.9,91.6,83.3,1.5,3.9,89.4,20.9,2096,15.0,8821,67.0,12.1,147700,7120,2.18,23234,41500,18.0,521,3896,-0.7,1094,1761,0.0,0.0,0.0,0.0,0.0,0.0,137989,19141,155456,9710,25659,18,3068.36,5.3
41003,Benton County,OR,86316,85581,0.9,85579,4.1,16.9,14.3,49.9,88.2,1.1,0.9,6.0,0.3,3.6,7.0,82.1,78.5,8.8,12.0,94.6,50.0,5561,18.9,37107,57.9,29.3,270500,33384,2.42,26738,48604,22.5,2081,25350,1.5,5510,7157,0.0,0.0,3.4,0.0,0.0,29.3,590473,387072,685172,8398,134027,451,675.94,126.6
41005,Clackamas County,OR,394972,375992,5.0,375992,5.3,22.2,16.2,50.8,90.2,1.0,1.1,4.2,0.3,3.2,8.4,83.1,85.3,8.3,11.8,92.4,31.8,30645,26.9,160781,68.8,20.0,300600,146527,2.58,32781,64352,9.8,11118,132173,6.1,28103,36997,0.6,0.6,3.6,0.0,2.7,28.9,5668235,5292449,5095774,13567,607444,1480,1870.32,201.0
41007,Clatsop County,OR,37474,37037,1.2,37039,5.3,19.6,19.3,50.6,93.1,0.9,1.3,1.6,0.3,2.8,8.1,86.1,81.1,5.8,8.2,91.5,23.2,3979,18.2,21801,62.7,21.5,256500,15749,2.3,25680,44683,16.5,1445,13529,0.8,2684,4221,0.0,0.0,2.0,0.0,0.0,22.7,683627,75515,604480,16299,160570,102,829.05,44.7
41009,Columbia County,OR,49459,49353,0.2,49351,5.1,22.4,17.1,50.3,93.1,0.6,1.4,1.0,0.2,3.6,4.6,89.3,86.3,3.7,4.9,89.6,18.1,5505,31.9,20664,73.9,11.9,213200,19069,2.57,26271,54968,13.6,905,7705,2.8,2587,4017,0.0,1.1,0.0,0.0,0.0,27.5,826200,96784,357383,7306,44223,106,657.36,75.1
41011,Coos County,OR,62475,63043,-0.9,63043,4.9,18.5,24.0,50.7,90.9,0.6,2.9,1.2,0.2,4.2,6.0,85.9,80.8,3.2,4.4,88.0,18.0,8013,19.4,30393,66.1,12.0,177000,26072,2.36,22239,37940,17.8,1569,17480,-0.7,3520,5034,0.0,0.0,0.0,0.0,0.0,30.2,279107,260759,716036,11339,83538,30,1596.17,39.5
41013,Crook County,OR,20998,20978,0.1,20978,4.3,19.4,24.2,50.6,95.2,0.3,1.6,0.7,0.1,2.1,7.4,88.6,80.7,3.1,5.0,84.9,14.5,2788,20.0,10319,70.5,7.1,173000,8880,2.33,20883,38795,19.5,479,3780,-6.8,1387,2236,0.0,0.0,0.0,0.0,0.0,29.2,209877,100505,139916,6147,22704,85,2979.09,7.0
41015,Curry County,OR,22335,22364,-0.1,22364,4.3,15.5,31.3,50.7,92.7,0.4,2.3,1.0,0.1,3.5,6.5,87.1,84.4,3.4,4.6,91.3,20.7,3554,13.0,12607,67.8,13.0,230100,10355,2.13,23972,39516,15.0,660,5077,9.3,1790,2490,0.0,1.2,0.0,0.0,0.0,26.4,190654,0,227007,10555,56246,42,1627.46,13.7
41017,Deschutes County,OR,170388,157733,8.0,157733,5.3,21.3,18.3,50.7,94.7,0.5,1.1,1.1,0.2,2.4,7.8,87.9,82.2,4.4,6.5,93.1,31.0,15475,18.6,82414,65.5,15.0,249500,64568,2.47,27524,50209,14.5,6078,53397,3.8,15397,21423,0.3,1.0,1.6,0.1,1.8,26.2,897387,1222598,2809059,18311,416425,1330,3018.19,52.3
41019,Douglas County,OR,106972,107667,-0.6,107667,5.1,19.5,23.6,50.7,93.1,0.4,2.0,1.1,0.2,3.2,5.2,88.7,82.7,2.9,4.0,87.7,16.1,13624,20.3,48929,68.8,11.3,171300,43846,2.41,21870,40524,18.7,2411,27741,3.1,5697,9160,0.0,0.0,1.8,0.0,0.0,23.6,1506405,0,1169216,11276,228371,166,5036.08,21.4
41021,Gilliam County,OR,1932,1871,3.3,1871,6.1,19.8,24.1,49.9,95.1,0.2,1.4,0.6,0.7,2.0,6.5,89.1,83.3,3.1,6.9,91.0,14.7,217,13.1,1147,63.3,4.8,116400,883,2.15,25320,44743,11.8,72,755,30.2,100,164,0.0,0.0,0.0,0.0,0.0,0.0,0,31643,13474,8141,1505,0,1204.81,1.6
41023,Grant County,OR,7180,7445,-3.6,7445,4.7,18.4,27.3,50.5,94.8,0.3,1.4,0.6,0.2,2.7,3.4,92.1,85.8,1.3,2.1,89.5,20.5,894,18.4,4304,70.4,6.0,136400,3319,2.17,23828,35051,17.3,236,1379,0.7,492,791,0.0,0.0,0.0,0.0,0.0,0.0,0,0,72523,10560,6583,0,4528.54,1.6
41025,Harney County,OR,7126,7422,-4.0,7422,5.1,20.3,22.5,49.4,92.0,0.5,3.9,0.4,0.0,3.1,4.9,87.8,84.7,1.8,3.2,87.9,15.6,723,13.8,3795,64.9,8.2,112300,3113,2.29,20865,38113,18.6,185,1200,-1.6,531,914,0.0,0.0,0.0,0.0,0.0,30.2,0,3000,87576,12936,11056,2,10133.17,0.7
41027,Hood River County,OR,22885,22346,2.4,22346,6.6,25.0,14.1,49.9,94.1,0.6,1.1,1.5,0.2,2.4,30.9,64.4,90.7,16.9,28.2,84.1,30.5,1487,17.0,9506,66.1,15.8,321700,8144,2.62,25181,56725,11.6,975,9506,2.6,1788,2251,1.7,0.0,0.0,0.0,6.0,23.2,245734,224366,293665,13872,55651,88,521.95,42.8
41029,Jackson County,OR,210287,203206,3.5,203206,5.7,21.0,20.2,51.4,92.6,0.8,1.5,1.4,0.3,3.3,12.0,82.1,81.0,5.7,9.4,89.1,24.8,22618,19.4,91919,62.2,17.2,225100,83140,2.42,24378,44005,17.2,5861,66354,5.0,16219,21865,0.0,1.4,1.1,0.0,4.6,29.0,2037469,1047067,3422363,17255,372936,747,2783.55,73.0
41031,Jefferson County,OR,22192,21720,2.2,21720,6.7,24.1,18.0,48.1,75.5,1.0,19.0,0.9,0.3,3.3,19.6,60.2,81.9,7.3,17.6,84.7,17.3,2020,21.3,9767,65.4,11.0,165900,7882,2.62,21593,43373,19.8,358,3581,2.7,974,1466,0.0,5.6,0.0,0.0,0.0,32.6,242914,192437,165302,8056,45756,39,1780.79,12.2
41033,Josephine County,OR,83599,82713,1.1,82713,4.9,19.6,24.8,51.2,93.5,0.6,1.5,1.0,0.2,3.2,7.0,87.6,86.0,2.8,4.4,88.4,17.0,10265,19.4,38022,66.2,12.0,220900,34390,2.37,21791,37733,20.2,1899,20079,1.2,5578,8002,0.0,1.8,0.0,0.0,0.0,25.4,471279,0,1024331,12694,108909,149,1639.67,50.4
41035,Klamath County,OR,65455,66380,-1.4,66380,6.0,21.5,19.2,50.1,89.3,0.9,4.7,1.0,0.2,4.0,11.9,79.4,82.1,5.3,9.0,87.7,19.7,7894,17.9,32763,65.8,11.8,155000,27378,2.38,21489,39627,18.9,1530,16433,1.2,3353,5675,1.2,3.6,1.1,0.0,3.8,26.8,539664,0,788445,11845,103007,75,5941.05,11.2
41037,Lake County,OR,7838,7895,-0.7,7895,4.2,18.5,23.0,46.9,92.5,0.7,2.2,1.1,0.1,3.4,7.8,85.7,77.8,4.1,5.2,83.7,18.6,951,12.4,4401,66.2,5.1,144100,3566,2.09,22056,33611,20.1,191,1163,0.1,478,0,0.0,0.0,0.0,0.0,0.0,0.0,0,40273,52050,7219,7159,9,8138.98,1.0
41039,Lane County,OR,358337,351715,1.9,351715,4.9,19.1,17.4,50.9,90.1,1.1,1.4,2.9,0.3,4.3,8.3,83.1,78.0,5.7,8.9,91.1,27.7,31009,19.6,157899,59.6,22.3,218900,144912,2.38,24224,42931,20.0,9538,117026,3.5,22051,32627,0.6,1.4,2.0,0.0,2.1,30.6,6219861,2889191,4452231,12912,607721,1316,4553.12,77.2
41041,Lincoln County,OR,46406,46032,0.8,46034,5.0,17.0,24.9,51.4,90.1,0.7,4.0,1.3,0.2,3.6,8.5,83.3,83.8,5.2,7.0,89.9,24.4,5793,19.2,30700,65.5,15.2,237200,20913,2.17,25194,42365,16.0,1562,13527,1.8,3278,5268,0.0,0.0,1.7,0.0,0.0,28.3,582682,48423,559591,12180,205434,144,979.77,47.0
41043,Linn County,OR,119356,116672,2.3,116672,6.2,23.2,17.3,50.5,93.4,0.7,1.5,1.1,0.2,3.1,8.4,86.2,84.2,4.4,7.2,89.1,16.9,11747,22.4,49300,66.8,17.2,173600,44722,2.6,21500,46939,17.8,2437,32742,0.8,5715,8697,0.0,0.0,1.7,0.0,2.8,28.0,2737558,956880,1158963,10248,125446,393,2290.13,50.9
41045,Malheur County,OR,30359,31312,-3.0,31313,7.0,25.2,15.8,45.5,92.2,1.5,2.0,1.8,0.2,2.3,33.1,61.7,84.7,10.6,24.5,80.4,13.1,2347,17.3,11617,61.6,14.4,132600,10136,2.69,16352,35578,27.4,712,8023,-1.5,1329,1944,0.0,0.0,2.0,0.0,0.0,0.0,0,0,484644,15637,45264,29,9887.53,3.2
41047,Marion County,OR,326110,315335,3.4,315335,6.8,25.4,14.4,50.1,89.6,1.4,2.6,2.3,0.9,3.3,25.7,66.9,82.3,13.7,25.3,83.2,21.2,25842,21.8,122449,60.3,23.6,192200,113285,2.72,22001,46885,18.6,7685,95058,3.6,15789,23677,0.6,0.0,3.0,0.2,6.6,27.2,2845369,3461700,4016561,12950,0,698,1182.33,266.7
41049,Morrow County,OR,11187,11173,0.1,11173,7.0,28.0,14.5,48.8,93.8,0.9,1.8,0.7,0.3,2.4,35.1,60.6,83.1,17.4,29.3,75.5,9.7,1062,19.4,4447,73.2,10.3,119800,3741,2.98,20663,49940,18.0,179,2725,5.5,506,456,0.0,0.0,0.0,0.0,0.0,0.0,0,49400,17401,1537,7057,16,2031.61,5.5
41051,Multnomah County,OR,776712,735332,5.6,735334,5.9,19.8,11.9,50.6,80.5,5.7,1.5,7.2,0.6,4.4,11.2,71.3,80.0,14.1,19.6,89.7,39.9,44741,24.8,330768,54.2,37.0,271600,305939,2.39,30475,52511,17.8,25361,390372,1.8,62224,75230,3.0,0.8,6.2,0.2,3.0,31.6,10527633,22043828,9868453,14157,2048635,5090,431.3,1704.9
41053,Polk County,OR,77916,75403,3.3,75403,5.8,23.3,17.1,51.7,90.9,0.8,2.5,2.0,0.3,3.4,13.0,79.5,82.3,7.3,12.8,89.8,29.0,6818,24.5,30607,65.4,20.6,217400,28239,2.62,24426,52808,16.5,1336,12758,11.1,3911,5614,0.0,1.8,0.0,0.0,4.3,28.8,416672,70305,375062,5007,0,246,740.79,101.8
41055,Sherman County,OR,1710,1765,-3.1,1765,3.6,18.0,24.8,50.4,94.9,0.6,2.3,0.2,0.1,1.8,6.8,89.4,86.1,2.4,2.6,92.4,16.5,235,20.5,906,64.9,5.5,135400,827,2.24,24314,42639,22.1,52,426,16.7,108,146,0.0,0.0,0.0,0.0,0.0,0.0,0,12037,56043,33162,5895,0,823.69,2.1
41057,Tillamook County,OR,25342,25250,0.4,25250,5.4,19.1,23.4,49.6,94.0,0.5,1.6,1.0,0.3,2.6,10.3,84.7,86.7,6.1,7.7,88.1,20.7,2778,19.1,18463,69.9,8.5,226500,10236,2.4,22452,43676,16.1,704,6371,3.2,1831,2757,0.0,0.0,0.0,0.0,0.0,32.9,633806,31040,224903,8988,53673,82,1102.58,22.9
41059,Umatilla County,OR,76705,75889,1.1,75889,7.2,25.8,14.1,47.7,90.9,1.1,4.3,1.1,0.2,2.4,25.7,67.3,82.4,10.0,20.8,81.9,15.5,6356,16.9,29700,63.8,17.2,142700,26744,2.7,20836,48389,16.5,1533,21299,1.5,3399,4934,0.0,0.0,0.0,0.0,4.6,27.8,0,284500,763606,10482,159389,93,3215.51,23.6
41061,Union County,OR,25691,25744,-0.2,25748,6.0,22.0,18.6,50.9,93.3,0.6,1.2,1.1,1.3,2.5,4.5,89.5,82.0,3.9,5.2,90.6,22.5,2286,16.2,11477,63.4,18.4,156600,10235,2.43,22684,42542,18.6,750,6991,1.0,1553,2282,0.0,0.0,0.0,0.0,0.0,23.7,337099,0,333760,13318,32852,86,2036.61,12.6
41063,Wallowa County,OR,6820,7008,-2.7,7008,5.0,18.3,26.7,51.1,95.8,0.5,0.9,0.5,0.1,2.2,2.8,93.5,86.3,1.4,2.7,93.5,24.0,850,18.9,4075,73.9,8.2,199900,2996,2.27,23131,41994,13.4,356,1535,-5.3,758,890,0.0,0.0,0.0,0.0,0.0,0.0,0,0,82730,12127,7350,23,3146.19,2.2
41065,Wasco County,OR,25515,25213,1.2,25213,6.1,22.5,19.9,50.4,91.1,0.6,4.2,1.0,0.7,2.3,17.0,75.7,84.0,9.6,15.3,85.1,20.1,2450,16.1,11390,64.9,15.8,181600,9612,2.39,22844,43765,18.2,704,7080,0.8,1262,1828,0.0,0.0,0.0,0.0,0.0,22.0,0,0,381866,16089,47598,0,2381.52,10.6
41067,Washington County,OR,562998,529712,6.3,529710,6.6,24.3,11.9,50.7,82.2,2.2,1.1,9.9,0.5,4.0,16.3,67.8,82.6,16.7,23.3,90.8,39.4,32864,24.2,218881,61.0,30.7,282400,201771,2.64,31078,64180,11.4,14380,236283,0.5,33720,43601,0.0,0.0,7.3,0.2,4.7,32.9,24048993,11021762,8754390,16886,849401,3030,724.23,731.4
41069,Wheeler County,OR,1375,1441,-4.6,1441,4.1,15.6,33.2,49.2,93.2,0.1,1.7,0.7,0.3,4.0,5.2,88.7,90.0,0.8,2.0,88.6,16.8,164,22.4,888,72.0,0.9,123700,625,2.0,24575,37974,15.6,29,150,-5.7,141,122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10357,7419,554,0,1714.75,0.8
41071,Yamhill County,OR,101758,99193,2.6,99193,5.7,23.3,15.6,50.1,92.0,1.1,2.0,1.8,0.2,3.0,15.7,77.9,84.0,8.5,14.0,88.0,22.5,7554,23.4,37522,68.8,16.3,224900,34138,2.77,24290,54535,14.6,2315,25887,-3.8,5581,7866,0.0,0.0,0.0,0.0,0.0,25.0,1885753,396840,951130,9890,98905,376,715.86,138.6
42000,Pennsylvania,,12787209,12702884,0.7,12702379,5.6,21.1,16.7,51.1,82.9,11.6,0.3,3.3,0.1,1.8,6.6,77.9,88.0,6.0,10.3,88.7,27.5,943417,25.9,5590373,69.8,20.5,164700,4958427,2.48,28502,52548,13.3,297692,5180805,0.2,778528,981501,4.6,0.3,3.2,0.0,2.3,27.0,234840418,142859202,166842778,13323,19625449,25059,44742.7,283.9
42001,Adams County,PA,101714,101413,0.3,101407,5.1,20.6,18.3,50.7,95.5,1.9,0.4,0.9,0.0,1.3,6.6,89.7,86.8,4.1,6.6,86.0,20.4,8901,27.7,41281,76.7,10.1,198200,38141,2.55,27284,59492,8.7,1902,27938,2.9,6356,8687,0.0,0.0,0.0,0.0,0.6,0.0,2498302,0,832377,8222,160108,272,518.67,195.5
42003,Allegheny County,PA,1231255,1223348,0.6,1223348,5.3,19.0,17.4,51.8,81.0,13.4,0.2,3.4,0.0,2.0,1.9,79.6,87.1,5.0,6.9,92.9,35.9,93347,26.0,589709,65.5,26.8,122400,526004,2.26,31593,51366,12.9,33583,696023,0.5,74402,95698,5.2,0.2,3.1,0.0,1.0,27.6,15725247,18141618,20075411,16456,2540334,2343,730.08,1675.6
42005,Armstrong County,PA,67785,68940,-1.7,68941,5.0,19.7,20.1,50.4,97.9,0.9,0.1,0.3,0.0,0.8,0.7,97.3,90.8,0.6,1.7,88.9,14.6,6204,27.9,32384,76.5,10.0,94100,28525,2.37,23661,45241,13.0,1339,14471,0.0,3490,4908,0.0,0.0,0.0,0.0,0.0,25.5,370895,0,532139,7734,39542,45,653.2,105.5
42007,Beaver County,PA,169392,170539,-0.7,170539,5.1,19.7,19.7,51.6,91.1,6.4,0.1,0.5,0.0,1.8,1.4,89.9,89.7,1.8,3.5,91.0,21.9,15600,25.1,78381,73.4,17.0,115400,70867,2.35,26258,49217,12.2,3430,49161,-1.1,8495,11685,3.0,0.0,0.0,0.0,0.0,26.5,4708830,1180098,1555258,8989,156309,141,434.71,392.3
42009,Bedford County,PA,48946,49768,-1.7,49762,5.0,20.7,20.5,50.1,97.9,0.7,0.2,0.3,0.0,1.0,1.1,97.0,91.9,0.7,3.0,85.2,12.6,4355,28.0,24013,79.8,7.6,120200,20198,2.42,22259,43290,12.6,1043,13299,1.1,3245,4459,0.0,0.0,0.0,0.0,0.0,0.0,728654,295488,581577,11712,70289,66,1012.3,49.2
42011,Berks County,PA,413691,411587,0.5,411442,5.9,22.9,15.9,50.8,88.7,6.7,0.8,1.6,0.1,2.1,18.7,74.2,86.4,6.8,16.7,84.3,22.3,29566,24.5,164822,72.0,18.3,170600,153897,2.59,26723,55170,13.9,8246,148933,0.3,23771,30325,3.4,0.0,1.7,0.0,5.5,27.3,8461848,4417612,4953210,12307,445993,458,856.51,480.4
42013,Blair County,PA,125955,127078,-0.9,127089,5.5,20.6,19.3,51.2,95.9,1.9,0.1,0.7,0.0,1.3,1.2,95.0,88.9,1.2,3.0,90.9,18.4,12862,19.0,56064,72.4,18.0,106500,51433,2.4,23875,42992,14.1,3212,52021,2.8,6055,8728,0.0,0.0,0.0,0.0,0.0,27.3,1931222,1511209,2038719,16182,178855,100,525.8,241.7
42015,Bradford County,PA,61784,62622,-1.3,62622,6.0,22.1,19.6,50.5,97.4,0.6,0.3,0.6,0.0,1.0,1.5,96.2,90.9,1.5,3.1,87.3,17.1,5825,22.5,30129,74.9,12.1,119900,24213,2.55,23667,46963,13.3,1394,19556,-5.3,3580,5145,0.0,0.0,0.0,0.0,0.0,22.8,1772445,0,727813,11864,48780,77,1147.4,54.6
42017,Bucks County,PA,626685,625255,0.2,625249,4.9,21.4,16.7,51.0,89.4,4.1,0.3,4.6,0.1,1.6,4.9,85.3,92.8,8.2,10.9,93.3,35.8,40571,28.3,246842,78.0,19.3,309900,230366,2.68,37466,76555,5.4,18930,245793,-1.6,49858,65114,1.5,0.0,3.5,0.0,2.0,24.9,9316305,9859583,13089805,21067,970247,778,604.31,1034.7
42019,Butler County,PA,185943,183862,1.1,183862,5.0,20.8,17.0,50.6,96.3,1.3,0.1,1.2,0.0,1.0,1.3,95.2,88.3,1.8,3.0,92.7,30.5,15172,26.4,80358,76.8,14.0,169700,73213,2.45,30957,58230,9.3,4766,79977,0.6,11475,15493,0.0,0.0,0.0,0.0,0.6,27.3,5361964,2580221,2527258,13849,269549,624,788.6,233.1
42021,Cambria County,PA,137732,143674,-4.1,143679,4.9,19.3,20.4,50.8,94.3,3.5,0.1,0.6,0.0,1.4,1.5,93.1,89.3,1.2,3.2,88.8,18.3,13695,22.7,65240,73.9,15.6,87100,58208,2.31,22659,41730,14.9,3337,48133,-2.4,6190,9667,1.0,0.0,1.5,0.0,0.0,24.0,1439815,582513,1626462,11212,155969,61,688.35,208.7
42023,Cameron County,PA,4805,5085,-5.5,5085,4.6,17.5,23.8,50.5,97.8,0.4,0.4,0.4,0.0,1.0,0.7,97.2,91.4,1.0,1.2,86.4,14.2,612,15.2,4400,71.5,9.6,69500,2144,2.29,22747,41410,13.1,113,1579,-4.8,242,513,0.0,0.0,0.0,0.0,0.0,0.0,213836,0,29606,5534,2764,0,396.23,12.8
42025,Carbon County,PA,64441,65250,-1.2,65249,4.6,19.7,19.7,50.5,96.1,1.9,0.3,0.5,0.1,1.1,4.1,92.6,91.2,2.9,4.8,87.4,15.1,6219,30.5,34398,78.9,8.2,146700,25903,2.48,24861,48900,11.6,1134,13291,-3.3,3280,5149,2.0,0.0,0.0,0.0,0.0,28.1,514283,35793,483916,7661,104719,70,381.46,171.1
42027,Centre County,PA,158742,153981,3.1,153990,4.1,15.4,12.4,47.6,88.7,3.8,0.2,5.6,0.1,1.6,2.9,86.4,72.4,7.0,9.6,92.7,40.4,9420,19.9,65107,59.6,29.5,192600,57197,2.4,25545,50336,20.5,3252,44783,0.8,9288,11078,0.8,0.0,2.0,0.0,0.9,25.5,1216463,572296,1604290,11134,240050,511,1109.92,138.7
42029,Chester County,PA,512784,499146,2.7,498886,5.7,23.5,14.5,50.8,86.7,6.4,0.3,4.8,0.1,1.7,7.1,80.6,89.8,9.0,11.8,92.8,48.5,31143,27.4,195644,75.7,17.6,325200,184788,2.64,42210,86050,6.9,13950,239228,4.5,39966,49835,2.3,0.0,2.8,0.0,1.4,26.5,6753001,8571403,11338422,23255,783220,1459,750.51,664.7
42031,Clarion County,PA,38821,39989,-2.9,39988,5.0,18.9,18.0,51.2,97.0,1.1,0.2,0.7,0.0,0.9,0.7,96.4,84.3,1.0,3.3,87.9,18.5,3011,22.8,19879,70.9,14.0,106200,15776,2.4,21902,42389,18.3,937,10918,0.5,2443,3460,0.0,0.0,0.0,0.0,0.0,0.0,586557,287384,421097,10563,51159,422,600.83,66.6
42033,Clearfield County,PA,81191,81644,-0.6,81642,4.7,18.6,18.9,47.7,95.3,3.0,0.2,0.7,0.0,0.8,2.9,93.0,89.0,2.0,4.0,87.0,13.5,7849,25.1,38565,76.8,10.8,85100,32192,2.38,21273,41030,14.5,2004,26252,-2.0,4181,5353,0.0,0.0,0.0,0.0,0.0,26.1,0,0,1150136,13875,88010,126,1144.72,71.3
42035,Clinton County,PA,39745,39241,1.3,39238,5.5,20.3,17.2,51.0,96.5,1.8,0.1,0.6,0.1,0.9,1.4,95.2,83.7,1.5,5.5,86.2,17.0,3329,23.3,18993,71.7,16.9,110900,15067,2.45,21875,42184,16.1,759,10950,-2.3,1859,2479,0.0,0.0,0.0,0.0,0.0,24.6,1214979,0,520692,14025,43233,38,887.98,44.2
42037,Columbia County,PA,67122,67296,-0.3,67295,4.6,18.0,17.2,51.7,95.5,2.1,0.2,1.2,0.0,1.0,2.6,93.4,87.3,2.4,3.5,88.0,20.7,5124,21.1,29595,69.6,17.0,135000,26225,2.4,23681,44807,16.6,1373,22851,-0.5,3181,4929,0.0,0.0,0.0,0.0,0.0,25.1,0,109948,826209,12752,90614,79,483.11,139.3
42039,Crawford County,PA,87175,88765,-1.8,88765,5.5,21.4,18.3,51.1,96.0,1.9,0.2,0.6,0.0,1.2,1.2,95.0,88.0,1.1,6.1,86.8,18.7,7843,22.4,44373,73.7,12.8,102700,34831,2.43,21741,42504,15.9,2031,27581,1.6,5380,6868,0.0,0.0,0.0,0.0,0.0,21.5,1632637,146718,877346,9859,90060,73,1012.3,87.7
