satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.45,0.55,2,148,3,0,0,sales,low,1
0.84,1,4,261,5,0,0,sales,low,1
0.11,0.93,6,282,4,0,0,sales,low,1
0.42,0.56,2,133,3,0,0,sales,low,1
0.45,0.46,2,128,3,0,0,sales,low,1
0.46,0.57,2,139,3,0,0,sales,low,1
0.09,0.79,6,293,5,0,0,sales,low,1
0.87,0.83,4,265,6,0,0,sales,low,1
0.1,0.87,6,250,4,0,0,sales,low,1
0.91,1,5,251,6,0,0,sales,low,1
0.76,0.92,4,246,5,0,0,sales,low,1
0.74,1,5,275,5,0,0,sales,low,1
0.92,0.93,5,240,5,0,0,sales,low,1
0.76,0.87,5,245,5,0,0,sales,low,1
0.47,0.5,4,254,4,0,0,sales,low,1
0.73,0.99,5,241,5,0,0,sales,low,1
0.09,0.94,6,257,4,0,0,sales,low,1
0.91,0.92,4,246,5,0,0,sales,low,1
0.82,0.98,4,233,5,0,0,sales,low,1
0.28,0.45,6,218,4,0,0,accounting,low,1
0.84,0.99,4,262,6,0,0,accounting,medium,1
0.45,0.53,2,138,3,0,0,accounting,medium,1
0.45,0.54,2,142,3,0,0,hr,medium,1
0.91,0.97,5,233,5,0,0,hr,medium,1
0.42,0.48,2,155,3,0,0,hr,medium,1
0.82,1,4,229,6,0,0,hr,medium,1
0.11,0.9,6,264,4,0,0,technical,medium,1
0.42,0.53,3,199,4,0,0,technical,medium,1
0.82,0.85,4,223,5,0,0,technical,medium,1
0.09,0.96,6,268,4,0,0,technical,medium,1
0.1,0.94,6,287,4,0,0,technical,medium,1
0.86,1,5,257,5,0,0,technical,medium,1
0.4,0.46,2,143,3,0,0,technical,high,1
0.45,0.46,2,130,3,0,0,technical,low,1
0.42,0.51,2,136,3,0,0,technical,medium,1
0.74,0.92,4,261,5,0,0,technical,medium,1
0.55,0.6,3,180,4,0,0,technical,medium,1
0.37,0.45,2,126,3,0,0,support,medium,1
0.41,0.52,2,127,3,1,0,support,low,1
0.89,0.65,5,195,6,0,0,support,low,1
0.41,0.57,2,160,3,0,0,support,low,1
0.44,0.51,2,150,3,0,0,support,low,1
0.87,0.84,4,264,6,0,0,support,low,1
0.1,0.84,6,309,4,0,0,support,low,1
0.41,0.47,2,135,3,0,0,support,low,1
0.11,0.85,6,261,4,0,0,support,low,1
0.43,0.53,2,160,3,0,0,support,low,1
0.77,0.9,4,237,5,0,0,support,low,1
0.41,0.52,2,136,3,0,0,technical,low,1
0.41,0.48,2,139,3,0,0,technical,low,1
0.36,0.78,2,151,4,0,0,technical,low,1
0.77,1,5,229,5,0,0,management,low,1
0.81,0.98,5,245,5,0,0,IT,low,1
0.39,0.54,2,127,3,0,0,IT,low,1
0.09,0.94,6,283,5,0,0,IT,low,1
0.44,0.46,2,143,3,0,0,IT,low,1
0.1,0.84,5,298,4,0,0,IT,low,1
0.36,0.48,2,159,3,0,0,product_mng,low,1
0.81,0.92,5,239,5,0,0,product_mng,low,1
0.81,0.9,4,226,5,0,0,product_mng,medium,1
0.85,0.98,5,248,5,0,0,product_mng,medium,1
0.1,0.87,6,286,4,0,0,IT,medium,1
0.37,0.54,2,145,3,0,0,RandD,medium,1
0.09,0.97,7,254,4,1,0,RandD,medium,1
0.44,0.53,2,127,3,0,0,RandD,medium,1
0.86,0.93,5,223,5,0,0,RandD,medium,1
0.77,1,4,255,5,0,0,RandD,medium,1
0.41,0.48,2,136,3,0,0,marketing,medium,1
0.4,0.48,2,137,3,0,0,sales,medium,1
0.43,0.49,2,135,3,0,0,accounting,medium,1
0.43,0.5,2,137,3,0,0,support,medium,1
0.8,0.53,3,255,5,0,0,technical,high,1
0.8,0.85,4,273,5,0,0,management,low,1
0.82,0.98,5,234,5,0,0,marketing,medium,1
0.37,0.54,2,152,3,0,0,marketing,medium,1
0.37,0.48,2,134,3,0,0,marketing,medium,1
0.09,0.95,6,292,4,0,0,sales,medium,1
0.9,0.92,5,245,5,0,0,sales,low,1
0.41,0.52,2,159,3,0,0,sales,low,1
0.1,0.85,6,260,4,0,0,sales,low,1
0.44,0.53,2,149,3,0,0,sales,low,1
0.89,0.85,5,266,5,0,0,sales,low,1
0.42,0.56,2,149,3,0,0,sales,low,1
0.87,1,5,242,5,0,0,sales,low,1
0.45,0.57,2,134,3,0,0,sales,low,1
0.11,0.87,5,271,4,0,0,sales,low,1
0.09,0.79,6,275,4,0,0,sales,low,1
0.76,0.83,5,227,5,0,0,sales,low,1
0.11,0.96,7,277,5,0,0,sales,low,1
0.37,0.49,2,151,3,0,0,sales,low,1
0.1,0.79,6,274,4,0,0,sales,low,1
0.77,0.87,4,242,6,0,0,sales,low,1
0.42,0.54,2,143,3,1,0,sales,low,1
0.38,0.52,2,145,3,0,0,sales,low,1
0.32,0.95,5,172,2,0,0,sales,low,1
0.38,0.49,2,135,3,0,0,accounting,low,1
0.19,1,4,192,4,0,0,accounting,low,1
0.1,0.83,7,276,4,0,0,accounting,low,1
0.76,0.88,4,206,4,0,0,hr,medium,1
0.53,0.56,4,281,6,0,0,hr,medium,1
0.39,0.51,2,151,3,0,0,hr,medium,1
0.11,0.83,6,244,4,0,0,hr,medium,1
0.1,0.94,6,309,4,0,0,technical,medium,1
0.84,1,5,218,5,0,0,technical,medium,1
0.82,0.99,4,263,6,0,0,technical,medium,1
0.1,0.82,6,244,4,0,0,technical,medium,1
0.59,0.49,7,263,4,0,0,technical,medium,1
0.44,0.48,2,143,3,0,0,technical,medium,1
0.89,0.95,2,181,5,0,0,technical,medium,1
0.91,0.84,5,265,5,0,0,technical,medium,1
0.66,0.57,5,161,5,0,0,technical,high,1
0.11,0.87,7,282,5,0,0,technical,low,1
0.43,0.51,2,155,3,0,0,technical,medium,1
0.78,0.83,4,217,6,0,0,support,medium,1
0.11,0.97,6,289,5,0,0,support,medium,1
0.83,0.98,4,259,5,0,0,support,medium,1
0.39,0.54,2,158,3,0,0,support,low,1
0.38,0.55,2,158,3,0,0,support,low,1
0.37,0.57,2,155,3,0,0,support,low,1
0.44,0.48,2,146,3,0,0,support,low,1
0.53,0.85,2,164,5,0,0,support,low,1
0.09,0.96,6,259,4,0,0,support,low,1
0.11,0.89,6,293,4,0,0,support,low,1
0.83,0.96,5,275,5,0,0,support,low,1
0.88,1,5,219,6,1,0,technical,low,1
0.1,0.89,6,247,4,0,0,technical,low,1
0.09,0.86,7,309,4,0,0,technical,low,1
0.44,0.54,2,151,3,0,0,management,low,1
0.39,0.51,2,129,3,0,0,IT,low,1
0.87,0.94,4,274,5,0,0,IT,low,1
0.74,0.99,4,233,5,0,0,IT,low,1
0.1,0.95,7,289,4,0,0,IT,low,1
0.74,0.82,4,239,6,0,0,IT,low,1
0.75,0.99,5,221,5,0,0,product_mng,low,1
0.41,0.56,2,150,3,0,0,product_mng,low,1
0.41,0.45,2,144,3,1,0,product_mng,low,1
0.09,0.9,7,289,4,0,0,product_mng,low,1
0.09,0.8,6,301,5,0,0,IT,medium,1
0.39,0.57,2,145,3,0,0,accounting,medium,1
0.4,0.56,2,137,3,0,0,accounting,medium,1
0.37,0.54,2,131,3,1,0,hr,medium,1
0.1,0.84,6,246,4,0,0,hr,medium,1
0.43,0.51,2,136,3,0,0,hr,medium,1
0.75,0.85,5,240,6,1,0,marketing,medium,1
0.37,0.56,2,156,3,0,0,sales,medium,1
0.11,0.85,6,305,4,0,0,accounting,medium,1
0.45,0.45,2,154,3,1,0,support,medium,1
0.87,1,5,261,5,1,0,technical,medium,1
0.11,0.94,7,244,4,0,0,management,medium,1
0.45,0.54,2,129,3,0,0,marketing,high,1
0.81,0.87,4,254,5,0,0,marketing,low,1
0.77,0.91,5,236,5,0,0,marketing,medium,1
0.89,0.92,5,237,5,0,0,sales,medium,1
0.43,0.49,2,135,3,0,0,sales,medium,1
0.78,1,5,236,5,0,0,sales,medium,1
0.37,0.47,2,149,3,0,0,sales,low,1
0.37,0.5,2,141,3,0,0,sales,low,1
0.85,0.82,4,270,5,0,0,sales,low,1
0.41,0.47,2,138,3,0,0,sales,low,1
0.11,0.96,6,298,4,0,0,sales,low,1
0.75,0.99,5,254,5,0,0,sales,low,1
0.82,0.85,5,248,5,0,0,sales,low,1
0.79,1,5,257,6,0,0,sales,low,1
0.43,0.53,2,150,3,0,0,sales,low,1
0.1,0.9,7,281,4,0,0,sales,low,1
0.46,0.48,2,141,3,1,0,sales,low,1
0.43,0.57,2,157,3,0,0,sales,low,1
0.43,0.55,2,136,3,0,0,sales,low,1
0.11,0.8,7,296,4,0,0,sales,low,1
0.09,0.86,6,279,4,0,0,sales,low,1
0.37,0.53,2,131,3,0,0,sales,low,1
0.4,0.57,2,160,3,0,0,accounting,low,1
0.1,0.77,7,291,4,0,0,accounting,low,1
0.41,0.53,2,157,3,0,0,accounting,low,1
0.79,0.58,3,294,4,0,0,hr,low,1
0.11,0.79,7,310,4,0,0,hr,low,1
0.1,0.97,6,282,4,0,0,hr,medium,1
0.44,0.51,2,134,3,0,0,hr,medium,1
0.25,0.46,4,214,4,0,0,technical,medium,1
0.44,0.52,2,137,3,0,0,technical,medium,1
0.73,1,4,252,5,0,0,technical,medium,1
0.75,0.97,5,243,6,0,0,technical,medium,1
0.36,0.47,2,148,3,0,0,technical,medium,1
0.37,0.49,2,151,3,0,0,technical,medium,1
0.39,0.49,2,129,3,0,0,technical,medium,1
0.48,0.78,2,198,2,0,0,technical,medium,1
0.57,0.72,4,275,6,0,0,technical,medium,1
0.9,0.96,5,243,5,0,0,technical,medium,1
0.39,0.55,2,159,3,0,0,technical,high,1
0.44,0.51,2,145,3,0,0,support,low,1
0.81,0.88,5,242,5,0,0,support,medium,1
0.74,0.87,5,242,5,0,0,support,medium,1
0.44,0.56,2,145,3,0,0,support,medium,1
0.41,0.56,2,154,3,0,1,support,medium,1
0.4,0.51,2,139,3,0,0,support,low,1
0.46,0.57,2,152,3,0,0,support,low,1
0.8,0.83,2,211,3,0,0,support,low,1
0.87,0.9,5,258,5,0,0,support,low,1
0.39,0.54,2,155,3,0,0,support,low,1
0.38,0.55,2,148,3,0,0,support,low,1
0.66,0.67,2,255,3,0,0,technical,low,1
0.1,0.8,6,264,4,0,0,technical,low,1
0.37,0.54,2,132,3,0,0,technical,low,1
0.1,0.77,6,255,4,0,0,management,low,1
0.09,0.87,5,263,4,0,0,IT,low,1
0.86,0.84,5,222,5,0,0,IT,low,1
0.11,0.9,6,263,4,0,0,IT,low,1
0.37,0.46,2,157,3,0,0,IT,low,1
0.11,0.92,7,307,4,0,0,IT,low,1
0.77,0.98,5,259,6,0,0,product_mng,low,1
0.84,0.94,5,222,6,0,0,product_mng,low,1
0.1,0.84,7,250,4,0,0,product_mng,low,1
0.83,0.9,5,245,5,0,0,product_mng,low,1
0.11,0.79,6,292,4,0,0,IT,low,1
0.86,0.92,5,252,5,0,0,RandD,low,1
0.38,0.56,2,161,3,0,0,RandD,medium,1
0.11,0.88,5,250,4,0,0,RandD,medium,1
0.45,0.49,2,134,3,0,0,RandD,medium,1
0.1,0.85,7,279,4,0,0,RandD,medium,1
0.09,0.95,7,256,4,0,0,marketing,medium,1
0.39,0.53,2,127,3,0,0,sales,medium,1
0.37,0.47,2,138,3,1,0,accounting,medium,1
0.81,0.97,5,243,5,0,0,support,medium,1
0.09,0.9,7,296,4,0,0,technical,medium,1
0.1,0.88,7,267,4,0,0,management,medium,1
0.39,0.49,2,144,3,0,0,marketing,medium,1
0.83,0.95,4,251,5,0,0,marketing,medium,1
0.45,0.57,2,148,3,0,0,marketing,high,1
0.43,0.51,2,141,3,0,0,sales,low,1
0.8,0.75,3,268,2,0,0,sales,medium,1
0.1,0.86,6,247,4,0,0,sales,medium,1
0.1,0.55,2,247,4,0,0,sales,medium,1
0.36,0.52,2,146,3,0,0,sales,medium,1
0.38,0.5,2,140,3,0,0,sales,low,1
0.78,0.98,5,263,6,0,0,sales,low,1
0.44,0.49,2,145,3,0,0,sales,low,1
0.41,0.46,2,156,3,1,0,sales,low,1
0.72,0.85,5,244,6,0,0,sales,low,1
0.46,0.54,2,144,3,0,0,sales,low,1
0.1,0.9,7,286,4,0,0,sales,low,1
0.34,0.67,4,141,2,0,0,sales,low,1
0.11,0.89,6,260,5,0,0,sales,low,1
0.38,0.56,2,154,3,0,0,sales,low,1
0.82,0.92,5,225,5,0,0,sales,low,1
0.39,0.57,2,127,3,0,0,sales,low,1
0.44,0.53,2,140,3,0,0,sales,low,1
0.43,0.52,2,147,3,0,0,sales,low,1
0.84,0.83,4,227,5,0,0,accounting,low,1
0.43,0.48,2,153,3,0,0,accounting,low,1
0.37,0.52,2,128,3,0,0,accounting,low,1
0.74,0.97,4,228,5,0,0,hr,low,1
0.73,0.97,5,235,5,0,0,hr,low,1
0.37,0.47,2,148,3,0,0,hr,low,1
0.58,0.62,4,238,3,0,0,hr,low,1
0.4,0.54,2,141,3,0,0,technical,medium,1
0.51,0.83,5,249,4,0,0,technical,medium,1
0.46,0.5,2,151,3,0,0,technical,medium,1
0.45,0.54,2,129,3,0,0,technical,medium,1
0.46,0.5,2,156,3,0,0,technical,medium,1
0.39,0.45,2,134,3,0,0,technical,medium,1
0.09,0.88,6,269,4,0,0,technical,medium,1
0.09,0.77,6,290,4,0,0,technical,medium,1
0.37,0.51,2,132,3,0,0,technical,medium,1
0.1,0.89,7,308,4,0,0,technical,medium,1
0.77,1,4,232,5,0,0,technical,medium,1
0.79,0.86,5,235,5,0,0,support,medium,1
0.43,0.55,2,130,3,0,0,support,high,1
0.38,0.53,2,146,3,0,0,support,low,1
0.77,0.91,5,221,6,0,0,support,medium,1
0.44,0.5,2,130,3,0,0,support,medium,1
0.39,0.46,2,136,3,0,0,support,medium,1
0.78,0.89,5,274,6,0,0,support,medium,1
0.1,0.79,6,256,5,0,0,support,low,1
0.1,0.77,5,276,4,0,0,support,low,1
0.75,0.85,5,267,5,0,0,support,low,1
0.46,0.62,6,213,3,0,0,support,low,1
0.91,0.97,4,274,6,0,0,technical,low,1
0.1,0.92,6,258,4,0,0,technical,low,1
0.72,0.6,3,153,5,0,0,technical,low,1
0.11,0.95,6,245,4,0,0,management,low,1
0.11,0.94,6,264,4,0,0,IT,low,1
0.46,0.57,2,154,3,0,0,IT,low,1
0.37,0.46,2,149,3,0,0,IT,low,1
0.46,0.5,2,157,3,0,0,IT,low,1
0.43,0.57,2,127,3,0,0,IT,low,1
0.11,0.82,6,270,4,0,0,product_mng,low,1
0.73,0.89,5,236,6,0,0,product_mng,low,1
0.43,0.47,2,158,3,0,0,product_mng,low,1
0.86,1,5,229,5,0,0,product_mng,low,1
0.1,0.83,6,269,4,0,0,IT,low,1
0.4,0.49,2,128,3,0,0,sales,low,1
0.11,0.87,7,278,4,0,0,sales,low,1
0.86,0.98,3,158,5,0,0,sales,low,1
0.42,1,3,202,3,0,0,sales,medium,1
0.79,0.84,4,240,5,0,0,sales,medium,1
0.1,0.96,7,255,4,0,0,marketing,medium,1
0.09,0.92,7,254,4,0,0,sales,medium,1
0.09,0.82,6,257,4,0,0,accounting,medium,1
0.87,1,4,228,5,0,0,support,medium,1
0.36,0.49,2,145,3,0,0,technical,medium,1
0.42,0.75,3,218,4,0,0,management,medium,1
0.84,0.86,5,268,5,0,0,marketing,medium,1
0.1,0.83,6,278,4,0,0,marketing,medium,1
0.78,0.71,3,249,5,0,0,marketing,medium,1
0.35,0.99,3,236,4,0,0,sales,medium,1
0.1,0.81,7,291,4,0,0,sales,high,1
0.11,0.8,6,306,4,0,0,sales,low,1
0.43,0.48,2,135,3,0,0,sales,medium,1
0.38,0.45,2,156,3,0,0,sales,medium,1
0.46,0.54,2,143,3,0,0,sales,medium,1
0.89,0.82,4,243,5,0,0,sales,medium,1
0.45,0.5,2,147,3,0,0,sales,low,1
0.44,0.53,2,159,3,0,0,sales,low,1
0.74,0.54,5,216,3,0,0,sales,low,1
0.45,0.54,2,152,3,0,0,sales,low,1
0.79,0.93,4,226,5,0,0,sales,low,1
0.79,0.91,5,271,5,0,0,sales,low,1
0.11,0.87,6,255,4,0,0,sales,low,1
0.42,0.48,2,140,3,0,0,sales,low,1
0.64,0.9,6,252,2,0,0,sales,low,1
0.4,0.55,2,159,3,0,0,sales,low,1
0.84,0.98,5,270,5,0,0,sales,low,1
0.73,0.92,5,232,5,0,0,sales,low,1
0.4,0.51,2,144,3,0,0,accounting,low,1
0.36,0.45,2,127,3,0,0,accounting,low,1
0.43,0.47,2,131,3,0,0,accounting,low,1
0.11,0.78,6,243,4,0,0,hr,low,1
0.91,1,5,244,6,0,0,hr,low,1
0.8,1,5,260,5,0,0,hr,low,1
0.42,0.49,2,139,3,0,0,hr,low,1
0.31,0.87,4,184,3,0,0,technical,low,1
0.44,0.47,2,130,3,0,0,technical,low,1
0.38,0.54,2,135,3,0,0,technical,medium,1
0.45,0.56,2,146,3,0,0,technical,medium,1
0.43,0.46,2,149,3,0,0,technical,medium,1
0.45,0.46,2,153,3,1,0,technical,medium,1
0.43,0.57,2,160,3,0,0,technical,medium,1
0.43,0.49,2,160,3,0,0,technical,medium,1
0.09,0.83,6,282,4,0,0,technical,medium,1
0.43,0.47,2,128,3,0,0,technical,medium,1
0.79,0.94,4,232,5,0,0,technical,medium,1
0.85,0.58,3,226,2,0,0,support,medium,1
0.38,0.45,2,129,3,0,0,support,medium,1
0.11,0.92,7,255,4,0,0,support,medium,1
0.83,0.99,5,258,5,0,0,support,high,1
0.81,0.91,4,229,5,0,0,support,low,1
0.42,0.56,2,143,3,0,0,support,medium,1
0.11,0.87,6,257,4,0,0,support,medium,1
0.11,0.85,7,275,4,0,0,support,medium,1
0.1,0.89,7,291,4,0,0,support,medium,1
0.5,0.54,5,153,4,0,0,support,low,1
0.44,0.49,2,154,3,0,0,support,low,1
0.11,0.9,6,301,4,0,0,technical,low,1
0.39,0.52,2,134,3,0,0,technical,low,1
0.11,0.78,6,245,4,0,0,technical,low,1
0.36,0.5,2,132,3,0,0,management,low,1
0.43,0.51,2,130,3,0,0,IT,low,1
0.4,0.5,2,127,3,0,0,IT,low,1
0.86,0.84,4,246,6,0,0,IT,low,1
0.38,0.49,2,145,3,0,0,IT,low,1
0.46,0.45,2,138,3,0,1,IT,low,1
0.37,0.57,2,129,3,0,0,product_mng,low,1
0.43,0.52,2,150,3,0,0,product_mng,low,1
0.66,0.93,5,253,5,0,0,product_mng,low,1
0.37,0.48,2,160,3,0,0,product_mng,low,1
0.77,0.92,5,235,5,0,0,IT,low,1
0.38,0.55,2,151,3,0,0,sales,low,1
0.39,0.54,2,127,3,0,0,sales,low,1
0.41,0.55,2,151,3,0,0,sales,low,1
0.1,0.9,7,290,4,0,0,sales,low,1
0.09,0.93,6,249,4,0,0,sales,low,1
0.41,0.47,2,131,3,0,0,marketing,medium,1
0.39,0.46,2,159,3,0,0,sales,medium,1
0.83,0.99,4,223,5,0,0,accounting,medium,1
0.09,0.87,3,214,2,0,0,support,medium,1
0.75,0.81,5,227,5,0,0,technical,medium,1
0.44,0.54,2,127,3,0,0,management,medium,1
0.1,0.84,6,293,5,0,0,marketing,medium,1
0.42,0.46,2,141,3,0,0,marketing,medium,1
0.1,0.83,6,300,4,0,0,marketing,medium,1
0.1,0.86,6,309,4,0,0,sales,medium,1
0.31,0.77,4,149,3,0,0,sales,medium,1
0.42,0.54,2,159,3,0,0,sales,medium,1
0.38,0.5,2,152,3,0,0,sales,high,1
0.39,0.57,2,158,3,0,0,sales,low,1
0.1,0.97,6,254,5,0,0,sales,medium,1
0.11,0.93,6,294,4,0,0,sales,medium,1
0.1,0.92,7,269,4,0,0,sales,medium,1
0.11,0.9,7,247,4,0,0,sales,medium,1
0.44,0.65,3,271,4,0,0,sales,low,1
0.91,0.96,4,232,5,0,0,sales,low,1
0.72,1,4,245,5,0,0,sales,low,1
0.66,0.66,3,225,3,0,0,technical,low,0
0.2,0.69,6,236,4,0,0,technical,low,0
0.97,0.78,3,268,3,1,0,technical,low,0
0.59,0.73,2,230,3,0,0,technical,low,0
0.88,0.6,4,162,2,0,0,technical,low,0
0.16,0.73,4,197,2,0,0,technical,low,0
0.61,0.96,3,247,3,0,0,support,low,0
0.52,0.79,4,234,3,0,0,support,low,0
0.82,0.49,4,276,4,0,0,support,low,0
0.75,0.94,5,217,2,0,0,support,medium,0
0.62,0.5,4,156,2,0,0,support,medium,0
0.91,0.88,3,189,2,0,0,support,medium,0
0.61,0.98,2,238,4,0,0,support,medium,0
0.79,0.77,3,201,6,1,0,support,medium,0
0.9,0.93,4,263,3,1,0,support,medium,0
0.75,0.83,3,146,3,0,0,support,medium,0
0.81,0.64,4,213,3,0,0,support,medium,0
0.59,0.88,3,159,2,0,0,technical,medium,0
0.56,0.83,3,236,3,1,0,technical,medium,0
0.98,0.79,5,257,4,0,0,technical,medium,0
0.59,0.72,4,168,4,0,0,management,medium,0
0.61,0.67,4,151,3,0,0,IT,high,0
0.78,0.7,4,139,3,0,0,IT,low,0
0.55,0.93,5,196,3,0,0,IT,medium,0
0.2,0.97,4,237,5,0,0,IT,medium,0
0.79,0.44,2,236,3,0,0,IT,medium,0
0.52,0.98,4,265,3,0,0,product_mng,medium,0
0.97,0.52,4,207,3,0,0,product_mng,low,0
0.63,0.94,4,219,3,0,0,product_mng,low,0
0.85,0.99,3,208,2,0,0,product_mng,low,0
0.59,0.74,3,240,3,0,0,IT,low,0
0.64,0.6,3,135,3,0,0,RandD,low,0
0.8,0.67,3,236,3,1,0,RandD,low,0
0.61,0.75,3,140,3,0,0,RandD,low,0
0.87,0.61,3,162,2,0,0,RandD,low,0
0.75,0.59,3,117,3,1,0,RandD,medium,0
0.96,0.51,4,225,3,0,0,marketing,medium,0
0.75,0.92,3,211,3,0,0,sales,medium,0
0.19,0.58,4,173,5,0,0,accounting,medium,0
0.52,0.97,4,170,3,0,0,support,medium,0
0.6,0.6,3,242,3,0,0,technical,medium,0
0.9,0.81,4,175,3,0,0,management,medium,0
0.89,0.92,3,195,2,0,0,marketing,medium,0
0.54,0.93,4,184,2,1,0,marketing,medium,0
0.99,0.55,3,170,3,0,0,marketing,medium,0
0.66,0.56,4,185,3,0,0,sales,medium,0
0.92,0.64,4,259,2,0,0,sales,medium,0
0.19,0.72,4,102,3,0,0,sales,medium,0
0.39,0.37,5,156,4,0,0,sales,medium,0
0.41,0.68,3,191,4,0,0,sales,medium,0
0.6,0.49,3,239,2,0,0,sales,medium,0
0.95,0.54,4,235,4,0,0,sales,medium,0
0.51,0.87,2,130,4,0,0,sales,medium,0
0.54,0.74,2,166,3,0,0,sales,medium,0
0.16,0.54,5,206,5,0,0,sales,medium,0
0.98,0.77,3,191,2,0,0,sales,medium,0
0.65,0.75,3,214,3,0,0,sales,medium,0
0.38,0.5,3,196,3,0,0,sales,medium,0
0.95,0.71,4,151,4,0,0,sales,medium,0
0.6,0.62,5,165,2,0,0,sales,medium,0
0.78,0.91,3,177,2,0,0,sales,high,0
0.19,0.63,6,241,6,0,0,sales,high,0
0.56,0.99,4,230,3,0,0,sales,high,0
0.21,0.71,4,270,2,0,0,sales,high,0
0.83,0.71,3,234,4,0,0,accounting,high,0
0.5,0.64,3,257,2,1,0,accounting,high,0
0.74,0.87,5,264,3,0,0,accounting,high,0
0.75,0.83,4,133,4,0,0,hr,high,0
0.85,0.66,4,155,4,0,0,hr,high,0
0.93,0.59,3,202,2,0,0,hr,high,0
0.76,0.7,3,136,2,0,0,hr,high,0
0.91,0.78,3,269,3,1,0,technical,high,0
0.22,0.54,6,169,4,0,0,technical,low,0
0.78,0.52,5,192,3,1,0,technical,low,0
0.53,0.8,4,241,3,1,0,technical,low,0
0.58,0.69,4,165,3,0,0,technical,low,0
0.99,0.81,3,183,2,0,0,technical,low,0
0.62,0.64,4,163,3,0,0,technical,low,0
0.59,0.69,3,162,3,0,0,technical,low,0
0.13,0.76,5,219,4,0,0,technical,low,0
0.19,0.63,4,278,6,0,0,technical,low,0
0.94,0.99,2,273,4,0,0,technical,low,0
0.53,0.96,4,272,2,0,0,support,low,0
0.96,0.85,5,168,2,0,0,support,low,0
0.62,0.87,4,221,3,1,0,support,low,0
0.81,0.86,4,213,3,0,0,support,low,0
0.63,0.78,4,275,3,0,0,support,low,0
0.92,0.68,5,177,4,0,0,support,medium,0
0.83,0.74,4,249,2,0,0,support,medium,0
0.49,0.37,5,246,3,0,0,support,medium,0
0.8,0.66,4,223,3,0,0,support,medium,0
0.54,0.76,4,244,2,0,0,support,medium,0
0.37,0.72,3,169,2,1,0,support,medium,0
0.93,0.56,5,140,3,0,0,technical,medium,0
0.88,0.99,5,253,2,0,0,technical,medium,0
0.79,0.87,3,194,2,0,0,technical,medium,0
0.65,0.88,4,173,3,0,0,management,medium,0
0.72,0.7,4,172,3,0,0,IT,medium,0
0.58,0.49,3,167,3,0,0,IT,medium,0
0.37,0.51,2,153,3,0,0,IT,high,0
0.87,0.97,4,243,3,0,0,IT,high,0
0.63,0.72,6,163,4,0,0,IT,high,0
0.72,0.79,3,221,3,0,0,product_mng,high,0
0.36,0.55,3,191,3,0,0,product_mng,high,0
0.96,0.7,4,272,3,0,0,product_mng,high,0
0.52,0.37,2,118,2,0,0,product_mng,high,0
0.16,0.83,5,173,4,0,0,IT,high,0
0.63,0.55,4,200,3,1,0,RandD,low,0
0.92,0.76,5,132,3,1,0,RandD,low,0
0.82,0.49,4,180,2,0,0,RandD,low,0
0.18,0.54,4,145,5,0,0,RandD,low,0
0.73,0.48,4,139,2,0,0,RandD,low,0
0.44,0.61,5,230,6,0,0,marketing,low,0
0.73,0.62,4,247,4,0,0,sales,low,0
0.62,0.95,4,140,2,0,0,accounting,low,0
0.94,0.8,4,266,3,1,0,support,medium,0
0.76,0.74,4,261,3,0,0,technical,medium,0
0.89,0.49,4,275,3,0,0,management,medium,0
0.9,0.88,5,254,2,0,0,marketing,medium,0
1,0.93,5,231,2,0,0,marketing,medium,0
0.71,0.9,3,138,3,0,0,marketing,medium,0
0.73,0.97,4,163,3,0,0,sales,medium,0
0.97,0.9,5,262,3,0,0,sales,medium,0
0.6,0.59,4,201,3,0,0,sales,medium,0
0.82,0.67,3,229,3,0,0,sales,medium,0
0.95,0.48,4,228,2,0,0,sales,medium,0
0.88,0.65,5,228,3,0,0,sales,medium,0
0.79,0.49,3,273,3,0,0,sales,medium,0
0.52,0.96,4,171,2,0,0,sales,medium,0
0.22,0.61,3,148,5,0,0,sales,medium,0
0.59,0.96,5,211,3,0,0,sales,medium,0
0.84,0.64,2,211,3,0,0,sales,medium,0
0.54,0.41,3,175,3,0,0,sales,medium,0
1,0.86,4,245,4,0,0,sales,medium,0
0.93,0.59,3,273,2,1,0,sales,medium,0
0.96,0.55,3,225,4,1,0,sales,medium,0
0.56,0.41,5,152,3,0,0,sales,medium,0
0.49,0.66,5,194,3,0,0,sales,medium,0
0.89,0.51,4,185,3,1,0,sales,high,0
0.57,0.91,3,193,2,0,0,sales,low,0
0.96,0.64,3,166,2,0,0,accounting,medium,0
0.65,0.89,5,223,3,1,0,accounting,medium,0
0.14,0.66,5,281,4,1,0,accounting,medium,0
0.64,0.49,3,241,3,0,0,hr,medium,0
0.98,0.91,3,165,2,1,0,hr,medium,0
0.71,0.59,4,143,2,0,0,hr,medium,0
0.96,0.49,5,137,3,0,0,hr,medium,0
0.9,0.57,4,185,3,1,0,technical,medium,0
0.52,0.96,3,271,3,1,0,technical,medium,0
0.78,0.98,4,207,2,1,0,technical,medium,0
0.62,0.69,4,184,3,0,0,technical,low,0
0.6,0.8,4,253,2,0,0,technical,low,0
0.82,0.62,3,152,6,0,0,technical,low,0
0.52,0.55,3,225,2,0,0,technical,low,0
0.13,0.84,5,189,5,0,0,technical,low,0
0.97,0.93,3,153,2,0,0,technical,low,0
